League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2023-01-03 09:45:00,11,Ghazl El Mehalla,Ceramica Cleopatra,2.75,2.65,2.55,1.08,6.5,1.42,2.62,2.28,1.56,1.5,2.4,1.95,1.75,1.6,1.36,1.35,2.0,0.75,1.5,1.75,3.25,1.88,7.6,2.25,1.22,1.49,1.81,2.24,3.1
Egypt Egyptian Premier League,2023-01-03 09:45:00,11,Al Mokawloon,Haras El Hodood,1.69,2.85,5.4,1.07,6.3,1.53,2.4,2.48,1.48,1.55,2.3,2.3,1.55,1.15,1.33,2.05,1.8,0.4,1.6,1.19,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-01-03 11:00:00,17,Ümraniyespor,Hatayspor,2.21,3.5,3.44,1.03,9.0,1.25,3.6,1.83,1.98,1.37,3.21,1.57,2.25,1.4,1.35,1.66,0.5,0.75,1.66,1.25,2.91,1.55,7.5,3.1,1.27,1.56,1.9,2.35,3.35
Greece Super League,2023-01-03 11:30:00,16,OFI,Volos NFC,2.31,3.15,2.85,1.06,10.0,1.35,3.2,2.06,1.7,1.44,2.63,1.8,1.95,1.41,1.35,1.47,0.63,1.71,1.4,1.15,2.55,1.91,7.5,2.2,1.45,1.8,2.39,3.2,0.0
Greece Super League,2023-01-03 12:00:00,3,Levadiakos,Panathinaikos,11.29,4.71,1.28,1.05,10.0,1.36,3.2,1.92,1.83,1.46,2.5,2.87,1.36,3.4,1.18,1.04,1.29,2.67,1.16,1.36,2.52,6.55,11.0,1.18,1.47,1.88,2.48,3.45,0.0
Egypt Egyptian Premier League,2023-01-03 12:00:00,11,Ismaily SC,National Bank of Egypt,2.5,2.65,2.8,1.07,6.75,1.41,2.6,2.32,1.54,1.49,2.4,2.0,1.71,1.41,1.35,1.49,0.2,0.4,1.18,1.26,2.44,1.82,7.5,2.38,1.3,1.6,1.98,2.49,3.6
Turkey Süper Lig,2023-01-03 14:00:00,17,Antalyaspor,Fenerbahçe,3.69,3.69,2.01,1.04,10.0,1.22,4.0,1.66,2.23,1.33,3.25,1.67,2.1,2.0,1.25,1.2,1.25,1.67,1.76,1.51,3.27,2.88,7.0,1.63,1.56,1.92,2.41,3.5,5.1
Greece Super League,2023-01-03 15:00:00,16,PAS Giannina,AEK Athens,8.59,4.41,1.35,1.05,10.0,1.33,3.4,1.92,1.84,1.4,2.75,2.5,1.5,3.1,1.16,1.05,1.29,2.13,1.54,1.64,3.18,5.5,7.5,1.19,1.3,1.57,1.93,2.39,3.64
Egypt Egyptian Premier League,2023-01-03 15:00:00,11,Coca-Cola,Smouha SC,1.67,3.2,4.6,1.08,6.5,1.42,2.62,2.35,1.53,1.5,2.4,2.1,1.65,1.22,1.3,1.95,2.2,1.2,1.26,1.1,2.36,1.51,8.0,3.2,1.28,1.6,1.97,2.48,3.55
Greece Super League,2023-01-03 16:30:00,16,Ionikos,Olympiakos Piraeus,11.0,4.6,1.27,1.04,10.0,1.27,3.5,1.93,1.82,1.36,3.0,2.5,1.5,3.5,1.15,1.05,0.71,1.71,1.5,1.66,3.16,4.88,9.5,1.26,1.47,1.88,2.48,3.45,0.0
Wales Welsh Premier League,2023-01-03 16:45:00,17,Caernarfon Town,The New Saints,11.25,6.4,1.18,1.01,19.0,1.09,5.7,1.37,2.75,1.2,4.0,1.86,1.82,4.15,1.07,1.02,1.8,2.33,1.4,1.78,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2023-01-03 16:45:00,17,Penybont,Airbus UK,1.14,6.25,13.0,1.03,11.0,1.17,4.2,1.52,2.4,1.28,3.26,2.46,1.47,1.02,1.07,4.5,1.75,0.0,1.59,0.87,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
