League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-02-26 21:30:00,5,Banfield,Independiente,2.6,2.75,3.1,1.1,5.7,1.55,2.25,2.65,1.42,1.62,2.2,2.2,1.62,1.37,1.43,1.49,1.0,1.67,2.03,1.22,3.25,1.85,8.0,2.28,1.25,1.55,1.85,2.37,3.28
Argentina Primera División,2023-02-26 21:30:00,5,Instituto,Newell's Old Boys,2.3,2.89,3.04,1.1,5.75,1.5,2.45,2.5,1.48,1.58,2.3,2.1,1.67,1.33,1.37,1.61,1.67,0.33,1.49,1.95,3.44,1.75,7.5,2.53,1.48,1.82,2.26,3.08,4.5
USA MLS,2023-02-26 22:00:00,0,Seattle Sounders,Colorado Rapids,1.72,3.85,4.2,1.03,13.0,1.22,3.8,1.74,2.1,1.33,3.25,1.67,2.1,1.23,1.25,1.95,3.0,0.0,0.0,0.0,0.0,1.43,7.5,3.45,1.25,1.48,1.87,2.41,3.28
Serbia SuperLiga,2023-02-27 10:00:00,23,Partizan,Radnički Kragujevac,1.25,5.75,7.5,1.02,20.0,1.17,4.83,1.57,2.15,1.27,3.5,2.1,1.7,1.06,1.08,3.75,1.91,1.09,2.17,1.36,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-02-27 10:00:00,20,Ghazl El Mehalla,Aswan FC,2.6,2.8,2.9,1.08,6.4,1.43,2.6,2.35,1.55,1.52,2.43,1.94,1.8,1.42,1.38,1.37,1.6,1.0,1.44,1.09,2.53,1.95,7.5,2.15,1.24,1.48,1.8,2.33,3.1
Bulgaria First League,2023-02-27 12:30:00,21,OFK Pirin,Cherno More,3.8,3.2,1.83,1.1,6.5,1.48,2.55,2.45,1.52,1.53,2.38,2.2,1.62,1.85,1.3,1.2,1.0,1.5,1.3,1.43,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-02-27 14:00:00,20,El Geish,Al Ittihad,2.63,2.7,2.75,1.08,6.4,1.49,2.51,2.4,1.5,1.52,2.38,1.93,1.8,1.37,1.41,1.41,1.22,1.44,1.32,1.45,2.77,1.82,7.6,2.38,1.24,1.46,1.8,2.32,3.15
Italy Serie A,2023-02-27 14:30:00,24,Hellas Verona,Fiorentina,3.2,3.3,2.31,1.07,9.0,1.4,3.0,2.1,1.8,1.44,2.63,1.95,1.8,1.63,1.3,1.36,1.08,0.82,1.52,1.63,3.15,2.85,6.25,1.65,1.27,1.52,1.9,2.55,3.6
Poland Ekstraklasa,2023-02-27 15:00:00,22,Zagłębie Lubin,Miedź Legnica,2.05,3.4,3.3,1.04,10.0,1.3,3.4,2.13,1.75,1.4,2.75,1.8,1.95,1.29,1.3,1.71,0.64,0.5,1.87,1.43,3.3,1.61,8.0,2.95,1.25,1.49,1.88,2.44,3.28
Denmark Superliga,2023-02-27 15:00:00,19,Midtjylland,Brøndby,2.01,3.7,3.2,1.01,10.5,1.25,3.78,1.74,2.09,1.33,3.25,1.62,2.2,1.31,1.29,1.79,1.0,1.13,1.97,1.65,3.62,1.82,8.0,2.39,1.2,1.39,1.68,2.2,2.95
Germany 3. Liga,2023-02-27 15:00:00,24,Viktoria Köln,Freiburg II,2.38,3.1,2.9,1.02,9.0,1.28,3.25,1.85,1.9,1.4,2.82,1.67,2.1,1.38,1.29,1.56,1.55,1.64,1.39,1.3,2.69,1.87,7.5,2.29,1.24,1.5,1.81,2.21,3.15
Romania Liga I,2023-02-27 15:00:00,27,Petrolul 52,CFR Cluj,3.5,3.4,1.95,1.09,6.0,1.5,2.43,2.5,1.5,1.55,2.3,2.36,1.56,2.15,1.3,1.14,1.62,2.0,1.34,1.47,2.81,3.7,7.5,1.42,1.43,1.8,2.34,3.18,4.5
