League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-03-13 21:00:00,7,Colón,Newell's Old Boys,2.62,3.0,2.8,1.11,6.0,1.5,2.5,2.45,1.5,1.53,2.38,2.0,1.75,1.41,1.35,1.47,0.5,0.5,1.88,1.94,3.82,1.76,5.5,2.4,1.26,1.53,1.92,2.55,3.5
Argentina Primera División,2023-03-13 21:00:00,7,Vélez Sarsfield,Platense,1.75,3.3,5.0,1.1,6.5,1.44,2.62,2.25,1.58,1.5,2.5,2.1,1.67,1.16,1.3,2.09,1.25,1.33,1.35,0.91,2.26,1.29,6.5,4.05,1.24,1.5,1.87,2.45,3.3
Ecuador Primera Categoría Serie A,2023-03-13 21:00:00,3,Deportivo Cuenca,Cumbayá,1.68,3.33,3.8,1.05,7.2,1.39,2.67,2.23,1.58,1.44,2.63,2.1,1.67,1.16,1.29,2.1,3.0,1.0,1.84,0.97,2.81,0.0,0.0,0.0,1.32,1.58,2.02,2.7,3.8
Argentina Prim B Nacional,2023-03-13 21:10:00,5,Aldosivi,Club Atlético Mitre,2.05,3.0,3.75,1.1,7.1,1.5,2.45,2.45,1.52,1.58,2.25,2.15,1.62,1.25,1.36,1.67,2.0,0.33,1.42,1.88,3.3,1.65,7.1,2.91,1.36,1.76,2.21,2.95,4.4
Brazil Carioca 1,2023-03-13 21:25:00,0,Flamengo,Vasco da Gama,1.8,3.4,4.5,1.05,10.75,1.33,3.1,2.05,1.72,1.44,2.6,2.0,1.75,1.2,1.27,1.85,2.17,1.92,1.91,1.81,3.72,1.27,9.7,4.65,0.0,1.26,1.83,1.95,2.45
Colombia Categoria Primera A,2023-03-13 22:10:00,8,Once Caldas,Deportivo Pasto,2.5,3.0,2.95,1.1,6.5,1.56,2.27,2.4,1.53,1.5,2.37,1.95,1.75,1.38,1.38,1.49,1.0,1.75,1.69,1.48,3.17,1.66,7.4,2.81,1.48,1.87,2.46,3.42,4.3
Bahrain Bahraini Premier League,2023-03-14 12:30:00,17,Muharraq,Bahrain SC,1.5,4.0,5.0,0.0,0.0,0.0,0.0,2.15,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.38,1.15,0.94,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-03-14 13:00:00,3,Tallinna FC Flora,Trans,1.17,6.4,13.0,0.0,0.0,0.0,0.0,1.52,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.84,1.11,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania A Lyga,2023-03-14 13:00:00,3,FA Šiauliai,Hegelmann Litauen,3.38,3.25,2.07,1.03,8.2,1.32,2.98,2.15,1.65,1.41,2.61,1.85,1.81,1.82,1.27,1.21,0.0,0.0,0.0,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa Premier Soccer League,2023-03-14 14:30:00,0,Mamelodi Sundowns,Real Kings,1.4,4.4,7.5,1.06,8.0,1.33,3.25,1.95,1.78,1.4,2.75,2.41,1.52,1.05,1.2,2.88,2.73,1.0,1.67,1.22,2.89,1.22,9.3,5.25,1.4,1.74,2.28,3.1,4.4
