League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Paraguay Division Profesional,2023-04-02 21:00:00,10,General Caballero JLM,Sportivo Ameliano,2.4,3.1,2.65,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,1.02,1.4,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-04-02 21:00:00,4,Orense SC,Guayaquil City FC,1.62,3.4,4.75,1.04,7.8,1.35,2.84,2.1,1.65,1.45,2.63,1.94,1.82,1.2,1.28,1.86,3.0,0.0,0.91,0.5,1.41,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0
Argentina Primera División,2023-04-02 21:30:00,9,Banfield,Platense,0.0,3.1,4.02,1.09,7.5,1.48,2.5,2.45,1.5,1.55,2.3,2.1,1.65,1.23,1.3,1.8,1.5,1.33,1.92,1.07,2.99,1.35,6.5,3.6,1.25,1.47,1.83,2.45,3.4
Mexico Liga MX,2023-04-02 22:05:00,13,Querétaro,Pumas UNAM,2.76,3.28,2.36,1.01,11.0,1.25,3.7,1.78,1.95,1.36,3.0,1.67,2.1,1.52,1.33,1.32,1.0,0.57,1.65,1.63,3.28,2.0,9.1,2.07,1.26,1.5,1.88,2.5,3.5
Colombia Categoria Primera A,2023-04-02 22:20:00,11,Atlético Huila,Deportivo Cali,2.63,3.1,2.6,1.04,7.6,1.38,2.8,2.3,1.57,1.48,2.68,1.89,1.85,1.48,1.36,1.45,1.75,0.8,1.57,1.33,2.9,2.07,8.7,2.02,1.31,1.58,2.01,2.65,3.56
Thailand Thai League T1,2023-04-03 08:30:00,25,Lampang,Bangkok Glass,5.0,4.0,1.57,1.0,10.5,1.19,3.92,1.78,2.0,1.32,3.2,1.73,1.95,2.31,1.21,1.13,0.92,0.58,1.29,1.46,2.75,3.64,9.8,1.35,0.0,1.41,1.72,2.14,0.0
Greece Super League 2,2023-04-03 08:45:00,17,Anagennisi Karditsas,Diagoras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1.71,1.63,1.17,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League 2,2023-04-03 09:15:00,17,Egaleo,Kifisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,2.71,1.35,1.14,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League 2 Division One U23,2023-04-03 10:00:00,23,Liverpool U21,Brighton U21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.78,1.87,1.53,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-04-03 11:30:00,2,Mioveni,Chindia Târgovişte,2.55,3.0,2.55,1.1,7.35,1.5,2.3,2.55,1.45,1.58,2.25,2.1,1.65,1.48,1.3,1.44,0.8,0.94,1.25,1.44,2.69,2.1,6.5,2.1,1.61,2.08,2.85,4.1,0.0
Poland 1. Liga,2023-04-03 13:00:00,25,Resovia Rzeszów,Tychy 71,2.5,3.25,2.55,0.0,0.0,0.0,0.0,2.03,1.83,0.0,0.0,1.8,1.91,0.0,0.0,0.0,1.08,1.0,1.23,1.43,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France National,2023-04-03 13:00:00,27,Versailles,Châteauroux,2.05,3.1,3.3,0.0,0.0,0.0,0.0,2.25,1.62,0.0,0.0,2.1,1.67,0.0,0.0,0.0,2.08,1.25,1.59,1.46,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus First Division,2023-04-03 13:00:00,3,AEK Larnaca,APOEL,2.4,3.2,2.75,0.0,0.0,0.0,0.0,1.9,1.9,0.0,0.0,1.8,1.91,0.0,0.0,0.0,2.04,2.18,1.96,1.45,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus First Division,2023-04-03 13:00:00,3,Enosis,Doxa,2.15,3.25,3.1,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,1.72,2.0,1.2,1.32,1.62,0.79,0.86,1.2,1.34,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2023-04-03 13:30:00,28,Empoli,Lecce,2.38,3.1,3.2,1.06,7.0,1.42,2.75,2.35,1.57,1.5,2.5,1.95,1.8,1.38,1.32,1.58,1.23,1.07,1.61,1.17,2.78,1.93,7.8,2.27,1.21,1.42,1.76,2.22,2.93
France National,2023-04-03 13:30:00,27,Concarneau,Sedan,1.83,3.25,3.8,0.0,0.0,0.0,0.0,2.1,1.7,0.0,0.0,1.9,1.8,0.0,0.0,0.0,2.0,1.31,1.46,1.24,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark Superliga,2023-04-03 14:00:00,1,AGF,Randers,2.1,3.4,3.5,1.05,9.9,1.33,3.3,2.03,1.83,1.4,2.75,1.8,1.95,1.28,1.28,1.83,1.64,1.36,1.5,1.42,2.92,1.6,8.1,2.95,1.22,1.45,1.82,2.35,3.08
Sweden Superettan,2023-04-03 14:00:00,1,Jönköpings Södra,Örebro,2.4,3.4,2.63,1.05,12.25,1.29,3.5,1.8,2.05,1.36,3.0,1.67,2.1,1.44,1.35,1.5,0.0,0.0,0.0,0.0,0.0,1.81,7.0,2.43,1.24,1.44,1.78,2.3,3.15
Sweden Superettan,2023-04-03 14:00:00,1,Örgryte,AFC Eskilstuna,2.0,3.4,3.3,1.04,15.0,1.22,3.8,1.75,2.05,1.3,3.4,1.57,2.25,1.3,1.29,1.83,0.0,0.0,0.0,0.0,0.0,1.39,6.25,3.5,0.0,1.33,1.57,2.0,2.51
Poland Ekstraklasa,2023-04-03 14:00:00,26,Stal Mielec,Jagiellonia Białystok,2.3,3.2,2.88,1.02,9.1,1.27,3.32,1.98,1.88,1.4,2.75,1.75,2.0,1.35,1.25,1.55,1.33,0.75,1.49,1.3,2.79,1.8,7.5,2.43,1.18,1.34,1.6,2.02,2.65
Portugal LigaPro,2023-04-03 14:00:00,26,FC Penafiel,Porto II,2.2,3.25,2.8,1.06,8.0,1.34,3.0,2.0,1.67,1.44,2.63,1.83,1.83,1.36,1.32,1.58,1.08,1.38,1.6,1.52,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany 3. Liga,2023-04-03 14:00:00,30,Ingolstadt,1860 München,2.4,3.5,2.4,1.04,10.5,1.22,3.9,1.7,2.0,1.3,3.4,1.53,2.38,1.47,1.29,1.49,1.07,1.21,1.67,1.54,3.21,1.93,9.2,2.09,1.18,1.34,1.61,2.02,2.7
Sweden Allsvenskan,2023-04-03 14:00:00,1,Mjällby,Varberg,2.15,3.28,3.48,1.06,10.0,1.33,3.3,2.0,1.8,1.44,2.63,1.91,1.91,1.26,1.25,1.9,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,1.32,1.6,2.05,2.8,4.0
Sweden Allsvenskan,2023-04-03 14:10:00,1,Elfsborg,Häcken,2.63,3.64,2.46,1.03,17.0,1.19,4.75,1.75,2.1,1.29,3.5,1.5,2.5,1.68,1.22,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,1.27,1.49,1.82
Israel Israeli Premier League,2023-04-03 14:15:00,2,Beitar Jerusalem,Hapoel Haifa,2.15,3.3,3.1,0.0,0.0,0.0,0.0,2.0,1.67,0.0,0.0,1.83,1.83,0.0,0.0,0.0,1.26,1.15,1.7,1.17,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-04-03 14:30:00,27,İstanbulspor,Fatih Karagümrük,3.1,3.4,2.15,1.03,16.25,1.2,4.0,1.62,2.15,1.26,3.45,1.55,2.38,1.7,1.28,1.37,1.0,1.17,1.2,1.47,2.67,2.35,6.5,1.9,1.25,1.55,1.85,2.3,3.4
Turkey 1. Lig,2023-04-03 14:30:00,30,Altay,Sakaryaspor,2.63,3.3,2.3,1.06,8.0,1.3,3.4,1.95,1.85,1.36,3.0,1.7,2.05,1.5,1.3,1.44,1.15,1.38,1.18,1.24,2.42,2.82,7.8,1.59,0.0,0.0,2.25,0.0,0.0
Turkey 1. Lig,2023-04-03 14:30:00,30,Eyüpspor,BB Erzurumspor,1.57,3.75,4.75,1.04,12.25,1.27,3.43,1.9,1.9,1.38,2.85,1.88,1.82,1.15,1.22,2.2,2.21,1.0,1.86,1.26,3.12,1.55,7.6,3.0,0.0,0.0,2.05,0.0,0.0
Romania Liga I,2023-04-03 14:30:00,2,Sepsi,FCSB,2.7,3.1,2.4,1.08,8.35,1.42,2.62,2.2,1.6,1.52,2.4,1.95,1.75,1.55,1.35,1.4,1.47,1.87,1.79,1.71,3.5,2.1,6.75,2.1,1.5,1.92,2.6,3.65,5.3
England Premier League 2 Division Two U23,2023-04-03 15:00:00,20,Sunderland U21,Nottingham Forest U21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.4,1.37,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Campeonato Brasileiro Women,2023-04-03 15:00:00,6,São Paulo Women,Real Ariquemes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.83,0.81,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League 2 Division One U23,2023-04-03 15:00:00,23,Tottenham Hotspur U21,Manchester City U21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,2.0,1.51,1.7,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League 2 Division One U23,2023-04-03 15:00:00,23,Chelsea U21,Crystal Palace U21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.0,1.78,1.25,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League 2 Division Two U23,2023-04-03 15:00:00,20,Newcastle United U21,Middlesbrough U21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.75,1.52,1.66,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-04-03 15:00:00,31,AZ II,De Graafschap,3.13,3.6,2.03,1.01,11.0,1.19,4.05,1.6,2.2,1.33,3.25,1.57,2.25,1.87,1.27,1.28,1.8,1.07,1.77,1.66,3.43,2.98,8.9,0.0,1.18,1.34,1.61,2.02,2.7
Netherlands Eerste Divisie,2023-04-03 15:00:00,31,PSV II,Roda JC,2.72,3.43,2.32,1.03,8.5,1.27,3.4,1.88,1.82,1.4,2.75,1.73,2.0,1.52,1.25,1.42,1.33,1.2,1.39,1.49,2.88,0.0,0.0,0.0,1.29,1.53,1.92,2.55,3.5
Netherlands Eerste Divisie,2023-04-03 15:00:00,31,Ajax II,Dordrecht,1.55,4.32,4.73,1.02,23.0,1.1,5.7,1.42,2.51,1.25,3.75,1.53,2.38,1.12,1.17,2.4,1.13,0.8,1.44,1.07,2.51,1.46,8.9,3.38,1.25,1.47,1.82,2.38,3.25
Netherlands Eerste Divisie,2023-04-03 15:00:00,28,Almere City,Utrecht II,1.47,0.0,6.5,1.02,15.0,1.22,4.2,1.7,2.1,1.29,3.3,1.83,1.98,1.14,1.21,2.65,1.71,0.53,1.54,1.2,2.74,1.26,9.8,5.05,1.18,1.37,1.71,2.09,2.79
