League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Colombia Categoria Primera A,2023-03-26 21:45:00,10,Santa Fe,Millonarios,2.85,2.75,2.45,1.11,6.5,1.52,2.45,2.9,1.36,1.56,2.29,2.1,1.7,1.42,1.33,1.45,1.0,1.75,2.18,1.23,3.41,2.2,7.5,1.91,1.33,1.66,2.12,2.9,3.9
Greece Super League 2,2023-03-27 09:15:00,16,Kifisia,Ilioupoli,1.12,6.4,13.5,0.0,0.0,0.0,0.0,1.67,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1.29,1.5,1.05,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 11:00:00,26,OFK Vršac,Rad Beograd,1.92,3.25,3.85,1.02,8.0,1.33,2.8,2.15,1.63,1.43,2.37,1.9,1.71,1.19,1.25,1.74,2.17,0.58,1.39,1.29,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 11:00:00,26,Loznica,IMT Novi Beograd,5.7,3.65,1.56,1.03,8.0,1.34,2.8,2.21,1.6,1.43,2.42,2.2,1.6,2.1,1.23,1.11,0.83,1.92,1.35,1.59,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 11:00:00,26,Radnički Sr. Mitrovica,Zlatibor Čajetina,1.48,3.8,5.4,1.07,7.5,1.28,3.1,1.95,1.61,1.39,2.52,2.1,1.67,1.07,1.13,2.35,2.17,0.5,1.4,1.27,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 11:00:00,26,Metalac GM,Novi Sad,2.16,3.1,2.99,1.05,6.5,1.42,2.55,2.43,1.5,1.51,2.3,1.98,1.7,1.28,1.31,1.62,1.75,1.17,1.58,1.2,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 11:00:00,26,Inđija,Trajal Krusevac,1.76,3.1,4.3,1.12,5.75,1.5,2.3,2.17,1.48,1.64,2.15,2.65,1.42,1.12,1.3,1.8,1.33,0.58,1.61,1.21,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 11:00:00,26,Radnički Novi Beograd,Jedinstvo Ub,2.74,2.84,2.68,1.06,6.5,1.51,2.4,2.51,1.36,1.52,2.17,2.0,1.64,1.33,1.3,1.35,1.83,1.0,1.4,1.31,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 12:00:00,26,Mačva Šabac,Železničar Pančevo,3.83,3.07,1.98,1.1,5.8,1.61,2.15,2.47,1.48,1.64,2.15,2.45,1.5,1.63,1.33,1.22,1.58,1.58,1.79,1.48,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia Prva Liga,2023-03-27 12:00:00,26,Sloboda Užice,Grafičar,2.57,3.2,2.39,1.07,10.5,1.32,3.05,2.1,1.66,1.43,2.65,1.83,1.87,1.72,1.25,1.2,1.75,1.5,1.48,1.86,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France National,2023-03-27 13:30:00,26,Martigues,Le Mans,2.4,2.75,2.95,1.08,8.8,1.4,2.83,2.1,1.65,1.45,2.72,1.9,1.82,1.35,1.32,1.55,2.08,0.58,1.66,1.41,3.07,0.0,0.0,0.0,1.76,2.25,0.0,0.0,0.0
