League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-02-18 21:00:00,4,Newell's Old Boys,Banfield,2.04,3.12,4.27,1.11,6.0,1.53,2.38,2.62,1.44,1.53,2.38,2.2,1.62,1.22,1.35,1.75,3.0,0.0,0.67,1.47,2.14,1.64,8.0,2.67,1.27,1.52,1.98,2.49,3.42
Australia A-League,2023-02-19 01:00:00,17,Adelaide United,Western Sydney Wanderers,2.3,3.55,2.97,1.04,13.0,1.28,3.75,1.83,1.95,1.36,3.0,1.67,2.1,1.25,1.3,1.67,2.13,1.22,1.63,1.61,3.24,1.82,8.5,2.32,1.11,1.23,1.43,1.8,2.25
Japan J2 League,2023-02-19 02:00:00,1,Tokyo Verdy,Zweigen Kanazawa,1.7,3.5,4.33,1.01,9.5,1.28,3.4,2.0,1.75,1.36,3.0,1.83,1.83,1.15,1.22,1.9,3.0,0.0,0.0,0.0,0.0,1.36,9.5,3.86,1.26,1.48,1.88,2.43,3.35
Japan J2 League,2023-02-19 02:00:00,1,Machida Zelvia,Vegalta Sendai,2.4,3.1,2.7,1.05,9.0,1.33,3.1,2.0,1.75,1.44,2.63,1.83,1.83,1.36,1.28,1.52,1.0,1.0,0.0,0.0,0.0,1.82,7.3,2.43,1.47,1.88,2.48,3.45,4.1
Japan J2 League,2023-02-19 02:00:00,1,Tokushima Vortis,Oita Trinita,2.4,3.0,2.8,1.05,7.2,1.4,2.68,2.35,1.55,1.53,2.38,2.0,1.73,1.33,1.3,1.45,0.0,3.0,0.0,0.0,0.0,1.82,7.1,2.43,1.44,1.83,2.38,3.3,4.6
Japan J2 League,2023-02-19 04:00:00,1,Tochigi,Roasso Kumamoto,3.25,2.8,2.25,1.12,5.5,1.6,2.3,2.6,1.4,1.64,2.16,2.3,1.57,1.53,1.33,1.25,1.0,1.0,0.0,0.0,0.0,2.33,7.3,1.89,1.35,1.65,2.12,2.9,4.0
Bulgaria First League,2023-02-19 07:45:00,20,Botev Vratsa,CSKA 1948 Sofia,4.8,4.1,1.66,1.06,8.0,1.33,3.25,1.75,1.91,1.5,2.5,2.0,1.73,2.38,1.25,1.11,1.4,1.3,1.49,1.69,3.18,3.6,9.0,1.46,1.31,1.6,1.97,2.49,3.3
Portugal LigaPro,2023-02-19 08:00:00,21,CD Nacional,Leixões,2.47,3.18,2.81,1.08,7.0,1.36,3.0,2.15,1.57,1.45,2.55,1.83,1.9,1.28,1.28,1.6,1.0,1.27,1.7,1.57,3.27,1.42,6.5,3.15,0.0,1.17,1.34,1.69,2.0
Netherlands Eredivisie,2023-02-19 08:15:00,22,Cambuur,Heerenveen,3.05,3.34,2.36,1.05,9.22,1.34,3.14,2.05,1.7,1.44,2.63,1.8,1.95,1.58,1.33,1.36,0.25,1.45,1.46,1.44,2.9,2.14,8.0,1.91,1.23,1.38,1.63,1.98,2.5
Netherlands Eerste Divisie,2023-02-19 08:15:00,25,De Graafschap,Roda JC,2.03,3.62,3.46,1.05,9.0,1.29,3.5,1.8,1.91,1.36,3.0,1.67,2.1,1.3,1.29,1.73,1.54,1.08,1.88,1.5,3.38,1.59,8.0,2.88,1.18,1.34,1.69,2.06,2.7
