League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-02-25 21:30:00,5,Vélez Sarsfield,Boca Juniors,2.5,3.0,2.88,1.09,7.25,1.48,2.5,2.5,1.5,1.57,2.25,2.1,1.71,1.39,1.37,1.53,1.33,1.5,1.24,0.73,1.97,1.91,8.0,2.2,1.25,1.47,1.95,2.4,3.4
USA MLS,2023-02-25 21:30:00,0,Atlanta United FC,SJ Earthquakes,1.61,4.2,5.05,1.02,17.0,1.17,4.5,1.6,2.15,1.29,3.5,1.67,2.1,1.14,1.17,2.5,3.0,0.0,0.0,0.0,0.0,1.26,9.0,4.7,1.2,1.38,1.67,2.12,2.85
USA MLS,2023-02-25 21:30:00,0,Charlotte,New England Revolution,2.06,3.72,3.3,1.03,16.0,1.22,3.8,1.6,2.15,1.33,3.25,1.57,2.25,1.37,1.27,1.76,0.0,3.0,0.0,0.0,0.0,1.58,7.5,2.88,1.24,1.44,1.8,2.3,3.1
USA MLS,2023-02-25 21:30:00,0,FC Cincinnati,Houston Dynamo,1.69,4.14,4.48,1.02,19.0,1.17,4.5,1.53,2.35,1.29,3.5,1.62,2.2,1.16,1.17,2.35,3.0,0.0,0.0,0.0,0.0,1.34,8.5,4.0,1.22,1.42,1.74,2.23,3.0
USA MLS,2023-02-25 21:30:00,0,DC United,Toronto,2.29,3.68,2.87,1.03,16.0,1.2,4.0,1.61,2.15,1.3,3.4,1.57,2.25,1.43,1.28,1.65,3.0,0.0,0.0,0.0,0.0,1.65,7.0,2.7,1.27,1.5,1.9,2.45,3.4
USA MLS,2023-02-25 21:30:00,0,Inter Miami,Montreal Impact,2.53,3.56,2.62,1.04,13.0,1.25,3.6,1.75,2.08,1.33,3.25,1.62,2.2,1.48,1.3,1.55,3.0,0.0,0.0,0.0,0.0,1.72,7.0,2.55,1.25,1.47,1.85,2.38,3.25
USA MLS,2023-02-25 21:30:00,0,Orlando City,New York RB,2.33,3.4,3.0,1.07,10.0,1.34,3.3,1.99,1.82,1.44,2.63,1.8,1.95,1.38,1.34,1.62,3.0,0.0,0.0,0.0,0.0,1.72,7.0,2.55,1.3,1.55,1.98,2.6,3.6
USA MLS,2023-02-25 21:30:00,0,Philadelphia Union,Columbus Crew,1.74,3.8,4.56,1.05,12.5,1.29,3.4,1.89,1.91,1.36,3.0,1.8,1.95,1.18,1.27,2.23,3.0,0.0,0.0,0.0,0.0,1.34,8.0,4.0,1.27,1.5,1.9,2.45,3.4
USA MLS,2023-02-25 22:30:00,0,Austin,St. Louis City,1.53,4.2,5.8,0.0,0.0,0.0,0.0,1.66,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA MLS,2023-02-25 22:30:00,0,FC Dallas,Minnesota United,1.97,3.74,3.54,1.04,14.0,1.25,3.6,1.7,2.05,1.36,3.0,1.75,2.0,1.24,1.28,1.95,0.0,3.0,0.0,0.0,0.0,1.42,8.0,3.5,1.22,1.42,1.74,2.23,3.0
USA MLS,2023-02-26 00:30:00,0,Vancouver Whitecaps,Real Salt Lake,2.4,3.5,2.83,1.05,12.0,1.29,3.4,1.83,1.97,1.36,3.0,1.7,2.05,1.38,1.34,1.62,0.0,3.0,0.0,0.0,0.0,1.72,7.0,2.55,1.22,1.44,1.8,2.29,3.08
Australia A-League,2023-02-26 01:00:00,18,Melbourne Victory FC,Adelaide United,2.47,3.56,2.72,1.04,14.0,1.22,4.18,1.77,2.05,1.33,3.25,1.57,2.25,1.32,1.32,1.65,1.25,1.1,1.5,1.72,3.22,1.69,8.5,2.45,1.12,1.21,1.4,1.7,2.15
Japan J2 League,2023-02-26 01:00:00,2,Fagiano Okayama,Shimizu S-Pulse,2.63,3.1,2.5,1.05,8.5,1.32,3.2,2.1,1.67,1.44,2.63,1.83,1.83,1.45,1.3,1.43,1.0,1.0,0.0,0.0,0.0,2.78,7.7,1.64,1.3,1.57,2.0,2.7,3.75
Japan J2 League,2023-02-26 01:00:00,2,Roasso Kumamoto,Blaublitz Akita,1.87,3.2,3.9,1.07,7.5,1.42,2.75,2.35,1.53,1.53,2.38,2.2,1.62,1.23,1.28,1.8,0.0,2.0,0.0,1.62,1.62,1.36,6.5,3.75,1.21,1.4,1.72,2.2,3.0
Japan J2 League,2023-02-26 01:05:00,2,Vegalta Sendai,Tochigi,1.95,3.1,3.6,1.05,7.2,1.4,2.68,2.3,1.53,1.5,2.5,2.0,1.73,1.21,1.3,1.78,3.0,0.0,0.0,0.0,0.0,1.54,5.75,2.95,1.44,1.83,2.38,3.3,4.2
Japan J2 League,2023-02-26 01:10:00,2,Oita Trinita,Tokyo Verdy,2.25,3.2,2.88,1.02,8.7,1.31,3.44,1.91,1.8,1.4,2.75,1.73,2.0,1.33,1.3,1.58,3.0,0.0,0.0,0.0,0.0,1.77,7.3,2.49,1.3,1.57,2.0,2.7,3.75
Japan J2 League,2023-02-26 01:15:00,2,Renofa Yamaguchi,Jubilo Iwata,2.88,3.25,2.2,1.02,8.7,1.34,3.25,1.91,1.8,1.4,2.75,1.73,2.0,1.62,1.28,1.33,2.0,1.0,1.29,0.0,1.29,3.12,7.9,1.54,1.38,1.72,2.23,3.1,4.1
South Korea K League 1,2023-02-26 02:00:00,1,Jeju United,Suwon,1.75,3.6,4.5,1.04,8.0,1.32,3.1,2.15,1.61,1.44,2.63,2.0,1.73,1.15,1.25,2.0,1.0,1.0,0.0,0.0,0.0,1.31,9.2,4.68,1.48,1.87,2.41,3.28,4.74
Japan J2 League,2023-02-26 02:00:00,2,Machida Zelvia,ThespaKusatsu Gunma,1.73,3.3,4.5,1.05,7.4,1.39,2.71,2.3,1.53,1.5,2.5,2.1,1.67,1.16,1.27,1.98,2.0,0.0,1.87,0.0,1.87,1.3,6.75,4.15,1.3,1.57,2.0,2.7,3.75
Japan J1 League,2023-02-26 02:00:00,2,Sanfrecce Hiroshima,Albirex Niigata,1.8,3.74,4.34,1.04,8.5,1.22,3.7,1.9,1.9,1.36,3.0,1.8,1.95,1.12,1.25,2.1,0.5,2.0,1.61,1.4,3.01,1.53,8.0,3.0,1.45,1.83,2.4,3.35,4.8
South Korea K League 1,2023-02-26 02:30:00,1,Pohang Steelers,Daegu,1.75,3.5,4.33,1.05,8.0,1.27,3.4,1.91,1.8,1.4,2.75,1.83,1.83,1.18,1.28,1.85,3.0,0.0,0.0,0.0,0.0,1.39,8.7,3.98,1.45,1.82,2.34,3.18,4.5
