League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2023-01-01 23:00:00,10,Wellington Phoenix,Melbourne City FC,2.75,3.5,2.3,1.02,17.0,1.2,4.33,1.5,2.3,1.3,3.2,1.55,2.4,1.72,1.22,1.36,1.5,2.25,1.62,1.72,3.34,2.38,8.0,1.87,1.2,1.27,1.52,1.88,2.42
Australia A-League,2023-01-02 05:45:00,10,Adelaide United,Perth Glory FC,1.8,3.7,3.9,1.02,15.0,1.22,4.2,1.51,2.28,1.3,3.2,1.65,2.15,1.22,1.2,2.1,2.0,0.5,1.79,1.14,2.93,1.29,10.0,4.86,1.14,1.23,1.46,1.79,2.26
Scotland Premiership,2023-01-02 09:30:00,20,Rangers,Celtic,2.97,3.45,2.23,1.03,13.0,1.22,4.0,1.71,2.06,1.33,3.25,1.57,2.25,1.63,1.25,1.4,2.8,2.7,2.64,2.37,5.01,2.7,5.75,1.57,1.15,1.2,1.62,2.02,2.28
Egypt Egyptian Premier League,2023-01-02 09:45:00,11,Aswan FC,Zamalek,5.8,3.6,1.54,1.07,7.5,1.4,2.75,2.12,1.63,1.5,2.5,2.5,1.5,2.15,1.25,1.1,1.5,2.2,1.39,1.62,3.01,4.4,7.6,1.35,1.23,1.43,1.72,2.17,2.8
Egypt Egyptian Premier League,2023-01-02 09:45:00,11,El Daklyeh FC,Al Masry,4.8,3.0,1.78,1.04,8.0,1.4,2.7,2.25,1.56,1.51,2.52,2.12,1.71,1.82,1.39,1.19,1.0,1.2,0.92,1.41,2.33,2.83,6.8,1.67,1.49,1.9,2.4,3.2,0.0
France Ligue 1,2023-01-02 11:00:00,17,Strasbourg,Troyes,1.8,3.7,4.2,1.04,10.0,1.29,3.6,1.74,1.94,1.33,3.25,1.75,2.0,1.23,1.27,1.93,0.63,0.75,1.45,1.54,2.99,1.54,6.0,2.9,1.36,1.62,2.0,2.5,3.3
Scotland Premiership,2023-01-02 12:00:00,20,Aberdeen,Ross County,1.63,3.8,5.04,1.05,10.0,1.33,3.3,1.9,1.84,1.4,2.75,1.95,1.8,1.15,1.22,2.2,2.0,0.78,1.35,0.93,2.28,1.25,7.0,4.55,1.22,1.4,1.67,2.04,2.95
Scotland Premiership,2023-01-02 12:00:00,20,Hearts,Hibernian,2.21,3.55,2.93,1.04,11.0,1.3,3.5,1.71,2.06,1.36,3.0,1.7,2.05,1.35,1.25,1.72,2.0,0.67,1.86,1.83,3.69,1.83,5.75,2.15,1.14,1.29,1.58,1.93,2.39
Scotland Premiership,2023-01-02 12:00:00,20,Kilmarnock,St. Mirren,2.72,3.25,2.5,1.07,9.0,1.4,2.95,2.06,1.71,1.44,2.63,1.95,1.8,1.55,1.28,1.44,1.89,0.57,1.44,1.26,2.7,2.35,5.75,1.71,1.19,1.3,1.58,1.93,2.39
Scotland Premiership,2023-01-02 12:00:00,20,Livingston,Motherwell,2.5,3.3,2.69,1.06,9.5,1.36,3.1,2.16,1.65,1.44,2.63,1.91,1.91,1.45,1.28,1.52,1.78,1.3,1.32,1.38,2.7,2.3,6.0,1.71,1.19,1.27,1.65,1.78,2.19
Scotland Premiership,2023-01-02 12:00:00,20,St. Johnstone,Dundee United,2.14,3.3,3.28,1.07,9.0,1.4,2.95,2.08,1.7,1.5,2.5,1.95,1.8,1.32,1.33,1.67,1.22,0.38,1.12,1.16,2.28,2.2,5.5,1.83,1.17,1.33,1.65,2.06,2.32
England EFL League One,2023-01-02 12:00:00,25,Barnsley,Bolton Wanderers,2.16,3.35,3.19,1.06,9.5,1.38,3.0,2.08,1.7,1.44,2.63,1.95,1.8,1.32,1.27,1.66,2.0,1.18,1.64,1.35,2.99,1.89,7.5,2.3,1.2,1.38,1.67,2.12,2.85
England EFL League One,2023-01-02 12:00:00,25,Derby County,Accrington Stanley,1.6,4.0,5.0,1.04,12.0,1.26,3.45,2.0,1.66,1.36,3.0,1.95,1.8,1.13,1.2,2.25,2.09,1.0,1.66,1.49,3.15,1.72,7.5,2.6,1.18,1.34,1.6,2.02,2.65
England EFL League One,2023-01-02 12:00:00,25,Lincoln City,Ipswich Town,5.0,4.33,1.57,1.02,15.0,1.18,4.2,1.95,1.7,1.33,3.25,1.75,2.0,2.2,1.22,1.12,1.36,2.0,1.17,1.86,3.03,3.1,8.0,1.53,1.18,1.34,1.61,2.02,2.65
England EFL League One,2023-01-02 12:00:00,25,Sheffield Wednesday,Cambridge United,1.33,5.0,8.0,1.02,10.0,1.17,4.3,2.0,1.66,1.3,3.4,1.95,1.8,1.05,1.1,3.3,2.08,0.64,1.71,1.22,2.93,1.28,9.0,4.7,1.23,1.42,1.95,2.23,3.05
England EFL League Two,2023-01-02 12:00:00,25,Barrow,Rochdale,1.95,3.25,4.0,1.06,9.25,1.37,2.85,2.02,1.68,1.44,2.63,1.83,1.83,1.24,1.33,1.98,2.0,0.73,1.53,1.0,2.53,1.32,6.5,3.8,1.18,1.39,1.74,2.14,2.84
England EFL League Two,2023-01-02 12:00:00,25,Newport County,Crawley Town,1.91,3.3,4.2,1.03,8.5,1.28,3.3,2.02,1.68,1.44,2.63,1.83,1.83,1.18,1.28,1.85,0.92,0.45,1.28,1.13,2.41,1.42,8.6,3.74,1.29,1.55,1.9,2.3,3.42
England EFL League Two,2023-01-02 12:00:00,25,Northampton Town,Leyton Orient,2.51,3.25,2.64,1.06,8.75,1.39,2.75,2.21,1.59,1.5,2.5,1.91,1.8,1.47,1.36,1.53,1.75,2.18,1.5,1.42,2.92,2.08,6.85,2.17,1.4,1.67,2.1,2.63,3.74
England EFL League Two,2023-01-02 12:00:00,25,Stevenage,Gillingham,1.6,3.6,6.0,1.06,8.75,1.28,3.3,2.14,1.61,1.44,2.63,2.2,1.62,1.13,1.28,2.25,2.58,0.36,1.72,1.07,2.79,1.33,9.0,4.45,1.3,1.55,1.95,2.3,3.42
England Championship,2023-01-02 12:00:00,26,Birmingham City,Middlesbrough,2.83,3.15,2.32,1.07,9.0,1.4,3.0,2.01,1.66,1.44,2.63,1.83,1.83,1.5,1.32,1.42,1.31,1.23,1.38,1.46,2.84,2.3,7.0,1.89,1.23,1.5,1.8,2.25,3.05
England Championship,2023-01-02 12:00:00,26,Norwich City,Watford,2.1,3.4,3.3,1.06,10.0,1.33,3.3,1.92,1.73,1.44,2.63,1.83,1.83,1.3,1.29,1.73,1.46,1.31,1.83,1.35,3.18,1.72,7.5,2.6,1.18,1.43,1.7,2.1,2.63
England Championship,2023-01-02 12:00:00,26,Stoke City,Preston North End,2.18,3.1,3.15,1.08,9.0,1.4,3.0,2.2,1.55,1.5,2.5,1.83,1.83,1.37,1.32,1.57,1.0,1.75,1.65,1.26,2.91,1.49,8.0,3.3,1.23,1.5,1.8,2.25,3.05
England Championship,2023-01-02 12:00:00,26,Swansea City,Burnley,3.0,3.15,2.23,1.02,8.8,1.3,3.26,1.82,1.82,1.4,2.75,1.8,1.91,1.63,1.29,1.36,1.67,1.83,1.61,1.4,3.01,1.73,7.5,2.6,1.2,1.48,1.73,2.1,2.7
England Championship,2023-01-02 12:00:00,26,West Bromwich Albion,Reading,1.7,3.7,4.75,1.01,9.8,1.25,3.62,1.73,1.92,1.36,3.0,1.83,1.83,1.2,1.25,2.05,1.46,0.85,1.93,1.27,3.2,1.22,9.5,5.5,1.2,1.48,1.73,2.1,2.7
England Championship,2023-01-02 12:00:00,26,Wigan Athletic,Hull City,2.04,3.15,3.4,1.03,8.6,1.32,3.14,1.92,1.73,1.44,2.63,1.8,1.91,1.4,1.28,1.6,0.69,1.33,1.34,1.16,2.5,1.82,7.0,2.43,1.32,1.57,2.0,2.4,3.8
France Ligue 1,2023-01-02 13:00:00,17,Lille,Reims,1.65,3.8,5.5,1.04,10.0,1.29,3.6,1.8,1.87,1.33,3.25,1.8,1.95,1.15,1.2,2.4,2.0,1.0,1.84,1.42,3.26,1.4,8.0,3.75,1.28,1.5,1.84,2.36,3.1
