League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Greece Super League,2023-01-16 14:30:00,18,Ionikos,Volos NFC,2.7,3.15,2.45,1.04,8.0,1.33,3.0,2.1,1.68,1.44,2.63,1.91,1.91,1.45,1.35,1.37,0.63,1.63,1.35,1.16,2.51,1.98,7.4,2.24,1.37,1.68,2.2,3.1,0.0
Italy Serie B,2023-01-16 14:45:00,20,Genoa,Venezia,1.72,3.5,4.55,1.06,7.5,1.36,2.9,2.1,1.68,1.44,2.63,2.05,1.7,1.1,1.28,2.1,1.56,1.33,1.74,1.62,3.36,1.18,11.0,6.7,1.27,1.5,1.87,2.45,3.4
Germany 3. Liga,2023-01-16 15:00:00,18,Ingolstadt,Erzgebirge Aue,1.8,3.5,4.33,1.04,9.5,1.29,3.3,1.9,1.83,1.4,2.75,1.73,2.0,1.2,1.3,1.9,1.75,0.89,1.56,1.6,3.16,1.59,7.8,2.97,1.24,1.46,1.88,2.4,3.3
Netherlands Eerste Divisie,2023-01-16 16:00:00,15,Oss,AZ II,2.15,3.3,3.0,1.03,13.0,1.25,3.75,1.8,2.05,1.33,3.1,1.62,2.2,1.44,1.29,1.53,1.11,1.11,1.21,1.32,2.53,2.02,6.7,2.14,1.27,1.52,1.86,2.3,3.0
Netherlands Eerste Divisie,2023-01-16 16:00:00,20,Eindhoven,Den Bosch,1.62,3.78,4.75,1.01,12.0,1.18,4.2,1.7,2.05,1.33,3.25,1.73,2.0,1.12,1.22,2.2,2.0,0.78,1.23,1.23,2.46,1.47,10.5,3.26,1.27,1.5,1.87,2.45,3.4
Netherlands Eerste Divisie,2023-01-16 16:00:00,20,Utrecht II,Dordrecht,1.88,4.01,3.72,1.04,10.0,1.22,3.8,1.68,2.1,1.33,3.25,1.62,2.2,1.3,1.25,1.88,0.89,0.9,1.54,1.12,2.66,1.55,8.0,3.03,1.27,1.5,1.87,2.45,3.4
Netherlands Eerste Divisie,2023-01-16 16:00:00,20,PSV II,VVV,2.26,3.37,2.85,1.01,11.0,1.18,4.2,1.7,2.05,1.33,3.25,1.57,2.25,1.42,1.3,1.45,1.44,2.11,1.28,1.43,2.71,1.9,7.6,2.2,1.22,1.41,1.73,2.23,3.0
Portugal Liga NOS,2023-01-16 16:00:00,16,GD Estoril Praia,Casa Pia,2.85,3.05,2.55,1.11,7.08,1.46,2.78,2.3,1.57,1.5,2.5,1.95,1.8,1.46,1.35,1.43,0.83,2.29,0.98,1.32,2.3,2.14,7.7,2.04,1.22,1.44,1.81,2.28,3.04
France Ligue 2,2023-01-16 16:45:00,19,Niort,Saint-Étienne,3.3,3.0,2.16,1.07,7.5,1.36,3.0,2.25,1.6,1.44,2.62,1.85,1.85,1.63,1.28,1.33,1.22,0.67,1.37,1.61,2.98,0.0,0.0,0.0,1.41,1.74,2.28,3.15,4.5
Italy Serie A,2023-01-16 16:45:00,18,Empoli,Sampdoria,2.28,3.05,3.45,1.09,8.0,1.4,3.0,2.12,1.72,1.44,2.63,1.95,1.8,1.3,1.35,1.63,1.38,0.88,1.6,1.38,2.98,1.76,7.7,2.57,1.27,1.53,1.93,2.5,3.42
England EFL League One,2023-01-16 17:00:00,27,Port Vale,Peterborough United,3.0,3.2,2.4,1.05,10.0,1.33,3.25,2.0,1.8,1.4,2.75,1.75,2.0,1.53,1.28,1.47,1.64,0.83,1.42,1.46,2.88,1.89,7.5,2.3,1.21,1.42,1.76,2.22,2.93
Spain Segunda División,2023-01-16 17:00:00,23,Albacete Balompié,Leganés,2.4,3.0,2.95,1.08,6.2,1.49,2.55,2.28,1.58,1.57,2.25,2.1,1.67,1.3,1.3,1.53,1.55,0.9,1.51,1.4,2.91,1.92,7.3,2.37,1.38,1.71,2.25,3.1,4.5
Spain La Liga,2023-01-16 17:00:00,17,Cádiz,Elche CF,1.95,3.3,4.1,1.06,8.0,1.37,2.95,2.2,1.68,1.5,2.5,2.0,1.75,1.18,1.35,1.85,0.88,0.25,1.32,0.8,2.12,1.53,8.1,3.22,1.3,1.58,2.02,2.66,3.64
Portugal Liga NOS,2023-01-16 18:15:00,16,Gil Vicente,Vitória Guimarães,2.45,3.15,2.9,1.06,9.5,1.37,3.21,2.05,1.72,1.44,2.63,1.8,1.95,1.4,1.33,1.52,1.0,1.0,1.62,1.41,3.03,1.71,7.8,2.72,1.23,1.46,1.83,2.32,3.08
