League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Paraguay Division Profesional,2023-04-13 21:30:00,12,Guaraní,Libertad,3.5,3.25,1.95,0.0,0.0,0.0,0.0,1.83,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.4,1.59,1.55,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-04-13 21:30:00,11,Tigre,Sarmiento,1.67,3.3,4.75,1.05,10.5,1.32,3.1,2.05,1.7,1.44,2.63,2.0,1.75,1.19,1.27,2.15,1.0,1.2,1.79,1.02,2.81,2.0,8.0,2.05,1.22,1.44,1.95,2.25,2.98
Australia A-League,2023-04-14 06:45:00,24,Newcastle Jets FC,Macarthur,1.78,3.85,3.25,1.03,12.5,1.17,4.5,1.57,2.4,1.28,3.4,1.53,2.45,1.28,1.22,1.9,1.27,0.73,1.47,1.41,2.88,1.69,9.9,2.53,1.09,1.21,1.41,1.71,2.11
Bulgaria First League,2023-04-14 07:30:00,26,Lokomotiv Sofia 1929,OFK Pirin,1.92,3.31,4.0,1.04,7.8,1.36,2.95,2.15,1.61,1.46,2.55,1.9,1.83,1.2,1.26,1.68,1.75,0.58,1.56,1.2,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-04-14 09:45:00,26,Septemvri Sofia,CSKA 1948 Sofia,6.19,3.67,1.55,1.03,8.1,1.33,3.1,2.1,1.67,1.43,2.65,2.05,1.72,2.0,1.21,1.12,0.92,1.58,1.35,1.82,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-04-14 12:00:00,26,Arda,Ludogorets,5.8,3.74,1.56,1.06,8.0,1.33,3.24,1.97,1.79,1.43,2.65,2.0,1.77,1.99,1.2,1.13,1.92,2.42,1.72,2.15,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland Veikkausliiga,2023-04-14 12:00:00,2,KTP,KuPS,4.25,3.6,1.73,1.05,11.0,1.29,3.6,1.9,1.9,1.36,2.9,1.8,1.91,2.0,1.29,1.22,0.0,0.0,1.45,0.0,1.45,3.1,8.0,1.53,1.16,1.33,1.65,2.0,2.5
Finland Veikkausliiga,2023-04-14 12:00:00,2,Haka,Oulu,2.11,3.1,3.0,1.03,8.2,1.33,2.97,2.02,1.7,1.44,2.68,1.83,1.91,1.4,1.33,1.57,0.0,3.0,0.0,1.14,1.14,1.86,9.3,2.23,1.17,1.33,1.65,2.0,2.5
Romania Liga I,2023-04-14 12:00:00,4,U Craiova 1948,Voluntari,1.97,3.26,4.12,1.09,8.0,1.42,2.9,2.25,1.57,1.46,2.5,1.94,1.82,1.28,1.38,1.68,1.71,1.13,1.72,1.27,2.99,1.69,8.0,2.63,1.39,1.71,2.17,2.91,4.5
Slovakia Super Liga,2023-04-14 12:30:00,5,DAC,Podbrezová,1.52,4.2,5.5,1.04,11.0,1.18,4.05,1.72,2.05,1.31,3.28,1.76,1.95,1.13,1.21,2.52,2.62,1.08,1.82,1.45,3.27,1.41,10.5,3.4,1.19,1.32,1.58,2.0,2.6
