League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2022-12-04 04:30:00,29,Shandong Luneng,Shenzhen,1.12,9.4,21.0,0.0,0.0,1.11,5.5,1.42,2.62,0.0,0.0,2.5,1.48,1.01,1.06,6.3,2.64,1.08,1.95,1.35,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-04 08:00:00,29,Shijiazhuang Ever Bright,Wuhan Three Towns,6.9,5.2,1.39,1.02,15.0,1.16,4.8,1.5,2.4,1.27,3.4,2.0,1.75,3.18,1.15,1.08,0.83,2.5,1.09,1.91,3.0,5.7,9.6,1.22,1.33,1.58,1.96,2.55,3.4
Romania Liga I,2022-12-04 08:15:00,19,SSC Farul,Botoşani,1.73,3.25,4.6,1.03,8.0,1.35,2.93,2.2,1.61,1.44,2.63,2.1,1.67,1.13,1.25,2.24,2.56,1.11,1.88,1.1,2.98,1.44,7.5,3.65,1.56,1.93,2.75,3.9,0.0
Italy Serie B,2022-12-04 08:30:00,15,SPAL,Modena,2.21,3.05,3.01,1.05,8.0,1.3,3.2,1.95,1.75,1.4,2.75,1.75,2.0,1.35,1.36,1.6,1.43,1.0,1.43,1.21,2.64,1.68,5.5,2.45,1.25,1.47,1.82,2.38,3.25
China Chinese Super League,2022-12-04 08:30:00,29,Guangzhou R&F,Shanghai SIPG,6.3,4.4,1.31,1.04,15.5,1.22,3.8,1.75,1.93,1.3,3.2,1.95,1.8,2.84,1.19,1.09,0.54,1.54,1.04,1.53,2.57,4.7,8.1,1.31,1.36,1.62,2.03,2.65,3.6
China Chinese Super League,2022-12-04 08:30:00,29,Wuhan Zall,Changchun Yatai,3.28,3.68,2.1,1.04,15.75,1.22,3.8,1.61,2.33,1.3,3.2,1.67,2.1,1.88,1.25,1.3,0.86,1.55,1.15,1.4,2.55,3.9,7.8,1.4,1.38,1.65,2.1,2.7,3.8
England EFL League One,2022-12-04 09:30:00,20,Wycombe Wanderers,Portsmouth,2.38,3.37,2.45,1.05,11.0,1.3,3.4,1.79,1.81,1.4,2.75,1.7,2.05,1.45,1.25,1.55,1.33,1.75,2.04,1.42,3.46,1.82,8.5,2.28,1.18,1.28,1.55,1.93,2.5
Belgium First Division B,2022-12-04 09:30:00,16,FCV Dender EH,Beerschot-Wilrijk,3.7,3.4,1.8,1.04,10.0,1.22,4.0,1.67,2.1,1.33,3.25,1.67,2.1,1.95,1.25,1.22,0.86,2.29,1.64,1.79,3.43,3.35,6.0,1.4,1.18,1.34,1.61,2.02,2.7
Spain Segunda División,2022-12-04 10:00:00,18,FC Andorra,FC Cartagena,2.3,2.85,3.07,1.1,7.0,1.5,2.55,2.35,1.53,1.54,2.34,2.05,1.72,1.22,1.3,1.66,1.88,1.38,1.85,1.36,3.21,1.59,7.5,2.91,1.43,1.93,2.32,3.08,4.5
Romania Liga I,2022-12-04 10:30:00,19,CFR Cluj,Chindia Târgovişte,1.53,3.4,6.5,1.1,6.5,1.45,2.6,2.37,1.53,1.53,2.38,2.63,1.44,1.13,1.25,2.3,2.33,1.22,1.88,1.55,3.43,1.23,9.8,5.6,1.41,1.93,2.13,3.04,5.2
Italy Serie B,2022-12-04 11:00:00,15,Ascoli,Como,2.01,3.25,3.2,1.05,8.0,1.33,3.0,2.05,1.75,1.44,2.63,1.95,1.8,1.28,1.35,1.78,1.14,0.33,1.29,1.36,2.65,1.54,5.75,2.75,1.22,1.42,1.74,2.23,3.0
Italy Serie B,2022-12-04 11:00:00,15,Bari 1908,Pisa,2.05,3.3,3.11,1.03,8.2,1.33,3.08,2.1,1.73,1.44,2.63,1.8,1.95,1.26,1.39,1.77,1.17,1.0,2.05,1.48,3.53,1.54,5.75,2.8,1.22,1.42,1.74,2.23,3.0
Italy Serie B,2022-12-04 11:00:00,15,Brescia,Reggina,2.35,3.05,2.8,1.05,7.0,1.38,2.85,2.2,1.67,1.44,2.63,1.8,1.95,1.39,1.4,1.54,2.14,1.43,1.47,1.66,3.13,1.62,5.5,2.55,1.18,1.34,1.61,2.02,2.7
Italy Serie B,2022-12-04 11:00:00,15,Cosenza,Perugia,2.78,3.11,2.33,0.0,0.0,0.0,0.0,2.2,1.67,1.5,2.5,1.95,1.8,0.0,0.0,0.0,1.5,0.57,1.1,1.45,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2022-12-04 11:00:00,15,Genoa,Cittadella,1.5,3.71,5.7,1.04,7.4,1.4,2.77,2.05,1.73,1.44,2.63,2.2,1.62,1.12,1.3,2.46,1.33,0.86,1.74,1.37,3.11,1.29,6.5,4.1,1.29,1.53,1.92,2.55,3.5
Italy Serie B,2022-12-04 11:00:00,15,Südtirol,Frosinone,3.12,2.97,2.2,1.07,6.5,1.37,2.8,2.35,1.57,1.5,2.5,1.95,1.8,1.65,1.43,1.3,1.43,1.71,1.39,1.74,3.13,2.45,5.75,1.66,1.27,1.5,1.87,2.45,3.4
