League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2022-12-28 09:45:00,10,ENPPI,El Daklyeh FC,2.2,3.0,3.15,1.08,7.0,1.42,2.7,2.25,1.57,1.54,2.36,1.95,1.8,1.25,1.3,1.6,0.75,0.5,1.04,1.15,2.19,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0
France Ligue 1,2022-12-28 11:00:00,16,Ajaccio,Angers SCO,1.91,3.2,4.2,1.09,7.0,1.44,2.7,2.33,1.6,1.5,2.5,2.0,1.75,1.25,1.31,1.78,0.57,0.57,1.36,1.3,2.66,1.65,7.7,2.85,1.4,1.67,2.1,2.63,3.6
France Ligue 1,2022-12-28 11:00:00,16,Troyes,Nantes,2.3,3.5,2.8,1.04,13.0,1.28,3.75,1.84,1.96,1.33,3.25,1.62,2.2,1.42,1.29,1.55,1.14,0.38,1.86,1.46,3.32,1.85,7.8,2.45,1.26,1.46,1.8,2.32,3.15
Turkey Süper Lig,2022-12-28 11:00:00,16,Alanyaspor,Kayserispor,2.2,3.4,3.0,1.02,12.0,1.22,4.0,1.68,2.18,1.33,3.1,1.65,2.1,1.31,1.27,1.73,1.71,1.43,1.77,1.18,2.95,1.62,8.5,2.75,1.24,1.5,1.8,2.25,3.18
Turkey Süper Lig,2022-12-28 11:00:00,16,İstanbulspor,Kasımpaşa,3.0,3.4,2.2,1.05,13.0,1.22,4.12,1.65,2.25,1.33,3.0,1.6,2.2,1.55,1.29,1.41,0.17,1.33,1.18,1.3,2.48,2.2,7.5,1.91,1.4,1.67,2.1,2.63,3.92
Greece Super League,2022-12-28 12:00:00,15,Levadiakos,Ionikos,2.25,3.1,3.25,1.08,8.5,1.44,2.8,2.32,1.57,1.5,2.5,1.95,1.8,1.34,1.32,1.61,1.0,0.43,1.09,1.11,2.2,1.75,7.5,2.45,1.47,1.88,2.48,3.45,0.0
Egypt Egyptian Premier League,2022-12-28 12:00:00,10,El Geish,Haras El Hodood,1.8,3.3,4.06,1.05,7.0,1.38,2.71,2.25,1.57,1.51,2.4,2.1,1.65,1.2,1.3,1.93,2.25,0.25,1.1,1.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2022-12-28 12:00:00,10,Pharco,Coca-Cola,4.13,2.7,2.03,1.15,5.0,1.47,2.48,2.73,1.4,1.59,2.15,2.4,1.55,1.78,1.45,1.17,1.25,2.0,1.01,1.2,2.21,2.78,7.9,1.62,1.27,1.56,1.93,2.41,3.34
France Ligue 1,2022-12-28 13:00:00,16,Auxerre,Monaco,4.33,3.9,1.7,1.03,13.0,1.25,4.0,1.73,2.1,1.33,3.25,1.7,2.05,1.98,1.26,1.22,1.29,2.29,1.53,2.03,3.56,2.95,8.0,1.6,1.33,1.57,1.91,2.4,3.2
Greece Super League,2022-12-28 13:00:00,15,Olympiakos Piraeus,Asteras Tripolis,1.3,4.6,11.0,1.03,8.4,1.33,3.08,1.93,1.81,1.43,2.6,2.65,1.47,1.06,1.19,3.1,2.0,0.57,1.65,1.29,2.94,1.31,9.0,4.42,1.47,1.93,2.48,3.45,0.0
