League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Uruguay Primera División,2023-02-05 21:00:00,1,Nacional,Liverpool FC Montevideo,1.57,3.65,5.58,1.06,9.5,1.32,3.2,1.95,1.76,1.41,2.7,1.93,1.77,1.17,1.27,2.05,0.0,0.0,0.0,0.0,0.0,1.38,8.6,3.78,1.24,1.45,1.79,2.27,3.04
Argentina Primera División,2023-02-05 21:30:00,2,Atlético Tucumán,Talleres Córdoba,2.23,2.98,3.07,1.09,6.0,1.48,2.5,2.4,1.52,1.53,2.37,2.1,1.67,1.35,1.36,1.62,0.0,0.0,0.0,0.0,0.0,1.75,8.0,2.52,1.26,1.5,2.0,2.46,3.34
Argentina Primera División,2023-02-05 21:30:00,2,Godoy Cruz,Colón,2.1,3.2,3.5,1.05,8.0,1.33,3.0,2.05,1.7,1.42,2.62,1.88,1.86,1.3,1.32,1.74,0.0,0.0,0.0,0.0,0.0,1.59,8.0,2.8,1.22,1.43,1.88,2.25,3.04
Argentina Primera División,2023-02-05 21:30:00,2,Unión Santa Fe,Instituto,2.38,3.0,3.25,1.07,6.5,1.48,2.45,2.45,1.5,1.53,2.37,2.05,1.67,1.25,1.37,1.57,0.0,0.0,0.0,0.0,0.0,1.59,8.0,2.9,1.26,1.51,1.88,2.46,3.34
Turkey Süper Lig,2023-02-06 11:00:00,23,Ümraniyespor,Adana Demirspor,3.16,4.1,2.02,1.04,15.0,1.19,4.5,1.49,2.51,1.33,3.6,1.55,2.45,1.83,1.3,1.38,0.45,1.45,1.73,1.76,3.49,2.2,6.5,2.05,1.18,1.36,1.88,2.11,2.76
Greece Super League,2023-02-06 11:00:00,21,Levadiakos,Volos NFC,2.23,3.15,3.13,1.08,8.0,1.45,2.75,2.36,1.52,1.5,2.5,2.0,1.75,1.38,1.36,1.53,1.0,1.6,1.21,1.18,2.39,1.76,5.0,2.2,1.35,1.63,2.12,2.79,4.04
Romania Liga I,2023-02-06 12:00:00,24,Botoşani,Petrolul 52,2.2,3.0,3.2,1.08,6.5,1.42,2.62,2.43,1.5,1.5,2.4,1.95,1.8,1.28,1.28,1.6,1.27,1.09,1.53,1.18,2.71,1.69,8.0,2.63,1.37,1.69,2.16,2.88,4.1
Egypt Egyptian Premier League,2023-02-06 12:00:00,17,Pharco,Zamalek,4.2,3.0,1.95,1.11,6.0,1.5,2.5,2.45,1.52,1.58,2.26,2.15,1.65,1.7,1.3,1.16,0.88,1.5,1.07,1.82,2.89,3.3,8.5,1.48,1.27,1.5,1.82,2.27,3.1
Turkey Süper Lig,2023-02-06 14:00:00,23,Fenerbahçe,Konyaspor,1.45,4.6,6.76,1.04,15.0,1.19,4.5,1.6,2.25,1.35,3.5,1.68,2.2,1.2,1.25,2.35,2.27,1.4,2.07,1.63,3.7,1.35,8.0,4.33,1.28,1.53,1.91,2.46,3.28
Turkey Süper Lig,2023-02-06 14:00:00,23,Giresunspor,Kayserispor,2.46,3.4,2.82,1.05,13.0,1.25,3.82,1.83,1.91,1.36,3.0,1.64,2.2,1.44,1.3,1.53,1.11,1.3,1.83,1.35,3.18,1.85,6.5,2.45,1.24,1.48,1.73,2.1,2.7
Italy Serie A,2023-02-06 14:30:00,21,Hellas Verona,Lazio,3.7,3.3,2.0,1.06,8.5,1.35,3.1,1.95,1.75,1.44,2.63,1.91,1.91,1.77,1.32,1.25,0.9,1.89,1.46,1.29,2.75,2.4,7.5,1.77,1.32,1.62,2.09,2.77,3.74
