League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2022-12-02 09:45:00,5,Ismaily SC,Smouha SC,2.3,3.0,2.75,1.07,6.45,1.41,2.6,2.34,1.56,1.53,2.33,1.94,1.77,1.34,1.36,1.48,0.0,0.5,0.54,1.24,1.78,1.64,7.6,2.75,1.29,1.6,1.98,2.49,3.6
Egypt Egyptian Premier League,2022-12-02 09:45:00,5,Al Mokawloon,Ceramica Cleopatra,2.37,2.9,2.8,1.09,5.7,1.44,2.51,2.4,1.53,1.6,2.19,1.98,1.74,1.33,1.4,1.44,1.0,1.5,1.66,1.62,3.28,1.93,7.3,2.22,1.3,1.65,2.05,2.64,3.8
Romania Liga I,2022-12-02 10:30:00,19,UTA Arad,Sepsi,3.4,2.8,2.1,0.0,0.0,1.5,2.37,2.51,1.41,1.57,2.25,2.25,1.57,0.0,0.0,0.0,1.33,1.67,1.75,1.79,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2022-12-02 14:00:00,19,Petrolul 52,Universitatea Cluj,2.4,2.8,2.75,0.0,0.0,1.57,2.25,2.47,1.48,1.57,2.25,2.1,1.67,0.0,0.0,0.0,1.56,0.67,1.32,1.21,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2022-12-02 14:00:00,5,Al Ahly,El Geish,2.0,3.1,3.4,1.06,7.2,1.42,2.7,2.3,1.57,1.51,2.35,2.0,1.7,1.26,1.33,1.71,3.0,0.5,1.58,1.14,2.72,1.2,10.25,5.8,1.26,1.6,1.97,2.48,3.35
Belgium First Division B,2022-12-02 16:00:00,16,RSC Anderlecht II,KRC Genk II,1.73,3.75,3.6,0.0,0.0,0.0,0.0,1.44,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.29,1.73,1.78,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium First Division B,2022-12-02 16:00:00,16,Standard Liège II,Lierse Kempenzonen,2.9,3.5,2.0,0.0,0.0,0.0,0.0,1.5,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.0,1.35,1.85,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-02 16:45:00,20,Bolton Wanderers,Bristol Rovers,1.57,3.55,5.0,1.03,13.0,1.22,4.0,1.9,1.94,1.35,2.95,1.73,1.98,1.2,1.25,2.05,2.11,1.22,1.57,1.2,2.77,1.51,8.5,3.07,1.18,1.33,1.6,2.05,2.7
England EFL League One,2022-12-02 16:45:00,20,Charlton Athletic,Cheltenham Town,1.71,3.35,4.15,1.04,12.0,1.3,3.5,1.94,1.72,1.38,2.8,1.8,1.88,1.22,1.27,1.95,1.78,0.75,1.5,0.96,2.46,1.51,8.5,3.07,1.24,1.46,1.82,2.4,3.3
England EFL League One,2022-12-02 16:45:00,20,Ipswich Town,Fleetwood Town,1.42,4.0,6.0,1.03,13.0,1.25,3.75,1.83,1.81,1.34,2.95,2.1,1.72,1.06,1.14,3.1,2.0,1.22,2.27,1.39,3.66,1.18,11.0,6.15,1.18,1.36,1.63,2.1,2.8
