League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Ecuador Primera Categoría Serie A,2023-04-17 21:00:00,6,CD Universidad Católica,Orense SC,1.67,3.85,5.0,1.04,10.0,1.22,4.0,1.82,2.0,1.3,3.4,1.67,2.1,1.22,1.25,1.95,1.33,0.67,1.13,1.38,2.51,1.47,8.6,3.24,1.48,1.85,2.5,3.5,5.1
Argentina Primera División,2023-04-17 21:30:00,12,Atlético Tucumán,Rosario Central,2.25,3.1,3.3,1.08,8.25,1.44,2.65,2.4,1.52,1.5,2.5,2.0,1.75,1.3,1.35,1.66,1.0,1.0,1.48,1.31,2.79,1.75,8.0,2.44,1.22,1.44,1.88,2.25,2.98
Argentina Primera División,2023-04-17 21:30:00,12,Godoy Cruz,Lanús,2.6,2.9,2.9,1.05,5.7,1.42,2.7,2.25,1.58,1.5,2.5,1.95,1.8,1.42,1.35,1.52,1.83,1.29,1.4,1.37,2.77,1.95,8.0,2.1,1.24,1.47,1.93,2.34,3.08
Paraguay Division Profesional,2023-04-17 21:30:00,13,General Caballero JLM,Sportivo Luqueño,2.7,3.0,2.45,0.0,0.0,0.0,0.0,2.1,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,1.02,0.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera División,2023-04-17 21:30:00,10,Curicó Unido,Unión Española,2.2,3.3,2.8,1.04,10.0,1.22,4.0,1.72,2.1,1.33,3.25,1.62,2.2,1.4,1.28,1.4,1.0,1.0,1.79,1.61,3.4,1.97,8.9,2.11,1.2,1.41,1.73,2.17,2.84
Colombia Categoria Primera A,2023-04-17 21:40:00,14,Atlético Huila,Deportivo Pasto,2.54,3.18,2.86,1.08,7.0,1.41,2.79,2.3,1.55,1.45,2.63,1.91,1.8,1.4,1.4,1.5,1.71,1.38,1.4,1.48,2.88,1.98,8.6,2.12,1.36,1.57,2.0,2.4,3.8
Argentina Prim B Nacional,2023-04-17 22:00:00,10,Racing Córdoba,Chacarita Juniors,2.5,3.0,2.63,1.08,6.3,1.5,2.3,2.45,1.52,1.57,2.32,2.13,1.67,1.38,1.38,1.52,2.0,2.0,1.87,1.48,3.35,1.82,8.4,2.35,1.42,1.78,2.24,3.04,4.5
South Korea K League 2,2023-04-18 07:00:00,8,Bucheon 1995,Seoul E-Land,2.2,3.08,3.22,1.08,7.0,1.36,3.0,2.1,1.65,1.44,2.62,1.85,1.91,1.3,1.35,1.62,1.5,1.0,1.28,1.15,2.43,1.8,5.25,2.35,1.46,1.86,2.4,3.28,5.0
South Korea K League 2,2023-04-18 07:00:00,8,Cheongju,Asan Mugunghwa,2.17,3.0,3.26,1.08,7.0,1.36,3.0,2.1,1.67,1.44,2.62,1.85,1.85,1.3,1.35,1.62,0.5,1.0,1.02,1.11,2.13,1.99,7.8,2.05,1.48,1.9,2.5,3.5,5.1
South Korea K League 2,2023-04-18 07:30:00,8,Gyeongnam,Anyang,2.3,3.07,3.05,1.08,7.0,1.4,2.75,2.15,1.62,1.44,2.62,1.91,1.8,1.36,1.35,1.53,2.33,1.75,2.31,1.98,4.29,1.95,8.2,2.07,1.32,1.59,2.01,2.67,3.64
Turkey Süper Lig,2023-04-18 14:30:00,30,Fatih Karagümrük,Ümraniyespor,1.8,3.6,3.6,1.03,12.0,1.19,4.2,1.53,2.35,1.29,3.3,1.58,2.2,1.24,1.25,1.93,1.31,1.0,1.52,1.46,2.98,1.67,9.6,2.57,1.15,1.31,1.58,1.98,2.55
Turkey Süper Lig,2023-04-18 14:30:00,30,Alanyaspor,Galatasaray,5.2,4.2,1.5,1.03,17.0,1.17,4.75,1.44,2.6,1.3,3.75,1.53,2.5,2.0,1.28,1.3,1.79,2.23,1.52,2.28,3.8,3.02,9.6,1.52,1.16,1.33,1.6,2.02,2.62
England EFL League Two,2023-04-18 15:45:00,43,Sutton United,Northampton Town,2.65,3.0,2.8,1.04,8.25,1.41,2.75,2.35,1.53,1.5,2.5,1.91,1.8,1.37,1.34,1.62,1.76,1.67,1.6,1.41,3.01,1.83,8.8,2.35,1.29,1.62,2.0,2.5,3.42
England EFL League Two,2023-04-18 15:45:00,43,Swindon Town,Bradford City,2.55,3.2,2.8,1.01,10.5,1.27,3.3,2.05,1.7,1.44,2.63,1.83,1.83,1.64,1.32,1.38,1.35,1.8,1.51,1.16,2.67,1.98,9.1,2.09,1.21,1.36,1.65,2.0,2.5
England Championship,2023-04-18 15:45:00,43,Blackpool,West Bromwich Albion,3.55,3.35,1.82,1.01,9.3,1.26,3.4,1.87,1.83,1.38,2.93,1.73,2.0,1.73,1.3,1.33,1.14,1.15,1.31,1.42,2.73,2.73,9.8,1.62,1.14,1.29,1.55,1.93,2.25
England Championship,2023-04-18 15:45:00,43,Rotherham United,Burnley,5.1,3.5,1.55,1.05,12.0,1.3,3.6,2.02,1.7,1.37,2.98,1.83,1.85,2.1,1.26,1.18,1.45,2.0,1.42,1.4,2.82,3.5,10.25,1.42,1.18,1.36,1.57,1.91,2.4
