League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South America Copa Libertadores,2023-02-16 21:00:00,0,Zamora,Boston River,1.91,3.18,3.31,1.07,7.5,1.33,3.1,2.05,1.72,1.42,2.65,1.85,1.9,1.22,1.25,1.78,0.0,3.0,0.0,0.0,0.0,1.72,7.6,2.75,1.38,1.72,2.16,2.9,4.0
Australia A-League,2023-02-17 05:45:00,17,Western United,Wellington Phoenix,2.32,3.42,2.63,1.04,13.0,1.25,3.75,1.77,1.91,1.34,3.0,1.63,2.25,1.5,1.25,1.52,1.33,1.14,1.71,1.54,3.25,1.95,8.5,2.1,1.12,1.26,1.49,1.93,2.37
8810,2023-02-17 07:00:00,1,Kawasaki Frontale,Yokohama F. Marinos,2.4,3.3,2.62,1.01,11.0,1.18,4.2,1.67,2.0,1.33,3.25,1.57,2.25,1.35,1.3,1.52,0.0,0.0,0.0,0.0,0.0,2.2,7.5,1.91,1.36,1.67,2.15,2.95,4.1
Serbia SuperLiga,2023-02-17 12:00:00,22,Mladost Lučani,Vojvodina,3.76,3.1,1.97,0.0,0.0,0.0,0.0,2.1,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4,1.13,1.31,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-02-17 12:00:00,26,Chindia Târgovişte,Universitatea Cluj,2.5,3.0,3.0,1.11,6.0,1.57,2.35,2.76,1.36,1.61,2.21,2.25,1.6,1.3,1.3,1.45,1.17,0.5,1.68,1.32,3.0,1.82,7.5,2.4,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-02-17 12:30:00,20,Arda,Lokomotiv Plovdiv,2.5,2.95,3.0,1.08,7.0,1.36,3.0,2.38,1.54,1.44,2.62,1.85,1.85,1.36,1.33,1.55,1.89,1.67,1.73,1.57,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia Prva HNL,2023-02-17 13:00:00,22,Slaven Koprivnica,Šibenik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,1.28,1.17,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia Super Liga,2023-02-17 13:30:00,20,Spartak Trnava,Ružomberok,1.6,3.7,4.9,1.08,7.0,1.38,2.9,1.95,1.85,1.46,2.55,2.1,1.68,1.11,1.2,2.15,2.0,1.44,2.05,1.73,3.78,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0
Poland Ekstraklasa,2023-02-17 14:00:00,21,Cracovia Kraków,Stal Mielec,1.83,3.3,4.2,1.07,7.5,1.33,3.1,2.06,1.73,1.42,2.7,1.9,1.83,1.17,1.22,1.95,1.7,1.3,1.64,1.38,3.02,1.41,9.0,3.48,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-02-17 14:00:00,22,Kolubara,Voždovac,3.07,3.0,2.27,1.08,8.85,1.33,3.0,2.1,1.67,1.44,2.55,1.85,1.91,1.53,1.28,1.3,1.8,1.4,1.39,1.22,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
