League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-02-12 21:30:00,3,Racing Club,Tigre,2.09,3.31,3.51,1.06,9.5,1.36,3.1,2.05,1.66,1.44,2.63,1.91,1.91,1.27,1.3,1.77,1.0,2.0,2.1,1.39,3.49,1.62,8.0,2.91,1.22,1.44,1.8,2.29,3.08
Argentina Primera División,2023-02-12 21:30:00,3,Instituto,Huracán,2.82,2.85,2.47,1.11,7.0,1.5,2.4,2.53,1.44,1.57,2.25,2.1,1.67,1.49,1.36,1.39,1.0,2.0,1.76,1.79,3.55,2.23,7.3,1.97,1.41,1.75,2.27,3.04,4.44
Bulgaria First League,2023-02-13 12:00:00,19,Slavia Sofia,OFK Pirin,1.47,3.8,6.0,1.08,7.0,1.36,3.0,2.15,1.57,1.46,2.61,2.25,1.57,1.11,1.19,2.09,2.22,0.33,1.66,1.18,2.84,1.47,7.8,3.54,1.27,1.57,1.93,2.42,3.4
Romania Liga I,2023-02-13 12:00:00,25,Sepsi,Chindia Târgovişte,1.75,3.5,4.75,1.07,8.0,1.5,2.41,2.15,1.57,1.46,2.5,2.15,1.61,1.16,1.26,2.15,1.27,1.17,1.82,1.47,3.29,1.45,11.5,3.22,1.49,1.89,2.49,3.42,5.2
Greece Super League,2023-02-13 12:00:00,22,Lamia,OFI,2.6,3.0,2.75,1.09,7.5,1.5,2.55,2.44,1.49,1.53,2.38,2.0,1.75,1.43,1.35,1.44,0.7,1.0,1.16,1.01,2.17,2.05,6.95,2.11,1.5,1.9,2.54,3.48,5.0
Greece Super League,2023-02-13 13:00:00,22,Asteras Tripolis,PAOK,4.33,3.5,1.8,1.09,8.0,1.5,2.55,2.25,1.57,1.53,2.38,2.2,1.62,1.93,1.3,1.2,1.7,1.9,1.25,1.39,2.64,3.06,7.4,1.58,1.51,1.92,2.57,3.56,5.1
Greece Super League,2023-02-13 13:30:00,22,AEK Athens,Levadiakos,1.11,7.5,21.0,1.01,19.0,1.18,5.0,1.48,2.47,1.29,3.5,3.0,1.36,1.01,1.07,6.0,2.7,0.3,2.31,1.0,3.31,1.08,13.0,9.5,1.24,1.46,1.84,2.38,3.2
Egypt Egyptian Premier League,2023-02-13 14:00:00,18,Smouha SC,Zamalek,3.2,2.8,2.3,1.09,5.75,1.53,2.25,2.37,1.4,1.61,2.23,2.09,1.66,1.54,1.4,1.33,0.78,1.33,1.31,1.76,3.07,2.28,6.8,1.9,1.25,1.48,1.79,2.23,2.9
Italy Serie A,2023-02-13 14:30:00,22,Hellas Verona,Salernitana,1.8,3.3,4.5,1.06,8.5,1.33,3.25,2.18,1.68,1.4,2.75,1.91,1.91,1.21,1.3,1.9,0.91,0.9,1.49,1.22,2.71,1.56,8.0,2.9,1.26,1.51,1.91,2.47,3.34
Poland Ekstraklasa,2023-02-13 15:00:00,20,Warta Poznań,Miedź Legnica,1.87,3.4,4.0,1.08,7.0,1.4,2.8,2.09,1.74,1.46,2.5,1.98,1.71,1.22,1.31,1.87,0.78,0.44,1.51,1.39,2.9,1.51,7.0,3.62,1.53,1.88,2.34,2.6,4.8
Germany 3. Liga,2023-02-13 15:00:00,22,Viktoria Köln,Rot-Weiss Essen,2.05,3.3,3.2,1.04,12.0,1.22,4.0,1.8,1.83,1.3,3.15,1.6,2.23,1.33,1.28,1.62,1.4,1.18,1.35,1.63,2.98,1.65,7.6,2.72,1.27,1.6,1.96,2.43,3.42
Romania Liga I,2023-02-13 15:00:00,25,Petrolul 52,Hermannstadt,2.63,3.0,2.75,1.09,6.0,1.54,2.33,2.35,1.5,1.55,2.3,2.0,1.73,1.43,1.36,1.44,1.5,1.42,1.35,1.2,2.55,2.04,7.1,2.16,1.48,1.87,2.46,3.34,5.2
Portugal LigaPro,2023-02-13 15:00:00,20,CD Mafra,CD Nacional,1.91,3.3,3.6,1.03,8.5,1.27,3.4,2.07,1.75,1.4,2.75,1.83,1.83,1.26,1.29,1.82,1.2,1.0,1.86,1.31,3.17,1.46,8.4,3.32,1.12,1.26,1.49,1.84,2.34
Portugal LigaPro,2023-02-13 15:00:00,20,Belenenses,FC Penafiel,2.88,3.0,2.3,1.08,7.0,1.4,2.8,2.15,1.57,1.44,2.63,1.91,1.8,1.51,1.33,1.4,0.56,1.5,1.65,1.25,2.9,2.31,7.8,1.84,1.14,1.29,1.54,1.93,2.5
Netherlands Eerste Divisie,2023-02-13 16:00:00,21,MVV,Heracles,4.07,4.17,1.65,1.02,12.0,1.17,4.5,1.53,2.38,1.25,3.75,1.57,2.3,2.2,1.22,1.17,2.45,1.58,1.32,1.49,2.81,3.46,8.5,1.44,1.22,1.42,1.74,2.23,3.0
Netherlands Eerste Divisie,2023-02-13 16:00:00,24,PSV II,ADO Den Haag,2.77,3.83,2.34,1.02,15.0,1.22,4.2,1.63,2.06,1.29,3.3,1.57,2.35,1.57,1.22,1.47,1.45,1.09,1.26,1.62,2.88,2.26,7.4,1.94,1.28,1.62,1.99,2.48,3.48
Netherlands Eerste Divisie,2023-02-13 16:00:00,24,Utrecht II,Telstar,2.55,3.49,2.71,1.04,12.0,1.28,3.75,1.82,2.0,1.34,3.0,1.66,2.15,1.45,1.25,1.55,0.82,1.27,1.5,1.14,2.64,1.95,7.5,2.17,1.27,1.53,1.86,2.28,3.0
Portugal Liga NOS,2023-02-13 16:00:00,20,Rio Ave FC,GD Estoril Praia,2.15,3.25,3.3,1.09,8.0,1.47,2.75,2.15,1.7,1.5,2.5,2.0,1.75,1.31,1.35,1.62,1.44,1.1,1.36,1.45,2.81,1.72,8.5,2.42,1.17,1.28,1.51,2.0,2.45
Greece Super League,2023-02-13 16:00:00,22,Olympiakos Piraeus,Panaitolikos,1.13,7.5,18.0,1.02,17.0,1.18,4.75,1.86,2.0,1.29,3.5,2.63,1.44,1.02,1.08,5.25,2.3,1.5,1.8,0.91,2.71,1.15,12.0,7.0,1.39,1.72,2.15,2.91,4.0
France Ligue 2,2023-02-13 16:45:00,23,Metz,Caen,2.15,3.1,3.4,1.1,6.5,1.42,2.75,2.25,1.53,1.51,2.37,2.0,1.71,1.31,1.34,1.63,1.73,0.91,1.56,1.31,2.87,1.8,7.3,2.52,1.4,1.67,2.1,2.63,3.7
Italy Serie A,2023-02-13 16:45:00,22,Sampdoria,Inter Milan,7.5,4.5,1.4,1.04,10.0,1.29,3.6,1.82,1.98,1.36,3.0,2.05,1.7,2.65,1.2,1.1,0.2,1.6,1.12,1.94,3.06,3.7,8.5,1.4,1.28,1.54,1.95,2.56,3.42
Spain Segunda División,2023-02-13 17:00:00,27,Racing Santander,Leganés,2.4,2.8,3.0,1.12,6.0,1.53,2.2,2.63,1.37,1.67,2.1,2.38,1.53,1.4,1.4,1.44,0.92,0.83,1.57,1.32,2.89,1.77,8.7,2.47,1.38,1.7,2.17,2.93,4.2
Spain La Liga,2023-02-13 17:00:00,21,RCD Espanyol,Real Sociedad,3.4,3.0,2.2,1.1,7.5,1.5,2.55,2.4,1.53,1.53,2.38,2.05,1.7,1.58,1.35,1.32,1.0,2.2,1.56,1.71,3.27,2.2,8.0,1.87,1.36,1.58,1.94,2.45,3.25
England Premier League,2023-02-13 17:00:00,23,Liverpool,Everton,1.5,4.2,6.0,1.03,13.0,1.27,4.0,1.77,1.98,1.33,3.25,1.91,1.91,1.15,1.25,2.5,2.1,0.7,2.3,1.08,3.38,1.27,10.5,4.75,1.23,1.38,1.62,1.94,2.4
Argentina Primera División,2023-02-13 17:00:00,3,Barracas Central,Unión Santa Fe,2.67,3.04,2.78,1.1,7.0,1.47,2.65,2.4,1.5,1.53,2.38,2.0,1.75,1.42,1.37,1.44,0.0,1.0,0.67,1.71,2.38,2.44,7.7,1.83,1.19,1.4,1.73,2.16,2.88
Portugal Liga NOS,2023-02-13 18:15:00,20,Boavista FC,Casa Pia,2.45,3.1,2.9,1.09,7.5,1.47,2.7,2.25,1.53,1.53,2.38,2.0,1.75,1.36,1.35,1.53,1.8,1.78,1.45,1.2,2.65,1.69,8.5,2.49,1.18,1.35,1.63,2.1,2.8
Uruguay Primera División,2023-02-13 18:30:00,2,Wanderers,Defensor Sporting,3.3,3.14,2.36,1.07,7.0,1.36,2.87,1.9,1.66,1.51,2.61,1.85,1.85,1.55,1.38,1.38,0.0,0.0,0.0,0.0,0.0,2.4,8.0,1.73,1.26,1.58,1.83,2.4,3.34
Argentina Primera División,2023-02-13 20:00:00,3,Estudiantes,Lanús,2.03,3.55,3.9,1.07,7.5,1.36,3.0,2.1,1.65,1.44,2.63,1.95,1.8,1.26,1.3,1.78,0.0,3.0,1.92,1.54,3.46,1.63,8.0,2.88,1.35,1.66,2.12,2.79,4.04
Chile Primera División,2023-02-13 20:00:00,3,Colo-Colo,Ñublense,1.6,4.19,5.38,1.04,12.0,1.29,3.3,1.84,2.0,1.4,2.75,1.83,1.83,1.16,1.24,2.25,0.0,3.0,0.0,1.47,1.47,1.28,10.0,4.88,1.37,1.69,2.14,2.84,4.25
Uruguay Primera División,2023-02-13 21:00:00,2,La Luz,Peñarol,5.09,3.76,1.71,1.05,8.0,1.3,3.2,2.01,1.58,1.44,2.63,2.15,1.66,2.4,1.18,1.07,0.0,0.0,2.1,0.0,2.1,4.0,9.5,1.33,1.29,1.49,1.9,2.5,3.5
