League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2022-12-30 04:00:00,34,Hebei CFFC,Henan Jianye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.5,0.72,1.53,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-30 04:00:00,34,Shanghai Shenhua,Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.88,1.23,1.26,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia A-League,2022-12-30 05:45:00,10,Western United,Brisbane Roar,2.5,3.3,2.8,1.05,9.25,1.26,3.5,1.95,1.91,1.37,2.99,1.65,2.1,1.4,1.32,1.53,1.4,2.0,1.82,1.6,3.42,1.91,8.5,2.1,0.0,0.0,1.55,1.85,2.25
Egypt Egyptian Premier League,2022-12-30 12:00:00,10,Smouha SC,Ghazl El Mehalla,2.09,2.9,3.6,1.1,6.75,1.48,2.45,2.3,1.48,1.53,2.27,2.0,1.76,1.26,1.42,1.64,0.5,1.75,1.33,1.09,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2022-12-30 13:00:00,15,Getafe CF,RCD Mallorca,2.7,2.75,3.0,1.15,5.25,1.55,2.45,2.47,1.48,1.73,2.0,2.38,1.53,1.36,1.42,1.46,0.86,1.57,1.21,1.18,2.39,2.0,5.5,2.1,1.4,1.67,2.1,2.63,3.4
France Ligue 2,2022-12-30 13:00:00,17,Bordeaux,Sochaux,2.3,3.3,3.0,1.07,7.5,1.33,3.2,2.02,1.75,1.43,2.74,1.8,1.88,1.37,1.32,1.57,2.13,1.43,1.76,1.52,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal Liga NOS,2022-12-30 14:00:00,14,GD Chaves,Famalicão,2.35,3.1,3.1,1.07,7.0,1.38,2.8,2.3,1.53,1.44,2.63,1.91,1.91,1.41,1.39,1.54,1.17,0.29,1.82,1.38,3.2,2.01,6.1,2.35,1.25,1.47,1.8,2.38,3.25
Portugal LigaPro,2022-12-30 14:00:00,14,UD Oliveirense,Sporting Covilhã,1.81,3.6,4.5,0.0,0.0,0.0,0.0,2.06,1.82,1.4,2.75,1.91,1.8,0.0,0.0,0.0,1.33,0.83,1.88,1.3,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2022-12-30 14:00:00,10,National Bank of Egypt,Al Mokawloon,2.47,2.7,3.05,1.14,5.5,1.5,2.4,2.52,1.4,1.59,2.34,2.0,1.74,1.29,1.36,1.41,1.0,0.75,1.72,0.66,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2022-12-30 14:45:00,21,Newtown,Aberystwyth Town,1.42,4.3,6.8,1.03,11.0,1.17,4.5,1.49,2.3,1.25,3.75,1.74,2.04,1.06,1.13,2.8,1.44,0.33,1.18,1.19,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
