League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2023-01-14 03:00:00,12,Brisbane Roar,Wellington Phoenix,2.13,3.3,2.91,1.04,13.75,1.23,4.02,1.75,2.08,1.34,2.99,1.6,2.19,1.36,1.31,1.62,1.17,1.25,1.44,1.42,2.86,1.85,8.5,2.27,1.14,1.28,1.51,2.0,2.45
Australia A-League,2023-01-14 05:45:00,12,Adelaide United,Melbourne Victory FC,2.29,3.38,2.61,1.03,13.0,1.2,4.33,1.75,2.08,1.3,3.2,1.55,2.4,1.5,1.25,1.52,2.25,1.17,1.72,1.84,3.56,1.82,8.5,2.32,1.13,1.26,1.47,1.93,2.37
Turkey Süper Lig,2023-01-14 07:30:00,19,Antalyaspor,Giresunspor,2.12,3.64,3.13,1.04,10.06,1.31,3.33,1.92,1.82,1.38,2.75,1.8,1.88,1.24,1.28,1.87,1.11,1.0,1.73,1.29,3.02,1.53,8.0,3.0,1.43,1.67,2.1,2.63,3.95
Portugal LigaPro,2023-01-14 08:00:00,16,FC Penafiel,Torreense,1.92,3.09,3.69,1.08,8.0,1.43,2.8,2.08,1.7,1.45,2.55,2.08,1.68,1.24,1.3,1.73,0.86,1.29,1.82,1.47,3.29,1.43,9.0,3.42,1.2,1.38,1.67,2.12,2.85
Australia A-League,2023-01-14 08:30:00,12,Perth Glory FC,Sydney FC,2.98,3.27,2.11,1.04,13.75,1.23,4.0,1.75,2.08,1.35,3.1,1.64,2.13,1.79,1.29,1.28,2.5,1.8,1.51,2.03,3.54,2.91,8.5,1.55,0.0,1.27,1.52,1.95,2.42
England Championship,2023-01-14 09:30:00,27,Rotherham United,Blackburn Rovers,2.98,3.03,2.22,1.03,8.2,1.33,3.08,2.06,1.7,1.44,2.63,1.83,1.83,1.6,1.3,1.37,1.33,1.15,1.46,0.95,2.41,2.3,7.0,1.89,1.2,1.48,1.73,2.1,2.7
England Premier League,2023-01-14 09:30:00,20,Manchester United,Manchester City,4.3,3.92,1.81,1.03,15.0,1.23,4.45,1.66,2.23,1.3,3.4,1.62,2.2,2.0,1.25,1.22,2.38,2.13,1.98,2.04,4.02,4.75,7.0,1.26,1.29,1.51,1.85,2.31,3.1
Germany 3. Liga,2023-01-14 10:00:00,18,Wehen Wiesbaden,Elversberg,2.64,3.35,2.48,1.04,11.5,1.2,4.2,1.61,2.15,1.3,3.4,1.53,2.38,1.52,1.25,1.45,2.13,2.5,2.11,1.78,3.89,0.0,0.0,0.0,0.0,1.26,1.55,1.85,2.25
Germany 3. Liga,2023-01-14 10:00:00,18,Osnabrück,Viktoria Köln,2.05,3.3,3.1,1.05,9.0,1.25,3.6,1.72,2.07,1.33,3.25,1.67,2.1,1.28,1.28,1.8,2.0,1.44,1.89,1.57,3.46,0.0,0.0,0.0,1.18,1.43,1.67,2.05,2.6
Germany 3. Liga,2023-01-14 10:00:00,18,Waldhof Mannheim,1860 München,2.35,3.35,2.85,1.01,9.4,1.29,3.3,1.86,2.0,1.4,2.75,1.73,2.0,1.6,1.29,1.37,2.67,1.38,1.75,1.54,3.29,0.0,0.0,0.0,0.0,1.31,1.65,2.0,2.5
