League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Ecuador Primera Categoría Serie B,2023-04-03 21:00:00,4,Imbabura SC,Manta FC,2.25,2.9,3.0,1.04,7.0,1.4,2.5,2.45,1.53,1.48,2.25,1.9,1.76,1.36,1.35,1.47,1.5,0.0,1.39,1.15,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-04-03 21:30:00,9,Central Córdoba SdE,Arsenal de Sarandí,1.95,3.0,3.7,1.03,8.5,1.39,2.75,2.3,1.57,1.5,2.5,2.0,1.75,1.23,1.3,1.72,1.8,0.8,1.29,1.03,2.32,1.81,7.0,2.43,1.25,1.47,1.82,2.38,3.25
Colombia Categoria Primera A,2023-04-03 22:10:00,11,Junior,Alianza Petrolera,1.55,3.94,6.4,1.07,6.8,1.4,2.7,2.4,1.53,1.48,2.5,2.3,1.55,1.07,1.22,2.2,1.5,0.4,1.86,1.02,2.88,1.28,10.25,4.65,1.41,1.75,2.23,2.98,3.9
Thailand Thai League T1,2023-04-04 08:00:00,25,Chiangrai United,Port FC,2.79,3.45,2.21,1.02,12.25,1.28,3.5,1.9,1.94,1.4,2.81,1.71,1.97,1.45,1.25,1.36,2.08,1.27,1.31,1.32,2.63,2.07,8.0,1.97,1.39,1.56,1.92,2.39,0.0
Thailand Thai League T1,2023-04-04 08:00:00,25,Sukhothai,Chonburi,2.75,3.5,2.21,1.03,13.5,1.23,3.72,1.69,1.89,1.35,2.99,1.64,2.15,1.62,1.25,1.35,1.33,1.27,1.43,1.42,2.85,2.36,8.2,0.0,1.4,1.54,1.89,2.36,0.0
Thailand Thai League T1,2023-04-04 08:30:00,25,Muang Thong United,Lamphun Warrior,1.58,3.95,4.7,1.01,9.9,1.2,3.84,1.79,2.05,1.33,3.14,1.76,1.91,1.12,1.19,2.4,1.9,0.83,1.66,1.17,2.83,1.39,9.6,3.4,0.0,1.4,1.76,2.19,3.0
Greece Super League 2,2023-04-04 08:45:00,18,Thesprotos,Makedonikos Neapolis FC,4.0,2.93,1.92,0.0,0.0,0.0,0.0,2.21,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.75,1.1,0.98,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League 2,2023-04-04 08:45:00,18,Almopos,Panathinaikos II,2.43,2.82,2.91,0.0,0.0,1.53,2.27,2.37,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.63,1.16,1.27,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand Thai League T1,2023-04-04 09:00:00,25,Bangkok United,Buriram United,2.96,3.4,2.14,1.03,8.4,1.29,3.18,1.98,1.86,1.39,2.96,1.77,1.98,1.57,1.31,1.35,2.33,2.67,1.89,1.82,3.71,2.13,8.6,1.88,0.0,1.51,1.84,2.0,2.45
Czech Republic FNL,2023-04-04 11:30:00,18,Varnsdorf,Dukla Praha,2.27,3.2,2.79,1.05,9.0,1.29,3.5,1.85,1.75,1.33,3.04,1.73,2.0,1.31,1.32,1.57,2.44,0.78,1.81,1.7,3.51,1.65,9.0,2.57,0.0,0.0,2.0,1.97,2.46
Lithuania A Lyga,2023-04-04 12:00:00,6,FA Šiauliai,Žalgiris,4.7,3.55,1.58,1.01,9.4,1.25,3.75,1.71,1.83,1.35,2.84,1.8,1.95,2.25,1.18,1.12,3.0,1.0,2.18,1.3,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania A Lyga,2023-04-04 12:00:00,6,Hegelmann Litauen,Panevėžys,2.52,3.05,2.47,1.04,7.6,1.36,3.0,1.94,1.63,1.46,2.55,1.8,1.95,1.42,1.28,1.36,3.0,3.0,1.85,1.98,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
