League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South America Copa Libertadores,2023-02-09 21:00:00,0,Boston River,Zamora,1.85,3.2,4.0,1.08,7.0,1.38,2.9,2.2,1.67,1.46,2.5,2.05,1.66,1.19,1.28,2.0,0.0,0.0,0.0,0.0,0.0,1.51,8.5,3.16,1.36,1.64,2.1,2.65,3.7
Chile Primera División,2023-02-09 21:00:00,4,Audax Italiano,Unión Española,2.2,3.0,3.1,1.06,8.0,1.33,3.25,1.8,1.9,1.4,2.75,1.8,1.91,1.3,1.29,1.7,3.0,0.0,2.07,1.78,3.85,1.75,8.0,2.44,1.25,1.47,1.83,2.38,3.25
Australia A-League,2023-02-10 05:45:00,16,Brisbane Roar,Central Coast Mariners,2.88,3.4,2.3,1.05,11.0,1.28,3.6,1.8,1.95,1.38,2.8,1.66,2.05,1.53,1.32,1.4,1.0,1.17,1.48,1.66,3.14,1.9,9.5,2.2,1.12,1.29,1.55,1.9,2.25
Serbia SuperLiga,2023-02-10 12:00:00,21,Radnik Surdulica,Mladost Lučani,2.44,3.18,2.89,0.0,0.0,0.0,0.0,2.17,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.24,0.9,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-02-10 12:00:00,25,Universitatea Cluj,Mioveni,1.91,3.1,4.2,1.08,6.35,1.44,2.37,2.47,1.48,1.56,2.31,2.2,1.63,1.18,1.28,1.72,1.42,0.67,1.85,1.25,3.1,1.69,7.5,2.66,1.48,1.98,2.46,3.42,5.1
Bulgaria First League,2023-02-10 12:30:00,19,Botev Plovdiv,Lokomotiv Sofia 1929,1.84,3.56,4.34,1.02,8.6,1.31,3.08,2.1,1.74,1.42,2.75,2.1,1.67,1.15,1.21,1.91,1.67,1.0,1.89,1.33,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia Prva HNL,2023-02-10 13:00:00,21,Dinamo Zagreb,Istra 1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.33,2.23,1.14,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-02-10 13:00:00,18,Ghazl El Mehalla,Al Mokawloon,3.31,2.66,2.29,1.11,6.5,1.5,2.47,2.45,1.52,1.57,2.3,2.0,1.76,1.54,1.45,1.29,1.78,1.5,1.45,1.04,2.49,2.2,7.5,1.9,1.24,1.53,1.88,2.34,3.2
Slovakia Super Liga,2023-02-10 13:30:00,19,Dukla Banská Bystrica,Trenčín,2.7,3.5,2.4,1.05,9.0,1.22,4.0,1.78,1.93,1.36,3.0,1.67,2.1,1.44,1.22,1.42,1.11,0.67,1.89,1.59,3.48,1.98,7.6,2.13,0.0,0.0,1.54,1.93,2.5
Poland Ekstraklasa,2023-02-10 14:00:00,20,Stal Mielec,Raków Częstochowa,5.36,4.0,1.44,1.05,9.0,1.25,3.75,1.67,2.06,1.37,2.85,1.9,1.78,2.5,1.23,1.11,1.67,1.89,1.58,1.89,3.47,3.1,9.0,1.44,1.2,1.41,1.75,2.21,2.93
