League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-02-20 21:30:00,4,Atlético Tucumán,Vélez Sarsfield,2.52,2.94,2.82,1.08,6.2,1.42,2.6,2.45,1.5,1.53,2.38,2.05,1.7,1.41,1.37,1.46,0.5,0.5,1.13,0.34,1.47,1.84,7.5,2.45,1.32,1.6,2.06,2.72,3.74
Egypt Egyptian Premier League,2023-02-21 09:45:00,19,Aswan FC,Al Ahly,7.0,4.25,1.38,1.01,9.3,1.26,3.34,1.85,1.85,1.38,2.9,2.16,1.66,2.34,1.15,1.08,1.33,2.75,1.43,2.05,3.48,4.82,9.9,1.27,1.18,1.36,1.68,2.08,2.71
Slovenia PrvaLiga,2023-02-21 11:00:00,23,Koper,Radomlje,1.53,4.16,5.4,1.04,10.0,1.22,4.0,1.7,2.03,1.3,3.4,1.75,2.0,1.1,1.17,2.35,1.64,0.73,1.79,1.4,3.19,1.23,7.25,4.85,1.2,1.33,1.65,2.02,2.62
Egypt Egyptian Premier League,2023-02-21 12:00:00,19,Ismaily SC,Ghazl El Mehalla,1.83,2.3,7.75,1.08,5.85,1.48,2.45,2.45,1.5,1.6,2.25,2.17,1.66,1.21,1.37,1.8,0.63,1.25,1.3,1.05,2.35,1.61,7.5,2.94,1.27,1.56,1.93,2.41,3.28
Slovenia PrvaLiga,2023-02-21 13:30:00,23,Mura,Tabor Sežana,2.11,2.82,3.57,1.04,10.0,1.22,4.0,1.73,2.0,1.3,3.4,1.79,1.92,1.12,1.21,2.52,1.9,0.73,2.07,1.71,3.78,1.41,9.5,3.76,1.26,1.57,1.95,2.42,3.35
Egypt Egyptian Premier League,2023-02-21 14:00:00,19,Haras El Hodood,Pharco,3.73,7.02,1.43,1.11,5.5,1.55,2.3,2.69,1.41,1.61,2.2,2.15,1.62,1.38,1.48,1.44,1.14,1.13,1.02,1.09,2.11,2.01,7.0,2.15,1.43,1.8,2.34,3.2,0.0
England EFL League One,2023-02-21 16:45:00,22,Fleetwood Town,Cambridge United,1.79,2.88,4.92,1.03,8.2,1.34,3.04,1.99,1.81,1.44,2.7,1.88,1.88,1.32,1.34,1.79,0.93,0.53,1.45,1.21,2.66,1.63,8.1,2.86,1.2,1.4,1.74,2.19,2.88
England EFL League One,2023-02-21 16:45:00,28,Morecambe,Port Vale,6.71,5.95,1.26,1.05,11.0,1.33,3.25,2.05,1.75,1.39,2.75,1.83,1.95,1.75,1.25,1.3,1.31,1.2,1.34,1.3,2.64,2.9,7.5,1.58,1.18,1.43,1.67,2.05,2.6
England EFL League Two,2023-02-21 16:45:00,21,Rochdale,Stockport County,1.92,3.83,3.06,1.05,8.0,1.33,3.0,2.05,1.7,1.44,2.6,1.95,1.83,1.88,1.3,1.25,0.56,1.33,1.27,1.44,2.71,3.02,8.1,1.58,1.21,1.4,1.72,2.2,3.0
England EFL League Two,2023-02-21 16:45:00,22,Hartlepool United,Newport County,1.58,4.09,4.32,1.04,7.7,1.35,2.98,2.1,1.67,1.47,2.6,1.86,1.9,1.64,1.37,1.38,1.0,1.2,1.49,1.23,2.72,1.99,7.4,2.22,1.32,1.62,2.1,2.77,3.86
England EFL League Two,2023-02-21 16:45:00,22,Walsall,Crewe Alexandra,4.37,1.35,6.93,1.05,7.3,1.41,2.73,2.25,1.57,1.49,2.54,2.07,1.72,1.23,1.33,1.99,1.79,1.0,1.51,0.95,2.46,1.36,9.0,4.15,1.25,1.49,1.88,2.42,3.28
England EFL League Two,2023-02-21 16:45:00,28,Grimsby Town,Harrogate Town,1.4,3.65,8.05,1.05,8.0,1.25,3.5,1.89,1.91,1.37,2.8,1.72,2.0,1.22,1.27,1.8,1.08,0.86,1.63,1.07,2.7,1.55,8.5,2.91,1.21,1.4,1.72,2.2,3.0
England Championship,2023-02-21 16:45:00,29,Blackburn Rovers,Blackpool,2.95,2.88,2.37,1.06,8.75,1.31,3.1,1.98,1.89,1.41,2.65,1.85,1.85,1.2,1.29,1.91,2.07,0.88,1.36,1.15,2.51,1.69,8.0,2.63,1.23,1.5,1.8,2.25,3.1
England Championship,2023-02-21 16:45:00,29,Millwall,Burnley,2.86,3.35,2.4,1.06,11.0,1.31,3.5,2.12,1.67,1.4,2.75,1.71,1.98,1.45,1.35,1.5,2.07,2.07,1.73,1.36,3.09,1.91,8.0,2.1,1.3,1.48,1.73,2.1,2.7
England Championship,2023-02-21 16:45:00,29,Norwich City,Birmingham City,1.56,3.7,5.3,1.06,8.0,1.33,3.25,2.04,1.84,1.36,3.0,2.0,1.72,1.11,1.25,2.38,1.38,1.2,1.82,1.27,3.09,1.37,9.0,3.7,1.2,1.48,1.73,2.1,2.7
England Championship,2023-02-21 16:45:00,29,Rotherham United,Sunderland,3.32,3.35,2.15,1.06,10.75,1.32,3.42,1.96,1.79,1.42,2.7,1.75,2.0,1.55,1.35,1.4,1.33,1.63,1.4,1.26,2.66,2.2,8.0,1.91,1.29,1.48,1.73,2.1,2.7
England Championship,2023-02-21 16:45:00,29,Swansea City,Stoke City,3.76,5.36,1.52,1.07,7.5,1.36,3.0,2.05,1.67,1.44,2.55,1.83,1.85,1.34,1.32,1.61,1.53,1.13,1.64,1.5,3.14,1.75,8.0,2.52,1.26,1.55,1.85,2.3,3.3
Europe UEFA Champions League,2023-02-21 17:00:00,0,Liverpool,Real Madrid,2.23,3.48,2.7,1.03,15.0,1.22,4.5,1.68,2.07,1.3,3.4,1.53,2.38,1.43,1.31,1.6,2.5,2.17,2.5,1.73,4.23,1.83,7.0,2.3,1.43,1.72,2.14,2.8,3.85
Europe UEFA Champions League,2023-02-21 17:00:00,0,Eintracht Frankfurt,Napoli,2.95,3.48,2.1,1.04,13.0,1.24,4.25,1.71,2.01,1.33,3.25,1.62,2.2,1.74,1.29,1.36,1.67,2.5,1.27,2.37,3.64,2.35,7.0,1.82,1.57,1.94,2.48,3.35,4.9
South America Copa Libertadores,2023-02-21 19:00:00,0,Nacional Asunción,Sporting Cristal,1.75,3.13,4.03,1.07,7.0,1.37,2.85,2.15,1.61,1.4,2.75,1.98,1.75,1.15,1.3,1.9,1.5,0.0,1.8,0.0,1.8,1.57,8.5,3.13,1.2,1.39,1.7,2.2,3.0
