League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Prim B Nacional,2023-03-27 21:10:00,7,Independiente Rivadavia,Racing Córdoba,2.2,3.05,3.15,1.05,7.2,1.4,2.68,2.3,1.55,1.5,2.5,2.0,1.73,1.25,1.34,1.57,1.5,1.0,1.88,1.44,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-03-27 22:05:00,10,Jaguares de Córdoba,Deportivo Pasto,2.15,3.0,3.1,1.09,7.0,1.5,2.55,2.4,1.5,1.56,2.29,2.1,1.68,1.28,1.3,1.6,1.6,1.4,1.69,1.35,3.04,1.71,7.5,2.67,1.39,1.72,2.14,2.98,0.0
Turkey 1. Lig,2023-03-28 08:30:00,29,Boluspor,Samsunspor,3.55,3.45,1.82,1.06,8.0,1.33,3.25,1.83,1.97,1.4,2.75,1.8,1.91,1.52,1.3,1.41,2.08,1.85,1.66,1.55,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey 1. Lig,2023-03-28 11:00:00,29,Altınordu,Denizlispor,1.96,3.35,3.25,1.06,8.0,1.3,3.4,1.92,1.88,1.36,3.0,1.73,2.0,1.33,1.28,1.65,0.92,0.54,1.43,1.08,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey 1. Lig,2023-03-28 11:00:00,29,Pendikspor,Keçiörengücü,2.04,3.3,3.05,1.05,9.0,1.3,3.4,1.97,1.83,1.36,3.0,1.73,2.0,1.3,1.27,1.71,1.85,1.62,1.7,1.6,3.3,1.57,5.5,2.85,0.0,1.9,0.0,0.0,0.0
France National,2023-03-28 14:30:00,20,Nancy,Concarneau,2.7,2.92,2.92,1.08,8.0,1.4,2.85,2.31,1.55,1.46,2.5,2.03,1.73,1.49,1.33,1.39,1.42,1.5,1.36,1.57,2.93,2.1,6.3,2.16,1.51,1.85,2.33,3.2,4.7
France National,2023-03-28 14:30:00,21,Paris 13 Atletico,Red Star,3.5,3.0,2.0,1.11,6.91,1.43,2.82,2.1,1.6,1.51,2.58,1.99,1.79,1.72,1.38,1.27,1.17,1.75,1.43,1.63,3.06,2.48,7.4,1.77,0.0,1.7,2.12,0.0,0.0
England National League,2023-03-28 15:45:00,41,Altrincham,Notts County,4.6,4.3,1.49,0.0,0.0,1.11,5.2,1.57,2.35,1.29,3.5,1.75,2.0,2.54,1.16,1.14,1.74,2.25,1.62,1.7,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England National League,2023-03-28 15:45:00,38,York City,Scunthorpe United,2.03,3.35,3.05,1.04,13.0,1.25,3.75,1.88,1.92,1.35,2.95,1.72,2.0,1.22,1.24,1.95,1.21,0.47,1.51,1.2,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England National League,2023-03-28 15:45:00,38,Maidstone United,Bromley,3.05,3.35,2.03,1.05,11.5,1.28,3.5,1.88,1.92,1.4,2.75,1.68,2.1,1.6,1.25,1.38,0.84,1.39,1.5,1.41,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
