League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2023-02-03 05:45:00,15,Melbourne Victory FC,Wellington Phoenix,2.21,3.54,3.17,1.03,13.0,1.25,3.75,1.8,1.91,1.36,2.9,1.65,2.1,1.33,1.29,1.68,0.6,1.6,1.58,1.42,3.0,1.82,8.0,2.39,1.21,1.4,1.66,2.08,2.7
Romania Liga I,2023-02-03 12:00:00,24,Chindia Târgovişte,UTA Arad,2.56,3.02,3.02,1.1,6.0,1.5,2.45,2.47,1.48,1.58,2.26,2.1,1.68,1.33,1.3,1.44,1.0,0.64,1.65,1.27,2.92,2.05,7.5,2.05,1.56,2.0,2.41,0.0,0.0
Croatia Prva HNL,2023-02-03 13:00:00,20,Istra 1961,Varaždin,2.4,3.2,2.7,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,1.73,2.0,0.0,0.0,0.0,1.33,1.56,1.27,1.43,2.7,1.95,7.5,2.1,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-02-03 14:00:00,19,Wisła Płock,Warta Poznań,1.84,3.64,4.2,1.08,7.0,1.36,2.95,1.98,1.81,1.46,2.5,1.9,1.78,1.29,1.34,1.66,2.38,2.11,1.69,1.15,2.84,1.75,8.0,2.44,1.23,1.44,1.75,2.2,2.9
Serbia SuperLiga,2023-02-03 14:00:00,20,Kolubara,Radnik Surdulica,1.85,3.15,3.73,0.0,0.0,1.32,3.04,1.98,1.74,1.44,2.63,1.83,1.83,0.0,0.0,0.0,1.67,0.11,1.39,1.17,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany 2. Bundesliga,2023-02-03 14:30:00,19,Paderborn,Fortuna Düsseldorf,2.16,3.66,3.14,1.04,10.0,1.22,4.0,1.77,2.14,1.33,3.0,1.6,2.2,1.35,1.28,1.66,2.0,1.11,2.28,1.61,3.89,1.75,8.5,2.41,1.18,1.31,1.65,2.0,2.5
Germany 2. Bundesliga,2023-02-03 14:30:00,19,Sandhausen,Darmstadt 98,3.4,3.68,2.05,1.05,9.0,1.25,3.6,1.7,2.03,1.37,2.9,1.72,2.05,1.85,1.22,1.25,1.38,2.13,1.52,1.73,3.25,2.63,8.0,1.69,1.2,1.48,1.73,2.1,2.7
Germany 3. Liga,2023-02-03 15:00:00,21,Freiburg II,Bayreuth,1.62,3.94,5.0,1.05,9.0,1.28,3.5,1.81,1.94,1.37,2.85,1.82,1.87,1.18,1.26,2.1,2.1,0.5,1.98,1.31,3.29,1.44,8.3,3.44,1.22,1.5,1.8,2.25,3.04
Romania Liga I,2023-02-03 15:00:00,24,U Craiova 1948,Universitatea Cluj,2.07,3.22,3.82,1.06,6.8,1.5,2.45,2.55,1.49,1.51,2.4,2.0,1.75,1.22,1.28,1.72,1.27,0.55,1.69,1.28,2.97,1.55,8.0,3.02,0.0,1.66,2.17,0.0,0.0
Switzerland Challenge League,2023-02-03 15:30:00,20,FC Schaffhausen,Vaduz,2.63,3.62,2.48,1.04,10.0,1.25,3.75,1.78,1.97,1.36,3.0,1.57,2.25,1.5,1.29,1.44,1.22,0.78,1.53,1.8,3.33,2.38,7.8,1.8,0.0,1.34,1.64,2.01,2.6
Switzerland Challenge League,2023-02-03 15:30:00,20,Yverdon Sport,Stade Lausanne-Ouchy,2.67,3.7,2.41,1.03,11.0,1.2,4.33,1.57,2.25,1.25,3.75,1.53,2.38,1.53,1.25,1.44,2.11,1.67,1.71,1.63,3.34,2.1,7.8,1.98,0.0,1.3,1.61,1.98,2.47
Netherlands Eredivisie,2023-02-03 16:00:00,20,Fortuna Sittard,Sparta Rotterdam,2.8,3.24,2.58,1.04,9.45,1.33,3.19,1.98,1.88,1.41,2.65,1.78,1.9,1.5,1.31,1.43,1.1,1.44,1.6,1.47,3.07,1.97,7.5,2.08,1.27,1.45,1.73,2.14,2.75
Netherlands Eerste Divisie,2023-02-03 16:00:00,23,ADO Den Haag,NAC Breda,2.1,3.6,3.3,1.03,13.0,1.25,3.75,1.8,2.05,1.33,3.1,1.66,2.2,1.33,1.22,1.78,1.18,1.27,1.92,1.31,3.23,1.68,5.75,2.45,1.18,1.34,1.61,2.02,2.7
Netherlands Eerste Divisie,2023-02-03 16:00:00,23,Almere City,PSV II,1.72,3.81,4.45,1.03,13.0,1.25,3.75,1.75,2.0,1.32,3.15,1.68,2.1,1.22,1.22,2.0,2.09,1.0,1.45,1.21,2.66,1.45,6.0,3.15,1.22,1.42,1.74,2.23,3.0
Netherlands Eerste Divisie,2023-02-03 16:00:00,23,Dordrecht,Eindhoven,3.72,3.65,1.97,1.04,13.0,1.28,3.6,1.87,1.95,1.34,3.0,1.73,2.0,1.75,1.29,1.25,1.1,1.5,1.28,1.29,2.57,2.4,5.5,1.74,1.22,1.42,1.74,2.23,3.0
Netherlands Eerste Divisie,2023-02-03 16:00:00,23,De Graafschap,Telstar,1.77,3.89,4.37,1.03,13.0,1.25,3.75,1.68,2.05,1.32,3.15,1.72,2.1,1.25,1.22,1.95,1.55,1.1,1.91,1.13,3.04,1.31,6.75,3.95,1.22,1.42,1.74,2.23,3.0
Netherlands Eerste Divisie,2023-02-03 16:00:00,23,Heracles,Utrecht II,1.3,5.84,8.75,1.02,13.0,1.15,5.5,1.43,2.48,1.24,3.7,1.85,1.9,1.02,1.1,3.6,2.5,0.73,1.84,1.36,3.2,1.18,8.25,6.0,0.0,1.29,1.5,1.87,2.43
