League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2022-12-16 05:45:00,8,Newcastle Jets FC,Brisbane Roar,2.49,3.83,2.66,1.01,11.0,1.2,3.9,1.72,2.12,1.32,3.1,1.55,2.25,1.35,1.28,1.55,2.0,1.0,1.49,1.34,2.83,2.05,8.0,2.11,0.0,1.27,1.52,1.88,2.42
Egypt Egyptian Premier League,2022-12-16 09:45:00,7,Ismaily SC,Pyramids FC,6.13,3.72,1.62,1.06,8.75,1.4,2.8,2.0,1.77,1.45,2.55,2.1,1.67,2.17,1.28,1.1,0.33,1.33,1.21,1.88,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2022-12-16 09:45:00,7,Haras El Hodood,Al Masry,3.08,2.75,2.42,1.14,5.0,1.67,2.1,3.0,1.33,1.67,2.1,2.5,1.5,1.6,1.36,1.22,0.33,0.67,0.76,1.64,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2022-12-16 12:00:00,7,National Bank of Egypt,Zamalek,3.62,3.24,2.18,1.05,8.0,1.33,3.0,1.93,1.82,1.42,2.63,1.8,1.94,1.67,1.35,1.23,1.33,2.33,1.77,1.56,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2022-12-16 14:00:00,7,Al Ahly,Coca-Cola,1.75,3.65,4.92,1.05,9.25,1.3,3.25,1.88,1.88,1.35,2.95,2.02,1.73,1.07,1.21,2.55,3.0,2.33,1.49,1.42,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2022-12-16 15:00:00,21,Voluntari,SSC Farul,3.32,3.13,2.25,1.1,7.25,1.49,2.44,2.48,1.43,1.5,2.43,2.16,1.66,1.6,1.35,1.32,1.4,1.8,1.23,1.57,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,ADO Den Haag,Oss,1.63,4.2,4.75,1.02,17.0,1.2,4.5,1.62,2.3,1.28,3.4,1.66,2.2,1.18,1.18,2.25,1.0,0.75,1.9,0.92,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,Eindhoven,VVV,1.96,3.6,3.3,1.05,15.0,1.25,3.9,1.7,2.05,1.37,3.14,1.74,2.1,1.32,1.28,1.81,2.25,2.0,1.2,1.48,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,De Graafschap,Willem II,2.46,3.48,2.52,1.05,9.0,1.25,3.75,1.75,2.0,1.38,3.12,1.66,2.16,1.49,1.3,1.49,1.56,1.44,1.77,1.5,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,Helmond Sport,Den Bosch,2.5,3.6,2.6,1.02,12.0,1.18,5.0,1.55,2.45,1.26,3.5,1.47,2.6,1.52,1.22,1.53,1.13,0.88,1.35,1.24,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,Heracles,Dordrecht,1.21,6.0,9.25,1.02,28.0,1.11,6.25,1.4,2.75,1.22,4.0,1.85,1.94,1.05,1.13,4.33,2.75,1.0,1.87,1.14,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,NAC Breda,Almere City,2.68,3.5,2.32,1.03,15.0,1.22,4.2,1.72,2.1,1.3,3.2,1.57,2.3,1.55,1.29,1.4,1.38,1.25,1.46,1.48,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,Roda JC,PEC Zwolle,2.71,3.48,2.3,1.02,15.0,1.2,4.5,1.65,2.25,1.29,3.35,1.53,2.4,1.62,1.22,1.44,1.63,2.63,1.6,2.04,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,Telstar,MVV,1.72,4.02,3.83,1.03,11.0,1.2,4.33,1.6,2.25,1.3,3.4,1.57,2.3,1.2,1.25,2.05,1.33,1.25,1.43,1.13,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2022-12-16 16:00:00,18,Utrecht II,AZ II,2.85,3.6,2.3,1.02,15.0,1.22,4.2,1.7,2.15,1.29,3.3,1.6,2.25,1.62,1.22,1.44,1.0,1.0,1.61,1.38,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium First Division B,2022-12-16 16:00:00,18,FCV Dender EH,KRC Genk II,2.47,3.66,2.55,0.0,0.0,0.0,0.0,1.48,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,1.64,1.8,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium First Division B,2022-12-16 16:00:00,18,Club Brugge II,Lierse Kempenzonen,2.53,3.82,2.42,0.0,0.0,0.0,0.0,1.48,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.25,1.33,1.74,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2022-12-16 16:45:00,9,Flint Town United,The New Saints,6.37,4.9,1.34,1.01,17.0,1.13,5.25,1.41,2.54,1.22,3.8,1.68,2.0,3.0,1.15,1.11,1.0,2.43,1.12,1.71,2.83,0.0,0.0,0.0,0.0,0.0,1.62,2.0,2.4
