League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
8595,2023-01-28 21:30:00,1,Central Córdoba SdE,River Plate,4.48,3.47,1.73,1.06,11.5,1.29,3.7,1.82,1.88,1.36,3.0,1.8,1.95,2.05,1.27,1.19,0.0,0.0,0.0,0.0,0.0,3.1,7.5,1.55,1.24,1.47,1.83,2.33,3.08
Australia A-League,2023-01-29 01:00:00,14,Melbourne City FC,Adelaide United,1.61,3.7,4.75,1.03,11.0,1.2,4.33,1.7,2.1,1.29,3.5,1.67,2.1,1.14,1.23,2.35,2.6,0.86,1.99,1.72,3.71,1.39,9.7,3.78,1.13,1.27,1.51,1.95,2.38
Turkey Süper Lig,2023-01-29 07:30:00,21,İstanbulspor,Kayserispor,2.98,3.76,2.35,1.02,10.0,1.22,3.8,1.73,2.1,1.33,3.0,1.6,2.3,1.65,1.25,1.36,0.63,1.11,1.19,1.29,2.48,2.3,8.0,1.8,1.24,1.55,1.85,2.3,3.3
Portugal LigaPro,2023-01-29 08:00:00,18,Torreense,Farense,3.05,3.22,2.26,1.07,7.5,1.36,3.0,2.1,1.68,1.45,2.55,1.83,1.9,1.6,1.28,1.35,0.89,1.63,1.47,1.6,3.07,2.3,7.7,1.85,1.14,1.29,1.54,2.0,2.5
Netherlands Eredivisie,2023-01-29 08:15:00,19,Twente,Feyenoord,2.76,3.7,2.38,1.03,13.0,1.21,4.25,1.67,2.2,1.3,2.9,1.55,2.4,1.6,1.26,1.45,2.78,2.22,2.1,2.18,4.28,2.17,7.8,2.01,1.16,1.32,1.61,2.02,2.66
Poland Ekstraklasa,2023-01-29 08:30:00,18,Piast Gliwice,Jagiellonia Białystok,2.32,3.4,3.02,1.03,8.5,1.3,3.2,1.97,1.8,1.44,2.63,1.8,1.95,1.3,1.31,1.7,0.88,0.63,1.63,1.32,2.95,1.71,5.5,2.4,1.24,1.46,1.88,2.34,3.18
Italy Serie A,2023-01-29 08:30:00,20,AC Milan,Sassuolo,1.51,4.9,6.7,1.01,21.0,1.17,5.0,1.6,2.35,1.25,3.75,1.7,2.05,1.11,1.18,2.7,2.44,0.6,1.96,1.62,3.58,1.25,7.75,4.9,1.25,1.5,1.83,2.45,3.34
Romania Liga I,2023-01-29 08:30:00,23,Argeș,Botoşani,2.32,3.1,3.2,1.09,8.15,1.5,2.5,2.48,1.52,1.56,2.31,2.05,1.72,1.28,1.3,1.52,1.36,0.91,1.52,1.13,2.65,1.62,5.25,2.65,1.53,1.83,2.63,3.7,5.4
France Ligue 1,2023-01-29 09:00:00,20,Nice,Lille,2.96,3.48,2.56,1.06,8.0,1.32,3.3,2.12,1.72,1.44,2.63,1.8,1.95,1.55,1.32,1.38,1.33,1.56,1.72,1.74,3.46,2.12,7.5,1.96,1.45,1.75,2.2,2.9,3.95
Germany 3. Liga,2023-01-29 09:00:00,20,Viktoria Köln,Waldhof Mannheim,2.47,3.48,2.65,1.01,9.5,1.25,3.46,1.87,1.89,1.37,2.95,1.67,2.07,1.44,1.28,1.5,1.56,0.56,1.35,1.46,2.81,1.95,6.85,2.24,1.26,1.57,1.91,2.4,3.5
