League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-02-11 21:30:00,3,Vélez Sarsfield,Independiente,2.1,3.2,3.75,1.1,7.0,1.52,2.55,2.55,1.5,1.54,2.35,2.15,1.65,1.25,1.3,1.75,2.0,2.0,1.26,1.25,2.51,1.76,7.7,2.58,1.25,1.48,1.87,2.39,3.28
Argentina Primera División,2023-02-11 21:30:00,3,Talleres Córdoba,Boca Juniors,2.89,2.87,2.53,1.11,6.0,1.53,2.38,2.53,1.44,1.53,2.38,2.1,1.67,1.53,1.36,1.33,1.5,0.0,1.05,0.0,1.05,1.98,7.5,2.2,1.27,1.52,1.92,2.49,3.42
Australia A-League,2023-02-12 01:00:00,16,Newcastle Jets FC,Melbourne Victory FC,2.39,3.23,2.69,1.04,12.0,1.28,3.6,1.88,1.83,1.36,3.0,1.67,2.1,1.6,1.25,1.4,1.63,0.89,1.49,1.81,3.3,2.3,8.2,1.91,1.12,1.27,1.52,1.88,2.42
Australia A-League,2023-02-12 03:00:00,16,Macarthur,Wellington Phoenix,2.36,3.36,2.63,1.03,15.0,1.2,4.33,1.71,2.08,1.3,3.4,1.53,2.38,1.55,1.25,1.47,1.63,1.14,1.49,1.44,2.93,2.25,8.2,1.92,1.11,1.25,1.48,1.83,2.32
Bulgaria First League,2023-02-12 07:00:00,19,Septemvri Sofia,Arda,2.66,3.25,2.4,1.05,7.1,1.41,2.64,2.29,1.55,1.5,2.49,1.96,1.8,1.43,1.28,1.35,0.8,1.2,1.48,1.07,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal LigaPro,2023-02-12 08:00:00,20,UD Oliveirense,Porto II,2.64,3.25,2.39,1.06,8.0,1.3,3.3,1.9,1.8,1.4,2.75,1.67,2.1,1.46,1.3,1.49,1.8,1.36,1.75,1.6,3.35,2.14,7.7,1.97,1.14,1.28,1.61,1.88,2.42
Netherlands Eredivisie,2023-02-12 08:15:00,21,Sparta Rotterdam,Go Ahead Eagles,1.99,3.3,3.85,1.05,8.91,1.38,2.94,2.09,1.69,1.44,2.63,1.95,1.8,1.27,1.31,1.75,2.09,0.9,1.59,1.2,2.79,1.76,7.5,2.38,1.26,1.44,1.72,2.12,2.75
Poland Ekstraklasa,2023-02-12 08:30:00,20,Zagłębie Lubin,Piast Gliwice,2.33,3.0,3.1,1.07,7.5,1.38,2.8,2.14,1.63,1.5,2.5,1.95,1.8,1.37,1.32,1.55,0.64,1.09,1.91,1.11,3.02,1.76,10.0,2.4,1.2,1.41,1.75,2.19,2.93
Italy Serie A,2023-02-12 08:30:00,22,Udinese,Sassuolo,2.05,3.45,3.61,1.04,12.0,1.28,3.75,1.8,1.95,1.36,3.0,1.7,2.05,1.28,1.29,1.75,1.36,0.83,1.88,1.59,3.47,1.58,8.0,2.8,1.29,1.5,1.8,2.23,2.9
France Ligue 1,2023-02-12 09:00:00,23,Toulouse,Rennes,2.98,3.4,2.35,1.05,10.0,1.27,4.04,1.72,2.05,1.33,3.25,1.62,2.2,1.61,1.31,1.36,1.83,0.91,1.71,1.85,3.56,2.17,7.8,2.01,1.29,1.56,1.97,2.56,3.42
Slovenia PrvaLiga,2023-02-12 09:00:00,21,Gorica,Radomlje,2.26,3.25,2.86,1.06,8.0,1.3,3.3,1.94,1.77,1.4,2.75,1.8,1.91,1.3,1.28,1.5,0.82,0.73,1.76,1.47,3.23,1.82,7.9,2.5,1.23,1.42,1.76,2.18,2.95
Germany 3. Liga,2023-02-12 09:00:00,22,Ingolstadt,Osnabrück,2.64,3.4,2.55,1.05,9.0,1.25,3.75,1.79,1.96,1.36,3.0,1.67,2.1,1.49,1.3,1.46,1.27,1.25,1.66,1.61,3.27,1.86,7.6,2.29,1.18,1.31,1.65,2.0,2.5
