League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Ecuador Primera Categoría Serie B,2023-03-23 21:00:00,1,Chacaritas,Macará,2.78,3.05,2.43,1.09,8.4,1.46,2.55,2.14,1.58,1.51,2.39,2.1,1.65,1.5,1.33,1.36,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Catarinense 1,2023-03-23 21:00:00,0,Chapecoense,Barra do Garcas,1.8,3.23,4.42,1.06,6.55,1.5,2.35,2.37,1.52,1.49,2.36,2.63,1.44,1.08,1.26,2.23,1.54,1.46,1.62,1.25,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-03-23 22:10:00,7,América de Cali,Junior,2.17,2.93,3.25,1.11,6.0,1.53,2.38,2.43,1.52,1.52,2.44,2.1,1.71,1.27,1.35,1.52,2.6,0.25,1.88,1.39,3.27,1.64,7.5,2.78,1.5,1.88,2.38,3.14,4.7
Australia Brisbane Premier League,2023-03-24 07:30:00,4,Univ. Queensland,Centenary Stormers,3.1,3.8,1.85,0.0,0.0,0.0,0.0,1.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League 2,2023-03-24 09:45:00,16,Proodeftiki,PAO Rouf,1.31,3.97,6.33,0.0,0.0,0.0,0.0,1.78,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,1.16,1.33,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League 2,2023-03-24 10:15:00,16,Almopos,Iraklis 1908,4.77,2.95,1.66,0.0,0.0,1.53,2.35,2.46,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.5,1.21,1.45,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia 2. Liga,2023-03-24 10:30:00,22,Žilina II,Pohronie,2.02,3.22,2.75,1.03,16.25,1.2,4.1,1.63,2.15,1.29,3.24,1.52,2.46,1.23,1.24,1.95,2.0,1.09,2.17,1.54,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League 2 Division Two U23,2023-03-24 11:00:00,13,Derby County U21,Middlesbrough U21,3.92,3.92,1.64,1.01,24.0,1.1,6.5,1.28,3.21,1.2,4.15,1.38,2.75,1.9,1.19,1.33,0.0,1.75,0.97,1.67,2.64,0.0,0.0,0.0,0.0,1.63,1.8,2.43,0.0
Croatia Second NL,2023-03-24 11:30:00,20,Grobničan Čavle,Međimurje Čakovec,1.62,3.75,4.33,0.0,0.0,0.0,0.0,2.08,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.78,1.63,1.21,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey 1. Lig,2023-03-24 14:00:00,28,Samsunspor,Altınordu,1.31,4.14,6.46,1.03,15.75,1.21,3.9,1.71,2.13,1.32,3.1,1.95,1.78,1.06,1.18,2.9,2.31,0.67,2.04,1.15,3.19,1.36,8.1,3.94,1.28,1.57,1.84,2.4,0.0
Turkey 1. Lig,2023-03-24 14:00:00,28,Denizlispor,Boluspor,2.67,3.08,2.17,1.05,11.25,1.29,3.3,1.81,1.73,1.4,2.7,1.71,1.97,1.58,1.27,1.38,1.0,0.92,1.44,1.12,2.56,2.82,7.8,1.59,1.29,1.61,1.7,2.53,3.56
Slovenia 2. SNL,2023-03-24 14:00:00,22,Nafta,Brinje-Grosuplje,1.9,3.6,2.9,0.0,0.0,1.21,3.74,1.74,2.07,1.3,3.2,1.67,2.15,1.25,1.22,1.8,1.2,1.4,1.77,1.3,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia 2. SNL,2023-03-24 14:00:00,22,Triglav,Aluminij,4.51,3.78,1.51,0.0,14.0,1.17,4.2,1.63,2.15,1.29,3.24,1.63,2.22,2.11,1.21,1.16,1.0,2.5,1.58,1.51,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France National,2023-03-24 14:30:00,26,Châteauroux,Bastia-Borgo,1.36,4.25,8.0,1.03,13.75,1.25,3.75,1.75,1.95,1.37,3.14,2.05,1.73,1.06,1.17,2.86,1.46,0.25,1.79,0.82,2.61,1.17,12.5,5.5,1.26,1.57,1.94,2.44,3.34
France National,2023-03-24 14:30:00,26,Sedan,Dunkerque,2.4,2.9,2.75,1.08,7.0,1.36,3.0,2.15,1.61,1.44,2.62,1.91,1.8,1.4,1.32,1.5,1.5,1.67,1.52,1.47,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France National,2023-03-24 14:30:00,26,Villefranche,Concarneau,3.0,2.9,2.25,1.08,7.0,1.4,2.75,2.2,1.6,1.44,2.62,2.0,1.73,1.6,1.32,1.32,1.42,1.55,1.46,1.58,3.04,2.23,6.85,1.91,1.55,1.93,2.44,3.48,0.0
France National,2023-03-24 14:30:00,26,Paris 13 Atletico,Bourg-en-Bresse,2.55,2.9,2.55,1.1,6.5,1.4,2.75,2.15,1.61,1.44,2.62,2.0,1.73,1.38,1.29,1.38,1.0,1.46,1.48,1.4,2.88,1.93,6.9,2.2,1.55,1.96,2.45,3.56,0.0
France National,2023-03-24 14:30:00,26,Red Star,Orléans,1.67,3.3,4.8,1.04,7.8,1.35,2.84,2.1,1.67,1.45,2.6,1.97,1.71,1.22,1.29,1.84,1.5,1.38,1.72,1.28,3.0,1.5,7.5,3.14,1.48,1.83,2.26,3.2,0.0
France National,2023-03-24 14:30:00,26,Cholet,Versailles,2.25,3.0,2.9,1.08,7.0,1.36,3.0,2.15,1.61,1.44,2.62,1.91,1.8,1.5,1.32,1.38,1.85,1.33,1.29,1.24,2.53,2.01,7.1,2.09,1.33,1.68,2.08,2.75,3.92
France National,2023-03-24 14:30:00,26,Stade Briochin,Nancy,2.6,2.88,2.63,0.0,0.0,1.51,2.39,2.5,1.5,0.0,0.0,2.1,1.67,0.0,0.0,0.0,0.92,1.17,1.43,1.23,2.66,1.9,7.0,2.23,1.37,1.68,2.17,2.93,0.0
France National,2023-03-24 14:30:00,26,Avranches,Le Puy F.43 Auvergne,2.15,3.0,3.1,1.08,7.0,1.4,2.75,2.15,1.61,1.44,2.62,1.91,1.8,1.28,1.28,1.57,1.42,1.15,1.36,1.18,2.54,1.67,7.4,2.61,1.4,1.76,2.21,3.04,3.85
Germany 3. Liga,2023-03-24 15:00:00,29,Hallescher FC,MSV Duisburg,2.12,3.15,2.7,1.05,9.0,1.29,3.5,1.7,1.85,1.36,3.0,1.67,2.1,1.28,1.25,1.68,1.14,1.36,1.7,1.36,3.06,1.52,8.1,3.08,1.17,1.26,1.55,1.85,2.25
Scotland League One,2023-03-24 16:30:00,30,Clyde,Airdrieonians,4.1,3.6,1.67,1.03,14.5,1.21,3.95,1.61,2.23,1.32,3.1,1.73,2.0,2.15,1.22,1.17,0.79,1.21,1.21,1.57,2.78,3.78,9.5,1.36,0.0,1.29,1.5,1.85,2.43
Scotland Championship,2023-03-24 16:45:00,30,Ayr United,Cove Rangers,1.55,3.9,4.6,1.0,10.5,1.25,3.75,1.8,2.05,1.34,3.05,1.8,1.95,1.11,1.18,2.35,1.43,0.5,1.51,1.13,2.64,1.35,9.5,3.85,1.23,1.43,1.75,2.25,3.05
Republic of Ireland First Division,2023-03-24 16:45:00,6,Treaty United,Waterford,4.35,3.9,1.58,1.01,10.0,1.23,3.62,1.75,2.03,1.36,3.11,1.81,1.89,1.94,1.19,1.16,0.0,3.0,1.56,1.76,3.32,2.96,8.2,1.55,1.38,1.63,2.01,2.52,0.0
Republic of Ireland First Division,2023-03-24 16:45:00,6,Kerry,Athlone Town,3.35,3.5,1.87,0.0,0.0,0.0,0.0,1.75,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.84,1.32,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Ireland First Division,2023-03-24 16:45:00,6,Galway United,Longford Town,1.35,4.4,6.6,1.04,10.0,1.25,3.6,1.72,1.93,1.33,3.0,2.1,1.65,1.07,1.2,3.0,3.0,1.0,2.41,0.64,3.05,1.26,9.6,4.8,1.33,1.56,1.91,2.41,0.0
Republic of Ireland First Division,2023-03-24 16:45:00,6,Bray Wanderers,Wexford,2.04,3.3,3.05,1.01,9.4,1.26,3.4,1.78,2.0,1.39,2.98,1.7,2.1,1.33,1.28,1.63,2.0,0.5,1.58,1.48,3.06,1.75,7.7,2.48,0.0,1.54,1.78,2.23,3.05
Wales Welsh Premier League,2023-03-24 16:45:00,6,Connah's Quay,Newtown,1.53,3.9,4.75,1.02,14.0,1.22,4.0,1.85,1.88,1.33,3.14,1.74,2.04,1.13,1.21,2.31,2.43,1.31,1.52,1.26,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotland League One,2023-03-24 16:45:00,30,Falkirk,Kelty Hearts,1.49,3.9,5.2,1.03,16.25,1.2,4.07,1.68,2.12,1.32,3.15,1.8,1.91,1.14,1.18,2.35,2.29,0.86,1.66,1.1,2.76,1.3,9.6,4.3,1.22,1.42,1.74,2.23,3.0
