League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South America Copa Libertadores,2023-03-01 21:00:00,0,Independiente Medellín,CD El Nacional,1.5,3.59,5.12,1.03,9.0,1.29,3.3,1.92,1.8,1.4,2.75,2.0,1.77,1.1,1.2,2.3,1.0,2.33,0.0,2.66,2.66,1.26,7.0,4.45,1.28,1.52,1.83,2.35,3.1
South America Copa Libertadores,2023-03-01 21:30:00,0,Atlético Mineiro,Carabobo,1.11,6.16,12.81,1.03,13.0,1.17,4.75,1.58,2.26,1.29,3.24,2.6,1.47,1.01,1.06,5.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.53,1.9,2.35
Serbia SuperLiga,2023-03-02 10:00:00,24,Radnički Kragujevac,Bačka Topola,3.0,2.9,2.25,1.05,0.0,1.38,2.71,2.2,1.53,1.44,2.63,1.91,1.8,1.58,0.0,1.33,1.27,2.0,1.49,1.44,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-03-02 12:00:00,28,CFR Cluj,UTA Arad,1.44,3.6,8.0,1.1,8.0,1.44,2.4,2.5,1.5,1.48,2.48,2.9,1.38,1.1,1.24,2.65,2.08,0.62,1.85,1.31,3.16,1.34,8.0,4.2,1.44,1.95,2.38,3.3,4.75
Serbia SuperLiga,2023-03-02 14:00:00,24,Kolubara,Javor Ivanjica,2.35,3.0,2.87,1.08,8.9,1.36,3.05,2.1,1.6,1.45,2.55,1.83,1.83,1.4,1.38,1.48,1.91,0.91,1.35,1.32,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-03-02 15:00:00,28,FCSB,Petrolul 52,1.44,3.7,8.0,1.05,9.0,1.37,3.15,2.25,1.53,1.4,2.7,2.25,1.61,1.12,1.22,2.6,1.77,0.92,1.97,1.26,3.23,1.3,8.5,4.6,1.37,1.67,2.16,2.95,4.2
South America Copa Libertadores,2023-03-02 19:00:00,0,Club Always Ready,Magallanes,1.37,4.33,9.25,1.06,8.0,1.29,3.5,1.85,1.83,1.36,2.85,2.2,1.64,1.07,1.2,2.95,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2023-03-02 19:00:00,6,Tacuary,Sportivo Ameliano,2.62,3.0,2.45,0.0,0.0,0.0,0.0,2.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.34,1.45,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera División,2023-03-02 20:30:00,7,Universidad Chile,Unión La Calera,2.3,3.25,2.65,1.05,11.0,1.3,3.5,1.61,2.05,1.36,2.9,1.75,2.05,1.35,1.25,1.7,2.0,0.67,1.89,1.64,3.53,1.64,8.0,2.67,1.29,1.57,2.0,2.65,3.4
South America Copa Libertadores,2023-03-02 21:00:00,0,Fortaleza,Deportivo Maldonado,1.33,3.73,8.41,1.07,7.5,1.4,2.75,2.1,1.67,1.42,2.6,2.5,1.5,1.03,1.25,2.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America Copa Libertadores,2023-03-02 21:00:00,0,Millonarios,CD Universidad Católica,1.62,3.14,4.87,0.0,0.0,0.0,0.0,2.15,1.66,1.44,2.63,2.1,1.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
