League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Uruguay Primera División,2023-02-19 21:00:00,3,Peñarol,Boston River,1.55,3.75,5.61,1.05,8.0,1.33,3.0,2.03,1.7,1.42,2.45,2.04,1.69,1.12,1.24,2.23,3.0,1.5,1.9,1.4,3.3,1.4,8.5,3.4,1.4,1.74,2.16,3.1,4.4
Argentina Primera División,2023-02-19 21:30:00,4,Talleres Córdoba,Central Córdoba SdE,1.73,3.4,5.0,1.08,7.0,1.4,2.85,2.2,1.6,1.44,2.63,2.1,1.67,1.15,1.29,2.24,2.0,0.5,1.5,1.28,2.78,1.34,9.0,3.88,1.25,1.54,1.95,2.31,3.28
Argentina Primera División,2023-02-19 21:30:00,4,Independiente,Defensa y Justicia,2.05,3.1,3.8,1.1,6.5,1.45,2.6,2.45,1.48,1.53,2.38,2.1,1.67,1.25,1.28,1.75,0.0,3.0,1.63,1.15,2.78,1.34,9.5,4.06,1.19,1.39,1.68,2.05,2.84
Bulgaria First League,2023-02-20 09:30:00,20,Hebar 1918,Spartak Varna,2.04,3.29,2.73,1.07,7.0,1.38,2.8,2.15,1.57,1.44,2.63,1.8,1.91,1.44,1.33,1.3,0.6,0.3,1.14,1.02,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-02-20 12:00:00,26,Botoşani,Sepsi,3.2,3.05,2.33,1.08,8.75,1.4,2.8,2.33,1.57,1.48,2.5,1.95,1.8,1.63,1.28,1.22,1.38,1.54,1.54,1.66,3.2,2.6,7.5,1.67,1.36,1.61,1.97,2.5,3.3
Egypt Egyptian Premier League,2023-02-20 12:00:00,19,El Daklyeh FC,Al Ittihad,3.65,2.85,2.12,1.05,7.1,1.45,2.65,2.3,1.55,1.5,2.48,2.0,1.77,1.74,1.33,1.27,0.6,1.44,1.15,1.42,2.57,2.48,7.5,1.77,1.26,1.56,1.93,2.41,3.34
Greece Super League,2023-02-20 13:00:00,23,Atromitos,Levadiakos,1.7,3.35,5.0,1.09,7.5,1.45,2.7,2.4,1.54,1.5,2.5,2.05,1.7,1.17,1.25,2.05,1.82,0.25,1.32,0.96,2.28,1.69,8.0,2.63,1.34,1.63,2.1,2.9,4.5
Egypt Egyptian Premier League,2023-02-20 14:00:00,19,ENPPI,El Geish,2.8,2.6,2.75,1.08,6.05,1.5,2.38,2.4,1.39,1.53,2.4,2.02,1.71,1.35,1.41,1.38,0.56,0.6,1.14,1.27,2.41,2.03,6.5,2.15,1.33,1.57,1.98,2.55,3.4
Greece Super League,2023-02-20 14:30:00,23,OFI,Aris,2.88,3.2,2.6,1.08,8.5,1.42,2.8,2.25,1.62,1.5,2.5,1.95,1.8,1.51,1.34,1.4,0.83,0.92,1.53,1.33,2.86,2.2,7.5,1.91,1.46,1.88,2.45,3.5,4.4
Poland Ekstraklasa,2023-02-20 15:00:00,21,Radomiak Radom,Jagiellonia Białystok,2.1,3.25,3.6,1.02,8.8,1.29,3.24,2.06,1.73,1.4,2.75,1.8,1.95,1.3,1.3,1.75,1.27,0.73,1.76,1.3,3.06,1.59,8.5,2.78,1.22,1.42,1.74,2.23,3.0
Denmark Superliga,2023-02-20 15:00:00,18,Viborg,Midtjylland,2.35,3.45,2.95,1.06,9.35,1.33,3.3,1.9,1.9,1.4,2.75,1.8,1.95,1.38,1.33,1.53,2.0,1.89,1.94,1.37,3.31,1.87,7.7,2.41,1.22,1.44,1.81,2.28,3.04
Germany 3. Liga,2023-02-20 15:00:00,23,VfB Oldenburg,Hallescher FC,2.7,3.25,2.35,1.04,12.0,1.25,3.75,1.74,1.9,1.36,3.0,1.67,2.1,1.53,1.25,1.44,0.83,0.55,1.54,1.16,2.7,1.93,7.5,2.2,1.19,1.31,1.57,1.98,2.6
Romania Liga I,2023-02-20 15:00:00,26,U Craiova 1948,Voluntari,2.25,3.0,3.45,1.09,6.5,1.49,2.55,2.55,1.49,1.56,2.31,2.15,1.65,1.2,1.28,1.75,1.54,0.85,1.73,1.26,2.99,1.75,7.5,2.45,1.39,1.72,2.21,2.93,4.4
Netherlands Eerste Divisie,2023-02-20 16:00:00,25,Ajax II,MVV,1.85,3.92,3.38,1.02,13.0,1.11,6.5,1.34,2.82,1.22,4.0,1.4,2.75,1.3,1.18,1.95,1.31,0.85,1.37,1.15,2.52,1.67,7.9,2.78,1.27,1.56,1.93,2.41,3.28
