League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Brazil Serie A,2023-04-15 21:00:00,1,Atlético Mineiro,Vasco da Gama,1.57,4.04,5.9,1.02,9.5,1.25,3.5,1.95,1.85,1.43,3.01,1.91,1.91,1.15,1.25,2.3,0.0,0.0,0.0,0.0,0.0,1.44,8.8,3.54,1.17,1.33,1.83,1.9,2.43
Argentina Primera División,2023-04-15 21:30:00,12,Gimnasia La Plata,Belgrano,2.4,2.9,3.2,1.11,6.5,1.49,2.45,2.45,1.49,1.55,2.25,2.05,1.66,1.34,1.38,1.53,2.0,1.67,1.6,1.34,2.94,1.82,8.0,2.33,1.2,1.41,1.73,2.17,2.84
Argentina Primera División,2023-04-15 21:30:00,12,Huracán,Argentinos Juniors,2.2,3.1,3.4,1.09,6.75,1.44,2.75,2.35,1.57,1.51,2.37,1.98,1.73,1.3,1.35,1.63,1.4,0.67,1.37,1.79,3.16,1.75,8.0,2.52,1.31,1.58,1.95,2.62,3.56
USA MLS,2023-04-15 21:30:00,0,Austin,Vancouver Whitecaps,1.95,3.7,3.55,1.01,11.0,1.22,4.3,1.67,2.07,1.32,3.15,1.62,2.25,1.28,1.22,1.87,1.33,0.67,1.29,1.46,2.75,1.46,8.0,3.3,1.17,1.32,1.58,2.0,2.6
USA MLS,2023-04-15 21:30:00,0,Chicago Fire,Philadelphia Union,2.58,3.3,2.67,1.02,9.5,1.25,3.5,1.83,1.91,1.39,3.13,1.66,2.14,1.47,1.32,1.37,1.5,0.0,1.15,1.42,2.57,1.98,6.85,2.26,1.23,1.46,1.83,2.32,3.08
USA MLS,2023-04-15 21:30:00,0,FC Dallas,Real Salt Lake,1.73,3.8,4.47,1.04,10.0,1.25,3.85,1.7,2.03,1.38,3.0,1.78,1.95,1.18,1.25,2.05,1.75,1.0,1.38,1.24,2.62,1.38,8.0,4.1,1.21,1.48,1.73,2.1,2.7
USA MLS,2023-04-15 21:30:00,0,Minnesota United,Orlando City,2.09,3.4,3.42,1.05,11.75,1.29,3.65,1.9,1.8,1.38,2.85,1.72,2.1,1.35,1.32,1.65,1.0,2.0,1.02,1.18,2.2,1.52,7.5,3.05,1.24,1.44,1.8,2.3,3.1
USA MLS,2023-04-15 21:30:00,0,St. Louis City,FC Cincinnati,2.35,3.5,2.83,1.01,10.25,1.22,3.72,1.7,2.08,1.35,3.05,1.63,2.19,1.49,1.3,1.51,2.0,1.67,1.69,1.61,3.3,1.71,7.0,2.55,1.24,1.44,1.8,2.3,3.15
Chile Primera División,2023-04-15 21:30:00,10,Copiapó,Huachipato,2.85,3.35,2.4,1.05,9.5,1.26,3.5,1.83,1.95,1.36,3.0,1.67,2.1,1.55,1.31,1.39,0.5,2.4,1.74,1.47,3.21,2.05,7.5,2.05,1.37,1.68,2.12,2.84,4.1
USA MLS,2023-04-15 23:30:00,0,SJ Earthquakes,Sporting KC,2.14,3.4,3.29,1.04,12.0,1.25,3.75,1.81,1.93,1.38,3.0,1.68,2.15,1.33,1.25,1.72,2.5,0.5,1.56,1.56,3.12,1.63,7.2,2.94,1.23,1.46,1.8,2.29,3.04
USA MLS,2023-04-15 23:30:00,0,Portland Timbers,Seattle Sounders,3.08,3.55,2.18,1.04,13.0,1.22,4.0,1.72,2.0,1.36,3.1,1.57,2.25,1.57,1.25,1.44,1.33,2.0,1.13,1.12,2.25,2.13,6.65,2.11,1.19,1.38,1.67,2.09,2.71
Australia A-League,2023-04-16 00:00:00,24,Wellington Phoenix,Brisbane Roar,2.2,3.45,3.12,1.03,14.75,1.22,3.8,1.8,1.95,1.37,3.24,1.66,2.18,1.35,1.3,1.63,1.35,1.13,1.47,1.43,2.9,1.83,8.5,2.2,1.15,1.31,1.57,1.98,2.53
Japan J2 League,2023-04-16 01:00:00,10,Ventforet Kofu,Tochigi,1.94,3.5,3.94,1.05,8.75,1.5,2.5,2.09,1.74,1.48,2.5,1.95,1.75,1.23,1.29,1.86,1.4,0.25,1.29,0.86,2.15,0.0,0.0,0.0,0.0,1.57,1.91,2.4,0.0
