League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2023-01-15 01:00:00,12,Western Sydney Wanderers,Melbourne City FC,3.2,3.25,2.1,1.05,9.5,1.26,3.5,1.84,1.97,1.36,3.0,1.67,2.1,1.66,1.3,1.33,2.0,2.4,1.4,1.72,3.12,2.35,8.0,1.89,1.21,1.29,1.55,1.93,2.5
Australia A-League,2023-01-15 03:00:00,12,Western United,Newcastle Jets FC,1.84,3.45,3.85,1.01,11.0,1.2,3.9,1.87,1.94,1.32,3.1,1.62,2.15,1.22,1.2,1.95,1.33,1.0,1.74,1.25,2.99,1.5,8.7,3.34,1.14,1.25,1.48,1.83,2.32
Turkey Süper Lig,2023-01-15 07:30:00,19,Ümraniyespor,İstanbulspor,1.89,3.75,3.6,1.02,12.0,1.2,4.3,1.7,2.17,1.34,3.0,1.55,2.25,1.25,1.27,1.85,0.56,0.78,1.67,1.4,3.07,1.4,9.0,3.5,1.19,1.37,1.68,2.15,2.9
Portugal LigaPro,2023-01-15 08:00:00,16,CD Feirense,Academico Viseu,2.25,3.1,3.0,1.05,7.5,1.32,3.1,2.12,1.68,1.46,2.5,1.83,1.9,1.37,1.36,1.59,1.14,1.71,2.01,1.68,3.69,1.71,5.75,2.35,1.13,1.24,1.43,1.74,2.2
Netherlands Eredivisie,2023-01-15 08:15:00,16,Vitesse,NEC,1.91,3.75,3.7,1.02,12.0,1.2,4.3,1.68,2.18,1.33,3.25,1.57,2.25,1.27,1.3,1.7,0.71,1.29,1.59,1.52,3.11,1.63,7.5,2.7,1.2,1.33,1.62,2.04,2.69
Netherlands Eerste Divisie,2023-01-15 08:15:00,20,Almere City,Willem II,2.65,3.2,2.5,1.02,9.5,1.2,3.9,1.67,2.05,1.32,3.1,1.55,2.25,1.42,1.3,1.45,2.11,1.6,1.53,1.48,3.01,2.38,7.7,1.82,1.18,1.34,1.61,2.02,2.7
Italy Serie A,2023-01-15 08:30:00,18,Sassuolo,Lazio,3.0,3.65,2.25,1.03,11.0,1.25,3.8,1.77,2.06,1.36,3.0,1.62,2.2,1.65,1.28,1.36,1.38,1.75,1.5,1.28,2.78,2.08,7.4,2.12,1.32,1.68,2.07,2.77,3.84
France Ligue 1,2023-01-15 09:00:00,19,Lille,Troyes,1.37,5.0,7.5,1.01,13.0,1.17,4.7,1.7,2.15,1.29,3.5,1.8,1.95,1.06,1.18,2.95,1.89,1.0,1.83,1.5,3.33,1.35,10.0,4.3,1.33,1.57,1.91,2.4,3.2
Germany 3. Liga,2023-01-15 09:00:00,18,Dynamo Dresden,Meppen,1.65,3.7,4.5,1.05,9.0,1.28,3.5,1.74,2.04,1.36,3.0,1.8,1.91,1.19,1.27,2.05,1.33,0.63,1.76,1.3,3.06,1.33,9.2,4.3,1.24,1.55,1.88,2.3,3.3
Belgium Pro League,2023-01-15 09:30:00,20,Club Brugge,RSC Anderlecht,1.9,3.85,3.6,1.03,13.0,1.22,4.0,1.74,2.1,1.33,3.25,1.67,2.1,1.3,1.27,1.77,2.1,1.11,2.11,1.27,3.38,1.52,8.3,3.24,1.24,1.48,1.73,2.1,2.7
Germany 3. Liga,2023-01-15 10:00:00,18,Bayreuth,Borussia Dortmund II,2.7,3.2,2.4,1.06,8.0,1.3,3.3,1.78,1.98,1.4,2.75,1.73,2.0,1.55,1.3,1.4,1.0,1.0,1.3,1.28,2.58,2.01,7.7,2.15,1.2,1.48,1.73,2.1,2.7
Spain Segunda División,2023-01-15 10:00:00,23,SD Eibar,Málaga CF,1.6,3.35,5.8,1.06,7.75,1.48,2.5,2.43,1.52,1.55,2.46,2.4,1.52,1.14,1.25,2.15,2.45,0.55,1.81,1.32,3.13,1.37,9.0,3.7,1.24,1.46,1.95,2.37,3.3
Spain La Liga,2023-01-15 10:00:00,17,Getafe CF,RCD Espanyol,2.65,3.0,2.85,1.13,6.0,1.55,2.45,2.56,1.41,1.57,2.25,2.1,1.67,1.38,1.42,1.57,1.13,1.0,1.2,1.1,2.3,1.93,7.4,2.3,1.36,1.7,2.13,2.79,3.98
Turkey Süper Lig,2023-01-15 10:00:00,19,Kasımpaşa,Fatih Karagümrük,2.04,3.4,3.2,1.02,12.0,1.17,4.7,1.58,2.38,1.33,3.6,1.47,2.65,1.44,1.3,1.7,1.11,1.0,1.7,1.39,3.09,1.62,8.0,2.75,1.19,1.55,1.85,2.3,2.9
Italy Serie B,2023-01-15 10:00:00,20,Südtirol,Brescia,2.5,3.15,2.75,1.08,6.5,1.43,2.63,2.23,1.62,1.5,2.5,2.0,1.75,1.36,1.35,1.53,1.2,1.0,1.43,1.48,2.91,2.5,7.7,1.82,1.29,1.53,1.98,2.55,3.5
Netherlands Eredivisie,2023-01-15 10:30:00,16,Fortuna Sittard,PSV,6.15,4.75,1.45,1.01,11.0,1.12,5.1,1.46,2.46,1.25,3.75,1.8,1.95,3.25,1.15,1.07,0.88,1.71,1.67,2.11,3.78,4.0,8.5,1.33,1.2,1.31,1.59,1.99,2.61
Netherlands Eredivisie,2023-01-15 10:30:00,16,Go Ahead Eagles,Utrecht,3.35,3.4,2.1,1.02,12.0,1.2,4.3,1.73,2.12,1.3,3.4,1.57,2.25,1.6,1.3,1.33,1.13,1.86,1.65,1.64,3.29,2.7,7.5,1.63,1.16,1.28,1.53,1.9,2.45
Netherlands Eerste Divisie,2023-01-15 10:30:00,20,Heracles,PEC Zwolle,2.05,3.6,3.1,1.01,11.0,1.17,4.3,1.6,2.2,1.3,3.2,1.52,2.35,1.25,1.28,1.7,2.78,2.63,1.84,2.04,3.88,2.0,5.5,2.0,1.29,1.24,1.43,1.74,2.2
France Ligue 1,2023-01-15 11:00:00,19,Angers SCO,Clermont,2.32,3.55,2.85,1.04,12.0,1.3,3.6,2.0,1.81,1.4,2.75,1.7,2.05,1.44,1.28,1.53,0.44,1.33,1.47,1.25,2.72,1.78,7.6,2.6,1.4,1.67,2.1,2.63,3.6
France Ligue 1,2023-01-15 11:00:00,19,Montpellier,Nantes,2.63,3.6,2.5,1.04,9.5,1.25,3.8,1.85,1.95,1.36,3.0,1.67,2.1,1.4,1.32,1.52,1.11,0.44,1.43,1.52,2.95,1.9,7.9,2.35,1.29,1.48,1.73,2.1,2.7
France Ligue 1,2023-01-15 11:00:00,19,Reims,Nice,2.45,3.45,2.75,1.06,8.0,1.33,3.2,2.2,1.68,1.44,2.63,1.8,1.95,1.32,1.37,1.57,1.5,1.33,1.86,1.3,3.16,1.82,7.7,2.5,1.33,1.55,1.91,2.38,3.0
France Ligue 1,2023-01-15 11:00:00,19,Toulouse,Brest,2.12,3.65,3.15,1.03,11.0,1.25,3.8,1.84,1.96,1.36,3.0,1.67,2.1,1.25,1.32,1.75,1.67,0.78,1.66,1.44,3.1,1.6,8.5,3.0,1.3,1.5,1.8,2.25,2.9
Italy Serie A,2023-01-15 11:00:00,18,Torino,Spezia,1.65,3.75,5.3,1.05,11.0,1.33,3.4,2.0,1.81,1.4,2.75,2.0,1.75,1.15,1.25,2.2,1.5,0.38,1.42,1.33,2.75,1.48,8.3,3.44,1.31,1.69,2.1,2.69,3.74
Italy Serie A,2023-01-15 11:00:00,18,Udinese,Bologna,1.89,3.55,4.2,1.06,10.0,1.32,3.4,1.85,1.95,1.4,2.75,1.8,1.95,1.26,1.36,1.88,1.63,0.5,1.74,1.21,2.95,1.64,7.8,2.86,1.27,1.61,1.98,2.5,3.42
England Premier League,2023-01-15 11:00:00,20,Newcastle United,Fulham,1.6,4.25,5.25,1.04,11.0,1.25,3.86,1.75,2.08,1.33,3.25,1.8,1.95,1.15,1.24,2.62,2.11,1.44,2.08,1.37,3.45,1.25,7.25,4.75,1.22,1.36,1.69,2.07,2.35
England Premier League,2023-01-15 11:00:00,20,Chelsea,Crystal Palace,1.62,4.0,5.5,1.02,8.8,1.3,3.26,1.95,1.85,1.4,2.75,1.95,1.8,1.18,1.28,2.3,1.75,1.13,1.44,1.3,2.74,1.35,6.75,3.85,1.3,1.54,1.88,2.34,2.95
Portugal LigaPro,2023-01-15 11:00:00,16,CD Nacional,Estrela Amadora,2.23,3.35,2.88,1.05,8.0,1.25,3.5,1.87,1.88,1.41,2.96,1.73,2.11,1.46,1.32,1.53,1.0,1.43,1.68,1.26,2.94,1.95,5.5,2.05,1.15,1.24,1.43,1.74,2.2
Greece Super League,2023-01-15 11:00:00,18,AEK Athens,Panaitolikos,1.13,7.0,14.0,1.02,17.0,1.2,4.5,1.58,2.28,1.3,3.4,2.75,1.4,1.02,1.08,5.25,2.63,1.5,2.27,0.92,3.19,1.07,13.0,10.5,1.32,1.6,2.05,2.75,4.0
