League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Colombia Categoria Primera A,2023-04-19 22:00:00,12,Boyacá Chicó,América de Cali,2.76,2.9,2.58,1.07,7.5,1.33,3.25,2.19,1.6,1.4,2.75,1.8,1.91,1.5,1.33,1.4,2.67,1.4,1.61,1.45,3.06,1.95,7.5,2.1,1.5,1.92,2.6,0.0,0.0
Mexico Ascenso MX,2023-04-19 22:05:00,17,Celaya,CA La Paz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.31,1.42,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico Ascenso MX,2023-04-20 00:05:00,17,Raya2,Tepatitlán de Morelos,2.15,3.1,3.1,1.05,8.0,1.33,3.0,1.91,1.74,1.43,2.63,1.8,1.91,1.3,1.33,1.65,1.0,1.06,1.72,1.22,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2023-04-20 08:35:00,2,Wuhan Three Towns,Beijing Guoan,2.2,3.55,2.74,1.05,9.0,1.28,3.5,1.67,2.0,1.33,3.25,1.62,2.2,1.33,1.29,1.67,0.0,0.0,1.22,0.0,1.22,1.55,6.0,2.8,1.33,1.65,2.08,2.38,3.74
Turkey Süper Lig,2023-04-20 11:00:00,30,Ankaragücü,Giresunspor,2.0,3.7,3.45,1.05,9.75,1.22,3.9,1.89,1.87,1.33,3.0,1.6,2.15,1.34,1.31,1.77,1.31,0.86,1.64,1.37,3.01,1.5,8.5,3.1,1.24,1.55,1.85,2.3,3.15
Serbia SuperLiga,2023-04-20 12:15:00,30,Čukarički,Partizan,2.9,3.05,2.44,1.05,8.0,1.33,3.0,2.11,1.63,1.42,2.65,1.8,1.91,1.4,1.33,1.35,2.29,2.21,1.7,1.63,3.33,2.69,5.6,1.82,1.36,1.64,2.1,2.8,4.0
Denmark 1st Division,2023-04-20 13:00:00,4,Næstved,Vejle,4.0,3.35,1.83,1.04,12.5,1.25,3.55,1.81,2.01,1.36,3.0,1.8,1.91,2.09,1.26,1.2,1.46,2.08,1.73,1.66,3.39,2.73,9.3,1.62,1.25,1.49,1.9,2.39,3.2
Turkey Süper Lig,2023-04-20 14:30:00,30,Sivasspor,Trabzonspor,2.62,3.35,2.38,1.06,9.0,1.29,3.3,1.74,1.9,1.39,2.75,1.71,2.0,1.49,1.31,1.44,1.15,1.08,1.71,1.84,3.55,2.1,7.5,2.0,1.33,1.67,2.13,2.9,4.1
Egypt Egyptian Premier League,2023-04-20 16:15:00,26,Al Masry,Ismaily SC,2.29,2.73,3.15,1.13,5.5,1.56,2.28,2.71,1.33,1.67,2.1,2.38,1.53,1.26,1.36,1.53,1.58,1.09,1.67,1.39,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-04-20 16:15:00,26,Ceramica Cleopatra,Al Ittihad,1.99,2.93,3.65,1.05,7.75,1.42,2.6,2.17,1.52,1.5,2.56,1.98,1.74,1.27,1.31,1.5,1.31,1.33,1.51,1.52,3.03,1.67,9.1,2.53,1.19,1.38,1.74,2.15,2.79
