League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2023-01-21 23:00:00,13,Wellington Phoenix,Central Coast Mariners,2.6,3.6,2.6,1.02,15.0,1.18,5.0,1.57,2.4,1.29,3.5,1.5,2.5,1.47,1.28,1.5,1.5,1.4,1.73,1.67,3.4,1.82,8.5,2.32,1.16,1.26,1.47,1.88,2.35
Australia A-League,2023-01-22 01:00:00,13,Newcastle Jets FC,Western Sydney Wanderers,2.55,3.4,2.65,1.05,11.0,1.3,3.4,1.9,1.87,1.4,2.75,1.75,2.0,1.55,1.3,1.41,1.17,1.29,1.46,1.56,3.02,2.1,8.5,1.91,1.17,1.26,1.47,1.9,2.35
Turkey Süper Lig,2023-01-22 07:30:00,20,Gazişehir Gaziantep,Sivasspor,2.7,3.25,2.55,1.02,8.8,1.3,3.26,1.73,1.88,1.4,2.86,1.75,2.03,1.51,1.31,1.45,1.11,1.0,1.67,1.34,3.01,1.95,8.0,2.1,1.26,1.57,1.91,2.4,3.5
Portugal LigaPro,2023-01-22 08:00:00,17,Sporting Covilhã,Moreirense FC,4.35,3.4,1.75,1.01,9.5,1.26,3.48,1.94,1.71,1.37,2.94,1.91,1.8,1.91,1.21,1.15,0.33,2.0,1.44,1.75,3.19,3.5,6.75,1.34,1.18,1.29,1.61,1.88,2.41
Netherlands Eredivisie,2023-01-22 08:15:00,17,Heerenveen,Groningen,1.82,3.55,3.85,1.03,11.0,1.25,3.8,1.62,2.12,1.36,3.0,1.8,1.95,1.23,1.29,2.06,1.56,0.56,1.68,1.08,2.76,1.39,9.1,3.96,1.2,1.34,1.65,2.1,2.77
Netherlands Eerste Divisie,2023-01-22 08:15:00,21,ADO Den Haag,Utrecht II,1.78,3.75,4.33,1.03,15.0,1.22,4.2,1.7,2.15,1.3,3.2,1.65,2.18,1.22,1.24,2.05,1.18,0.73,1.91,1.38,3.29,1.57,8.0,2.97,1.18,1.34,1.61,2.02,2.7
Italy Serie A,2023-01-22 08:30:00,19,Sampdoria,Udinese,3.65,3.3,1.95,1.07,9.0,1.4,3.0,1.99,1.71,1.44,2.63,1.95,1.8,1.71,1.32,1.28,0.2,1.5,1.13,1.62,2.75,2.45,7.5,1.83,1.32,1.61,2.07,2.73,3.74
Germany 3. Liga,2023-01-22 09:00:00,19,VfB Oldenburg,Dynamo Dresden,3.0,3.4,2.13,1.05,9.25,1.29,3.3,1.74,1.9,1.4,2.75,1.73,2.0,1.85,1.22,1.2,0.9,1.56,1.58,1.24,2.82,3.32,8.3,1.49,1.27,1.53,1.85,2.3,3.4
England Championship,2023-01-22 09:00:00,28,Sunderland,Middlesbrough,2.64,3.2,2.44,1.06,10.0,1.35,3.25,1.95,1.7,1.4,2.75,1.8,1.91,1.53,1.33,1.44,1.36,1.27,1.46,1.5,2.96,2.43,7.5,1.81,1.23,1.48,1.73,2.1,2.7
Belgium Pro League,2023-01-22 09:30:00,22,Royal Antwerp FC,Standard Liège,1.73,3.65,4.05,1.05,9.75,1.26,3.5,1.74,1.9,1.36,3.04,1.75,1.95,1.22,1.28,2.0,2.55,1.27,1.72,1.31,3.03,1.58,7.5,2.88,1.2,1.41,1.73,2.23,2.7
Germany 3. Liga,2023-01-22 10:00:00,19,Hallescher FC,Wehen Wiesbaden,3.0,3.4,2.13,1.05,9.25,1.28,3.4,1.74,1.9,1.4,2.75,1.8,1.91,1.88,1.29,1.23,1.4,1.7,1.54,1.77,3.31,3.05,8.3,1.55,1.18,1.29,1.55,1.85,2.3
Spain Segunda División,2023-01-22 10:00:00,24,Leganés,Levante UD,2.52,3.0,2.66,1.1,6.5,1.53,2.55,2.4,1.45,1.5,2.5,2.09,1.7,1.44,1.36,1.4,1.92,1.58,1.4,1.37,2.77,1.95,7.5,2.1,1.32,1.6,2.05,2.8,4.0
Spain La Liga,2023-01-22 10:00:00,18,Villarreal,Girona FC,1.65,3.7,4.45,1.04,10.0,1.25,3.8,1.77,1.87,1.33,3.25,1.75,2.0,1.19,1.22,1.97,2.38,0.67,1.85,1.49,3.34,1.43,8.5,3.7,1.31,1.6,2.07,2.73,3.74
Turkey Süper Lig,2023-01-22 10:00:00,20,Alanyaspor,Fatih Karagümrük,2.05,3.6,3.1,1.03,19.0,1.15,5.17,1.58,2.19,1.29,3.5,1.5,2.5,1.3,1.26,1.82,1.9,1.0,1.64,1.43,3.07,1.5,8.5,3.0,1.24,1.53,1.9,2.3,3.3
Turkey Süper Lig,2023-01-22 10:00:00,20,Kayserispor,Beşiktaş,3.2,3.6,2.01,1.04,15.0,1.21,4.22,1.58,2.19,1.33,3.25,1.62,2.2,1.75,1.29,1.33,1.6,1.67,1.68,1.72,3.4,2.4,8.0,1.73,1.24,1.57,1.93,2.4,3.3
Switzerland Super League,2023-01-22 10:15:00,17,Sion,Lugano,2.26,3.4,2.89,1.05,9.0,1.28,3.5,1.81,1.87,1.36,3.0,1.73,2.0,1.38,1.3,1.58,0.89,1.56,1.78,1.73,3.51,1.95,8.0,2.1,1.22,1.44,1.73,2.1,2.7
Netherlands Eredivisie,2023-01-22 10:30:00,17,Twente,Utrecht,1.73,3.75,4.05,1.02,12.0,1.18,4.5,1.61,2.13,1.33,3.25,1.7,2.05,1.2,1.25,2.05,2.78,1.56,2.11,1.64,3.75,1.78,7.5,2.4,1.2,1.31,1.59,1.99,2.59
Netherlands Eredivisie,2023-01-22 10:30:00,17,Feyenoord,Ajax,3.0,3.55,2.09,1.03,12.0,1.18,4.4,1.49,2.39,1.3,3.4,1.5,2.5,1.56,1.3,1.49,2.25,2.0,2.65,2.08,4.73,2.06,7.0,2.06,1.2,1.37,1.7,2.17,2.89
Romania Liga I,2023-01-22 10:30:00,22,U Craiova 1948,UTA Arad,2.05,2.9,3.5,1.1,6.0,1.52,2.48,2.49,1.41,1.53,2.37,2.05,1.72,1.25,1.28,1.68,1.27,0.64,1.72,1.27,2.99,1.68,7.0,2.75,1.4,1.73,2.25,3.1,4.4
Croatia Prva HNL,2023-01-22 11:00:00,18,Hajduk Split,Šibenik,1.3,5.25,9.0,1.02,12.0,1.18,4.2,1.8,2.0,1.3,3.4,2.25,1.57,1.02,1.05,4.3,2.56,0.78,1.85,1.17,3.02,1.09,14.5,9.6,1.5,1.9,2.38,2.9,4.2
Italy Serie A,2023-01-22 11:00:00,19,Monza,Sassuolo,2.36,2.91,3.1,1.03,11.0,1.22,4.0,1.73,1.96,1.33,3.25,1.62,2.2,1.33,1.38,1.62,1.4,0.6,1.55,1.66,3.21,2.0,7.4,2.21,1.3,1.58,2.03,2.66,3.64
England Premier League,2023-01-22 11:00:00,21,Leeds United,Brentford,2.3,3.55,2.68,1.04,14.0,1.23,4.35,1.71,1.99,1.33,3.25,1.57,2.25,1.41,1.29,1.57,1.3,1.1,1.59,1.34,2.93,1.77,8.0,2.35,1.25,1.42,1.67,2.06,2.6
England Premier League,2023-01-22 11:00:00,21,Manchester City,Wolverhampton Wanderers,1.11,7.6,16.2,1.01,22.0,1.14,6.2,1.37,2.77,1.25,3.75,2.2,1.62,1.03,1.1,4.75,2.55,0.6,2.22,1.57,3.79,1.14,14.0,8.0,1.24,1.41,1.65,2.0,2.5
Portugal LigaPro,2023-01-22 11:00:00,17,CD Tondela,Farense,2.75,3.3,2.34,1.07,7.0,1.36,2.87,1.98,1.68,1.47,2.57,1.9,1.86,1.49,1.3,1.38,1.22,1.63,1.82,1.63,3.45,2.0,5.5,2.0,1.18,1.32,1.64,2.0,2.47
Portugal LigaPro,2023-01-22 11:00:00,17,Benfica II,Porto II,2.51,3.2,2.61,1.05,9.0,1.22,4.0,1.73,1.92,1.3,3.4,1.53,2.38,1.47,1.29,1.49,1.56,1.33,1.86,1.63,3.49,2.0,5.25,2.0,1.18,1.34,1.61,2.02,2.7
Greece Super League,2023-01-22 11:00:00,19,Ionikos,AEK Athens,13.7,5.7,1.19,1.02,15.0,1.2,4.33,1.83,1.83,1.33,3.25,2.5,1.5,4.1,1.12,1.04,0.5,2.0,1.37,1.54,2.91,6.15,10.0,1.19,1.47,1.85,2.48,3.45,4.4
Germany Bundesliga,2023-01-22 11:30:00,16,Borussia Dortmund,Augsburg,1.38,5.4,7.2,1.01,15.0,1.13,6.0,1.4,2.67,1.2,4.33,1.67,2.1,1.09,1.14,3.2,2.38,1.25,1.63,1.33,2.96,1.16,11.75,7.3,1.21,1.43,1.78,2.26,2.98
Belgium Pro League,2023-01-22 12:00:00,22,RFC Seraing,RSC Anderlecht,4.75,3.9,1.58,1.05,10.0,1.26,3.5,1.76,1.88,1.34,3.0,1.83,1.85,2.2,1.25,1.18,0.18,1.27,1.15,1.21,2.36,3.25,7.5,1.49,1.36,1.67,2.15,2.75,3.34
Belgium First Division B,2023-01-22 12:00:00,19,Waasland-Beveren,Beerschot-Wilrijk,2.05,3.5,2.9,1.03,11.0,1.2,4.2,1.48,2.31,1.29,3.5,1.5,2.5,1.33,1.22,1.75,2.3,1.9,1.81,1.78,3.59,1.8,7.1,2.48,1.18,1.34,1.61,2.02,2.7
Greece Super League,2023-01-22 12:00:00,19,Levadiakos,Lamia,2.17,3.17,3.56,1.1,7.0,1.47,2.55,2.41,1.5,1.57,2.25,2.1,1.67,1.3,1.34,1.63,1.0,0.44,1.18,1.07,2.25,1.59,7.5,2.91,1.44,1.88,2.45,3.5,4.7
Egypt Egyptian Premier League,2023-01-22 12:00:00,15,El Daklyeh FC,Al Mokawloon,3.69,2.83,2.23,1.11,6.0,1.47,2.5,2.45,1.5,1.53,2.38,2.1,1.67,1.65,1.39,1.25,0.86,1.29,0.98,0.92,1.9,2.43,7.4,1.8,1.34,1.66,2.07,2.75,3.5
Chile Primera División,2023-01-22 12:00:00,1,Everton,Universidad Católica,2.76,3.41,2.65,1.06,10.0,1.35,3.2,1.97,1.81,1.4,2.75,1.8,1.91,1.53,1.3,1.41,0.0,3.0,0.0,0.0,0.0,1.95,7.5,2.1,1.36,1.66,2.12,2.9,4.1
Spain Segunda División,2023-01-22 12:15:00,24,FC Cartagena,CD Tenerife,2.59,2.93,3.01,1.08,6.2,1.53,2.45,2.73,1.4,1.55,2.25,2.1,1.63,1.39,1.38,1.47,1.5,0.64,1.79,1.05,2.84,1.82,7.5,2.42,1.37,1.7,2.2,3.1,4.0
Spain Segunda División,2023-01-22 12:15:00,24,Sporting Gijón,Real Zaragoza,2.09,2.93,4.12,1.12,6.0,1.57,2.35,2.65,1.42,1.64,2.14,2.35,1.57,1.22,1.33,1.63,1.55,1.0,1.65,1.19,2.84,1.95,8.0,2.1,1.24,1.46,1.95,2.4,3.3
Spain La Liga,2023-01-22 12:15:00,18,Elche CF,CA Osasuna,3.4,3.3,2.08,1.07,7.5,1.4,2.85,2.25,1.6,1.5,2.5,1.95,1.8,1.75,1.38,1.31,0.25,1.13,1.38,1.25,2.63,2.39,7.5,1.87,1.31,1.6,2.06,2.73,3.74
Italy Serie B,2023-01-22 12:15:00,21,Brescia,Frosinone,3.15,3.1,2.28,1.1,7.4,1.48,2.68,2.45,1.53,1.55,2.35,2.05,1.7,1.6,1.38,1.32,1.6,1.6,1.31,1.78,3.09,2.25,6.0,1.76,1.22,1.42,1.74,2.23,3.0
Switzerland Super League,2023-01-22 12:30:00,17,St. Gallen,Basel,2.37,4.01,2.67,1.02,12.0,1.17,4.5,1.51,2.46,1.29,3.5,1.44,2.63,1.36,1.2,1.6,2.13,1.0,2.24,1.57,3.81,1.75,8.5,2.41,1.18,1.34,1.65,2.0,2.5
Switzerland Super League,2023-01-22 12:30:00,17,Winterthur,Servette,2.84,3.35,2.15,1.04,10.0,1.22,4.0,1.68,2.1,1.33,3.25,1.62,2.2,1.53,1.22,1.4,1.38,1.13,1.26,1.47,2.73,2.33,8.0,1.82,1.22,1.44,1.73,2.1,2.7
Portugal Liga NOS,2023-01-22 12:30:00,17,CS Marítimo,GD Estoril Praia,2.37,3.21,3.34,1.08,8.5,1.44,2.75,2.3,1.57,1.49,2.4,1.98,1.71,1.35,1.32,1.58,0.71,1.38,1.68,1.44,3.12,1.51,8.5,3.07,1.17,1.27,1.5,1.98,2.45
Portugal LigaPro,2023-01-22 12:30:00,17,Estrela Amadora,FC Penafiel,2.64,3.37,2.8,1.07,7.0,1.36,2.87,2.15,1.61,1.48,2.5,1.87,1.82,1.38,1.33,1.62,1.75,1.88,1.57,1.13,2.7,1.9,5.5,2.1,1.18,1.34,1.61,2.02,2.7
Netherlands Eredivisie,2023-01-22 12:45:00,17,AZ,Fortuna Sittard,1.35,5.56,7.94,1.01,21.0,1.16,4.93,1.57,2.25,1.25,3.75,1.91,1.91,1.04,1.11,3.5,1.71,1.14,1.98,1.14,3.12,1.15,11.0,6.75,1.16,1.28,1.48,1.78,2.2
Turkey Süper Lig,2023-01-22 13:00:00,20,Trabzonspor,İstanbulspor,1.38,5.19,7.75,1.04,15.0,1.19,4.5,1.67,2.1,1.3,3.4,1.91,1.8,1.1,1.18,2.9,2.33,1.0,2.11,1.37,3.48,1.08,13.0,8.5,1.2,1.48,1.73,2.1,2.7
Croatia Prva HNL,2023-01-22 13:10:00,18,Varaždin,Lokomotiva Zagreb,2.3,3.3,2.8,1.03,8.5,1.27,3.4,1.85,1.95,1.4,2.75,1.67,2.1,1.37,1.32,1.47,1.13,0.5,1.73,1.45,3.18,1.95,7.0,2.26,1.47,1.85,2.25,3.15,4.6
Germany Bundesliga,2023-01-22 13:30:00,16,Borussia M'gladbach,Bayer Leverkusen,2.71,4.0,2.37,1.02,19.0,1.18,5.0,1.57,2.3,1.29,3.5,1.5,2.5,1.6,1.22,1.5,2.25,1.0,1.6,1.15,2.75,2.26,7.5,1.95,1.3,1.58,2.03,2.66,3.64
England Premier League,2023-01-22 13:30:00,21,Arsenal,Manchester United,1.95,3.65,3.4,1.04,14.0,1.25,4.15,1.7,2.05,1.33,3.25,1.67,2.1,1.25,1.28,1.83,2.75,1.7,2.35,1.64,3.99,1.47,9.0,3.15,1.22,1.36,1.58,1.91,2.38
Italy Serie A,2023-01-22 14:00:00,19,Spezia,Roma,4.35,3.7,1.72,1.04,9.5,1.3,3.4,1.95,1.91,1.4,2.75,1.91,1.91,2.06,1.33,1.22,1.33,2.0,1.58,1.45,3.03,3.0,8.0,1.59,1.28,1.55,1.98,2.59,3.48
Belgium Pro League,2023-01-22 14:30:00,22,Club Brugge,Sporting Charleroi,1.42,4.82,7.24,1.03,12.0,1.21,4.0,1.67,2.1,1.31,3.2,1.83,1.85,1.12,1.19,2.75,2.0,1.3,2.08,1.36,3.44,1.2,10.0,5.5,1.2,1.48,1.58,1.98,2.6
Spain Segunda División,2023-01-22 14:30:00,24,SD Huesca,Real Oviedo,2.33,2.92,3.25,1.14,5.0,1.67,2.2,3.21,1.3,1.66,2.05,2.38,1.53,1.22,1.45,1.52,2.0,0.91,1.11,1.19,2.3,1.75,8.0,2.44,1.2,1.39,1.7,2.2,3.0
Spain La Liga,2023-01-22 14:30:00,18,FC Barcelona,Getafe CF,1.17,6.5,13.5,1.03,11.0,1.2,4.33,1.61,2.2,1.28,3.3,2.65,1.48,1.04,1.11,5.49,2.5,1.0,2.43,1.08,3.51,1.0,22.0,22.0,1.23,1.47,1.85,2.38,3.18
Greece Super League,2023-01-22 14:30:00,19,Panathinaikos,PAOK,2.23,2.89,3.63,1.12,6.5,1.52,2.43,2.47,1.48,1.62,2.2,2.2,1.62,1.28,1.33,1.66,2.56,1.78,1.57,1.38,2.95,1.59,8.0,2.9,1.44,1.8,2.38,3.3,4.1
Portugal Liga NOS,2023-01-22 15:00:00,17,Casa Pia,Gil Vicente,2.28,3.17,3.52,1.08,8.5,1.42,2.8,2.3,1.57,1.5,2.37,2.0,1.7,1.34,1.33,1.6,1.38,0.57,1.19,1.39,2.58,1.85,8.0,2.28,1.2,1.39,1.7,2.2,2.95
Greece Super League,2023-01-22 15:30:00,19,Atromitos,Olympiakos Piraeus,6.97,4.55,1.39,1.03,13.0,1.22,4.2,1.83,2.03,1.33,3.25,1.95,1.8,3.0,1.14,1.07,1.78,2.0,1.33,1.74,3.07,3.82,9.0,1.37,1.38,1.72,2.25,3.1,4.1
Romania Liga I,2023-01-22 15:45:00,22,Hermannstadt,FCSB,3.82,3.21,2.0,1.04,7.9,1.36,3.0,2.15,1.67,1.45,2.6,1.87,1.87,1.63,1.25,1.25,1.6,1.6,1.37,1.71,3.08,2.88,7.0,1.64,1.53,1.95,2.63,3.7,5.4
Belgium First Division B,2023-01-22 16:00:00,19,RSC Anderlecht II,Lierse Kempenzonen,2.21,3.48,3.01,0.0,0.0,0.0,0.0,1.46,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.25,1.66,1.74,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2023-01-22 16:45:00,19,Juventus,Atalanta,2.07,3.5,3.2,1.06,10.0,1.33,3.4,2.04,1.82,1.4,2.75,1.8,1.95,1.31,1.35,1.8,2.56,2.22,1.87,1.58,3.45,1.89,7.5,2.35,1.3,1.58,2.03,2.66,3.64
Belgium Pro League,2023-01-22 17:00:00,22,Sint-Truiden,KAA Gent,3.43,3.23,2.17,1.06,11.0,1.31,3.47,2.02,1.84,1.4,2.75,1.75,1.95,1.65,1.32,1.35,1.2,1.4,1.54,1.52,3.06,2.28,7.5,1.86,1.2,1.44,1.58,1.98,2.6
Spain Segunda División,2023-01-22 17:00:00,24,CD Lugo,Villarreal II,2.34,2.98,3.71,1.11,6.5,1.48,2.5,2.36,1.52,1.54,2.34,2.05,1.72,1.3,1.3,1.55,1.18,0.73,1.25,1.22,2.47,2.52,8.0,1.75,1.29,1.55,1.98,2.65,3.75
Spain La Liga,2023-01-22 17:00:00,18,Athletic Club Bilbao,Real Madrid,2.87,3.5,2.25,1.05,12.5,1.27,3.82,1.96,1.9,1.36,3.0,1.67,2.1,1.48,1.29,1.4,1.89,2.33,2.08,2.05,4.13,1.92,7.6,2.3,1.28,1.54,1.97,2.56,3.48
Portugal Liga NOS,2023-01-22 17:30:00,17,Famalicão,Rio Ave FC,2.15,3.28,3.71,1.08,8.5,1.44,2.75,2.2,1.6,1.49,2.45,2.0,1.7,1.32,1.32,1.65,1.71,0.88,1.26,1.16,2.42,1.73,7.5,2.6,1.2,1.39,1.7,2.2,2.95
Chile Primera División,2023-01-22 18:30:00,1,Copiapó,Colo-Colo,5.0,3.73,1.56,1.01,9.7,1.26,3.54,1.8,1.94,1.36,3.0,1.8,1.91,2.11,1.28,1.2,0.0,0.0,0.0,0.0,0.0,2.8,8.0,1.59,1.37,1.67,2.16,2.95,4.2
Chile Primera División,2023-01-22 21:00:00,1,Curicó Unido,Coquimbo Unido,1.58,3.78,4.68,1.05,10.0,1.33,3.25,2.0,1.75,1.44,2.63,1.83,1.83,1.24,1.28,1.87,0.0,0.0,0.0,0.0,0.0,1.59,8.0,2.9,1.32,1.58,2.02,2.7,3.8
