League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2023-01-18 09:45:00,14,Haras El Hodood,El Daklyeh FC,2.08,3.0,3.5,1.08,5.9,1.52,2.38,2.68,1.36,1.6,2.2,2.23,1.63,1.33,1.35,1.5,1.33,0.67,1.0,1.1,2.1,1.92,6.7,2.33,1.38,1.74,2.17,2.7,3.8
Croatia Prva HNL,2023-01-18 11:00:00,17,Gorica,Varaždin,2.3,3.3,3.0,1.06,8.0,1.33,3.25,1.95,1.85,1.4,2.75,1.73,2.0,1.36,1.29,1.55,0.63,1.63,1.39,1.46,2.85,1.78,7.6,2.52,1.38,1.69,2.18,2.9,4.2
Egypt Egyptian Premier League,2023-01-18 12:00:00,14,El Geish,Ismaily SC,2.32,3.05,2.92,1.1,5.75,1.48,2.45,2.48,1.42,1.57,2.25,2.17,1.67,1.3,1.37,1.38,1.67,0.83,1.29,1.48,2.77,1.85,7.5,2.33,1.29,1.58,1.94,2.44,0.0
Egypt Egyptian Premier League,2023-01-18 14:00:00,14,ENPPI,Coca-Cola,4.05,2.89,2.05,1.08,5.9,1.44,2.5,2.48,1.54,1.59,2.21,2.07,1.67,1.69,1.36,1.2,0.67,2.33,1.04,1.3,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium Pro League,2023-01-18 14:30:00,21,Cercle Brugge,Union Saint-Gilloise,3.0,3.35,2.05,1.04,13.0,1.28,3.6,1.75,1.9,1.35,2.9,1.66,2.05,1.7,1.29,1.31,1.67,2.2,1.79,1.64,3.43,2.1,8.0,1.91,1.18,1.43,1.7,2.1,2.63
Belgium Pro League,2023-01-18 14:30:00,21,KV Oostende,Royal Antwerp FC,3.65,3.6,1.74,1.02,15.0,1.22,4.2,1.7,2.1,1.32,3.1,1.65,2.1,1.98,1.26,1.21,1.33,1.4,1.64,1.52,3.16,2.63,8.5,1.62,1.21,1.48,1.73,2.1,2.7
Scotland Premiership,2023-01-18 16:45:00,17,Livingston,Dundee United,2.3,3.1,3.3,1.07,9.0,1.36,3.1,2.05,1.75,1.44,2.63,1.95,1.8,1.29,1.34,1.81,1.7,0.7,1.35,1.18,2.53,1.78,8.0,2.54,1.18,1.29,1.55,1.93,2.5
Scotland Premiership,2023-01-18 16:45:00,22,Celtic,St. Mirren,1.11,8.0,21.0,1.02,15.0,1.11,6.5,1.38,3.0,1.2,4.33,2.39,1.55,1.02,1.03,5.5,3.0,0.56,2.67,1.23,3.9,1.05,19.0,13.0,0.0,0.0,1.31,1.56,1.92
Scotland Premiership,2023-01-18 16:45:00,22,Hearts,Aberdeen,2.45,3.25,2.9,1.05,11.0,1.3,3.4,2.05,1.78,1.37,2.85,1.72,2.05,1.36,1.25,1.68,2.2,0.7,1.75,1.4,3.15,1.65,9.8,2.69,0.0,1.33,1.61,2.03,2.66
Belgium Pro League,2023-01-18 16:45:00,21,RSC Anderlecht,Zulte-Waregem,1.34,4.65,6.5,1.02,13.0,1.15,5.5,1.47,2.65,1.25,3.6,1.7,2.0,1.1,1.17,2.9,1.3,0.6,1.68,1.34,3.02,1.3,10.0,4.32,1.18,1.43,1.67,2.05,2.6
Belgium Pro League,2023-01-18 16:45:00,21,KV Kortrijk,RFC Seraing,1.8,3.45,3.5,1.03,13.0,1.25,3.75,1.8,2.05,1.35,3.1,1.68,2.05,1.25,1.27,1.87,0.8,1.3,1.46,0.93,2.39,1.45,9.0,3.1,1.21,1.44,1.73,2.1,2.7
Scotland Premiership,2023-01-18 17:00:00,22,Kilmarnock,Rangers,8.0,5.25,1.33,1.02,17.0,1.18,4.75,1.57,2.25,1.26,3.5,1.91,1.8,3.5,1.14,1.04,1.8,2.0,1.47,1.76,3.23,4.5,12.0,1.29,1.18,1.35,1.62,2.03,2.59
England Premier League,2023-01-18 17:00:00,7,Crystal Palace,Manchester United,3.5,3.4,1.95,1.05,10.0,1.28,4.0,1.83,1.89,1.33,3.25,1.67,2.1,1.73,1.3,1.29,1.44,1.78,1.54,1.62,3.16,2.39,7.8,1.85,1.18,1.37,1.68,2.19,2.75
