League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-03-06 21:00:00,6,Boca Juniors,Defensa y Justicia,1.88,3.27,4.0,1.05,7.5,1.35,2.9,2.2,1.6,1.44,2.63,2.0,1.75,1.2,1.34,1.98,2.33,3.0,1.52,1.24,2.76,1.31,10.0,4.44,1.24,1.46,1.83,2.33,3.08
Egypt Egyptian Premier League,2023-03-07 12:00:00,17,Al Ahly,Al Mokawloon,1.44,4.0,6.4,0.0,0.0,0.0,0.0,1.95,1.76,1.44,2.63,2.25,1.57,0.0,0.0,0.0,2.11,1.5,1.67,1.11,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-03-07 13:00:00,2,Kuressaare,Harju Jalgpallikool,1.4,4.33,6.0,1.02,18.0,1.15,4.45,1.58,2.23,1.27,3.42,1.77,1.89,1.06,1.15,2.82,0.0,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-03-07 14:30:00,25,Bačka Topola,Red Star Belgrade,5.75,4.1,1.45,1.03,11.0,1.2,4.33,1.7,2.0,1.29,3.5,1.83,1.9,2.6,1.15,1.07,2.0,2.83,1.95,2.29,4.24,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
Estonia Meistriliiga,2023-03-07 15:00:00,2,Tammeka,Tallinna Kalev,1.62,4.1,4.0,1.02,17.25,1.19,4.17,1.61,2.18,1.3,3.2,1.61,2.25,1.17,1.17,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2023-03-07 16:45:00,8,Barnsley,Portsmouth,1.95,3.4,3.45,1.04,12.0,1.3,3.5,2.1,1.7,1.36,2.9,1.72,2.1,1.53,1.25,1.47,2.07,1.38,1.54,1.46,3.0,1.9,7.0,2.3,1.27,1.5,1.87,2.45,3.4
England EFL League One,2023-03-07 16:45:00,22,Cheltenham Town,Lincoln City,2.51,3.15,2.61,1.04,7.6,1.38,2.85,2.15,1.67,1.47,2.6,1.9,1.86,1.46,1.36,1.54,1.31,1.19,1.45,1.0,2.45,2.01,7.8,2.17,1.18,1.36,1.67,2.12,2.81
England EFL League One,2023-03-07 16:45:00,22,Peterborough United,Shrewsbury Town,1.76,3.45,4.1,1.02,8.6,1.31,3.2,1.87,1.91,1.42,2.78,1.93,1.83,1.2,1.3,2.18,2.0,1.35,1.85,1.12,2.97,1.25,10.25,5.3,1.19,1.4,1.74,2.19,2.88
England EFL League One,2023-03-07 16:45:00,27,Cambridge United,Morecambe,2.0,3.3,3.4,1.06,10.0,1.35,3.2,2.15,1.67,1.44,2.63,1.8,1.95,1.36,1.25,1.68,1.24,0.44,1.28,1.05,2.33,1.48,8.0,3.3,1.18,1.34,1.6,2.02,2.65
England EFL League One,2023-03-07 16:45:00,29,Ipswich Town,Accrington Stanley,1.22,5.6,9.8,1.02,18.0,1.18,4.5,1.61,2.3,1.29,3.5,1.95,1.8,1.07,1.12,3.3,2.12,0.88,2.12,1.3,3.42,1.19,11.0,5.65,1.15,1.33,1.65,2.0,2.5
