League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2022-12-27 03:30:00,9,Melbourne City FC,Central Coast Mariners,1.65,3.65,4.5,1.02,17.0,1.2,4.5,1.57,2.15,1.3,3.4,1.62,2.2,1.2,1.18,2.2,2.33,2.0,2.05,1.76,3.81,1.22,7.5,4.9,1.14,1.29,1.51,1.83,2.22
China Chinese Super League,2022-12-27 04:00:00,33,Beijing Guoan,Shanghai SIPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.69,1.92,1.62,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-27 04:00:00,33,Shenzhen,Guangzhou R&F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56,1.12,0.86,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-27 04:00:00,33,Shijiazhuang Ever Bright,Hebei CFFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,1.07,0.7,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-27 04:00:00,33,Chengdu Better City FC,Wuhan Zall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.8,1.81,1.13,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-27 04:00:00,33,Henan Jianye,Shanghai Shenhua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.5,1.47,1.14,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-27 04:00:00,33,Guangzhou Evergrande,Changchun Yatai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.4,1.15,1.31,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia A-League,2022-12-27 06:15:00,9,Adelaide United,Newcastle Jets FC,2.09,3.3,3.15,1.01,12.0,1.17,4.3,1.65,2.03,1.33,3.25,1.62,2.2,1.2,1.23,1.86,3.0,0.75,1.81,1.17,2.98,1.51,9.0,3.06,1.12,1.23,1.41,1.9,2.15
China Chinese Super League,2022-12-27 09:00:00,33,Tianjin Teda,Dalian Yifang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.27,1.4,1.56,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-27 09:00:00,33,Shandong Luneng,Meizhou Hakka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.19,2.04,1.43,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-27 09:00:00,33,Wuhan Three Towns,Hangzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.75,2.24,1.7,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2022-12-27 09:30:00,23,Leyton Orient,Stevenage,2.13,3.02,3.06,1.08,8.0,1.47,2.75,2.15,1.6,1.53,2.38,2.0,1.73,1.33,1.28,1.66,2.55,1.6,1.61,1.63,3.24,1.76,5.25,2.3,1.3,1.57,2.0,2.7,3.75
Turkey Süper Lig,2022-12-27 11:00:00,16,Ankaragücü,Ümraniyespor,1.89,3.65,3.75,1.03,10.65,1.27,3.61,1.82,1.96,1.42,3.1,1.72,2.1,1.3,1.3,1.9,1.14,0.5,1.39,1.74,3.13,1.45,6.0,3.05,0.0,1.59,1.96,2.43,0.0
Turkey Süper Lig,2022-12-27 11:00:00,16,İstanbul Başakşehir,Antalyaspor,1.82,3.55,4.1,1.04,10.06,1.29,3.44,1.94,1.84,1.39,2.75,1.85,1.95,1.25,1.3,2.05,2.0,1.2,1.7,1.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-27 12:00:00,23,Bolton Wanderers,Derby County,2.12,3.11,2.97,1.05,10.0,1.33,3.25,2.06,1.82,1.4,2.75,1.8,1.95,1.42,1.25,1.57,2.09,1.27,1.58,1.61,3.19,1.68,6.0,2.45,1.18,1.33,1.6,2.05,2.7
