League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
USA USL Championship,2023-03-12 21:00:00,0,Rio Grande Valley,Las Vegas Lights,1.55,3.5,5.5,1.03,11.0,1.2,4.2,1.64,2.15,1.29,3.24,1.75,2.0,1.08,1.16,2.55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-03-12 21:00:00,3,CS Emelec,Técnico Universitario,1.3,4.6,7.05,1.03,8.3,1.33,3.1,1.98,1.6,1.44,2.63,3.0,1.36,1.03,1.12,3.1,3.0,0.0,1.81,1.15,2.96,0.0,0.0,0.0,1.48,1.9,2.5,3.5,5.1
Argentina Primera División,2023-03-12 21:30:00,7,Rosario Central,Unión Santa Fe,2.23,3.22,3.35,1.08,7.0,1.44,2.62,2.3,1.57,1.44,2.62,2.0,1.73,1.33,1.35,1.57,2.5,0.75,1.7,1.11,2.81,1.95,7.7,2.22,1.22,1.41,1.73,2.23,3.0
Argentina Primera División,2023-03-12 21:30:00,7,Banfield,Boca Juniors,2.9,2.8,2.5,1.1,5.75,1.5,2.4,2.5,1.48,1.57,2.25,2.1,1.65,1.5,1.4,1.4,1.5,1.0,2.03,0.85,2.88,2.05,7.6,2.2,1.27,1.5,1.87,2.45,3.4
Chile Primera B,2023-03-12 21:30:00,5,Deportes Iquique,Puerto Montt,2.0,3.13,3.5,1.05,8.0,1.36,2.88,2.3,1.62,1.44,2.62,1.95,1.81,1.17,1.25,1.91,2.33,0.5,1.97,1.11,3.08,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0
Mexico Liga MX,2023-03-12 22:05:00,11,Pachuca,Monterrey,2.38,3.4,2.73,1.05,9.25,1.26,3.5,1.88,2.02,1.38,2.8,1.68,2.13,1.4,1.32,1.53,2.17,1.94,1.94,1.81,3.75,1.87,7.6,2.34,1.24,1.46,1.88,2.37,3.3
Mexico Liga MX,2023-03-12 22:05:00,11,Santos Laguna,Tijuana,1.85,3.55,3.72,1.03,13.0,1.18,4.4,1.65,2.1,1.3,3.4,1.62,2.2,1.21,1.25,1.9,2.19,0.71,1.98,1.29,3.27,1.36,6.25,3.5,1.2,1.39,1.7,2.2,2.95
Colombia Categoria Primera A,2023-03-12 22:20:00,8,Alianza Petrolera,Unión Magdalena,2.12,3.0,3.55,1.1,7.0,1.55,2.45,2.55,1.5,1.55,2.25,2.25,1.57,1.27,1.34,1.7,2.25,0.5,2.08,0.88,2.96,1.53,7.9,3.2,1.33,1.69,2.09,2.76,3.9
USA MLS,2023-03-12 23:30:00,0,Los Angeles FC,New England Revolution,1.4,4.35,5.9,1.02,17.0,1.18,4.75,1.56,2.3,1.3,3.4,1.75,2.0,1.12,1.2,2.55,3.0,1.5,1.38,1.85,3.23,1.25,9.0,4.75,1.13,1.28,1.51,1.87,2.36
Mexico Liga MX,2023-03-13 00:15:00,11,Juárez,Necaxa,2.05,3.28,3.35,1.04,8.5,1.32,3.05,2.0,1.75,1.44,2.63,1.95,1.8,1.23,1.29,1.78,1.36,0.67,1.45,1.36,2.81,1.45,5.75,3.1,1.34,1.63,2.1,2.9,4.0
