League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2023-01-01 01:00:00,10,Newcastle Jets FC,Sydney FC,3.4,3.75,2.05,1.01,12.0,1.15,4.7,1.65,2.2,1.3,3.2,1.47,2.45,1.72,1.27,1.25,1.5,1.5,1.44,2.1,3.54,2.43,8.5,1.75,1.11,1.26,1.47,1.93,2.35
Australia A-League,2023-01-01 03:00:00,10,Western Sydney Wanderers,Macarthur,1.95,3.6,3.8,1.04,8.5,1.2,3.9,1.8,2.0,1.3,3.2,1.65,2.1,1.18,1.28,1.85,1.75,1.6,1.23,1.6,2.83,1.64,8.5,2.66,1.16,1.21,1.4,1.7,2.15
England Championship,2023-01-01 09:00:00,26,Blackburn Rovers,Cardiff City,2.1,3.35,3.05,1.07,9.5,1.4,3.0,2.1,1.65,1.44,2.63,1.83,1.83,1.33,1.31,1.65,2.0,1.0,1.4,1.02,2.42,1.74,5.75,2.45,1.24,1.55,1.9,2.3,3.3
France Ligue 1,2023-01-01 11:00:00,17,Monaco,Brest,1.43,4.3,6.6,1.02,12.0,1.18,4.75,1.57,2.35,1.29,3.5,1.75,2.0,1.12,1.19,2.6,1.38,0.88,1.35,1.43,2.78,1.38,10.0,3.9,1.3,1.55,1.9,2.3,3.0
France Ligue 1,2023-01-01 11:00:00,17,Nantes,Auxerre,2.0,3.3,3.6,1.06,8.0,1.27,3.6,2.0,1.9,1.4,2.75,1.75,2.0,1.25,1.33,1.73,1.43,0.5,1.62,1.26,2.88,1.55,8.5,3.1,1.29,1.5,1.83,2.25,2.9
France Ligue 1,2023-01-01 11:00:00,17,Toulouse,Ajaccio,2.05,3.3,3.5,1.06,8.5,1.3,3.4,2.08,1.82,1.4,2.75,1.8,1.95,1.26,1.31,1.75,1.5,1.0,1.65,1.32,2.97,1.67,7.5,2.75,1.3,1.55,1.93,2.3,3.0
France Ligue 1,2023-01-01 11:00:00,17,Angers SCO,Lorient,2.72,3.06,2.41,1.06,8.5,1.35,3.1,2.11,1.8,1.44,2.63,1.8,1.95,1.6,1.36,1.42,0.5,1.88,1.4,1.41,2.81,1.98,7.0,2.2,1.36,1.62,2.0,2.5,3.3
England Premier League,2023-01-01 11:00:00,18,Tottenham Hotspur,Aston Villa,1.64,3.5,4.36,1.04,14.0,1.25,4.15,1.8,2.0,1.33,3.25,1.75,2.0,1.18,1.23,2.2,2.25,0.63,1.98,1.27,3.25,1.45,9.5,3.5,1.19,1.32,1.65,2.03,2.62
England EFL League One,2023-01-01 12:00:00,25,Bristol Rovers,Cheltenham Town,1.94,3.4,3.45,1.01,9.3,1.28,3.4,1.86,2.02,1.36,3.0,1.7,2.05,1.29,1.31,1.92,1.33,1.09,1.63,0.92,2.55,1.33,6.5,3.9,1.18,1.43,1.7,2.1,2.63
England EFL League One,2023-01-01 12:00:00,25,Forest Green Rovers,Port Vale,3.15,3.35,2.07,1.05,11.0,1.3,3.5,1.95,1.93,1.4,2.75,1.75,2.0,1.75,1.25,1.3,1.0,1.17,1.33,1.2,2.53,2.35,5.75,1.74,1.23,1.48,1.73,2.1,2.7
England EFL League One,2023-01-01 12:00:00,25,Morecambe,Burton Albion,2.67,3.25,2.41,1.01,9.9,1.25,3.62,1.88,2.0,1.36,3.0,1.7,2.05,1.55,1.25,1.45,1.0,0.75,1.26,1.34,2.6,2.25,5.75,1.8,0.0,1.24,1.48,1.73,2.1
England EFL League One,2023-01-01 12:00:00,25,Oxford United,Exeter City,2.08,3.25,3.2,1.05,11.0,1.33,3.25,2.0,1.7,1.44,2.63,1.95,1.8,1.3,1.25,1.8,1.36,1.08,1.86,1.46,3.32,1.55,6.0,2.75,0.0,1.26,1.57,1.98,2.4
