League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South America Copa Libertadores,2023-03-15 21:00:00,0,Independiente Medellín,Magallanes,1.43,3.61,6.14,1.07,8.0,1.37,2.85,2.1,1.67,1.43,2.6,2.38,1.56,1.11,1.24,2.65,2.0,1.75,1.48,1.33,2.81,1.28,9.4,4.85,1.29,1.61,1.99,2.51,3.5
Ecuador Primera Categoría Serie B,2023-03-15 21:00:00,1,Independiente Juniors,Imbabura SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America Copa Libertadores,2023-03-15 21:30:00,0,Atlético Mineiro,Millonarios,1.31,4.1,7.52,1.03,12.0,1.27,3.8,1.9,1.91,1.32,3.1,2.25,1.61,1.08,1.19,3.1,2.0,1.25,1.88,0.9,2.78,1.17,13.75,5.95,1.27,1.5,1.85,2.45,3.4
Brazil Copa do Brasil,2023-03-15 21:30:00,0,Ypiranga Erechim,Bragantino,3.84,3.74,1.89,1.04,12.75,1.22,3.98,1.83,1.91,1.3,3.2,1.82,1.89,1.88,1.27,1.24,2.0,0.5,0.0,3.57,3.57,2.76,8.0,1.62,1.18,1.35,2.0,2.02,2.64
USA USL Championship,2023-03-15 22:00:00,0,El Paso Locomotive,Colorado Springs,2.27,3.52,2.82,1.04,10.0,1.22,4.0,1.67,2.07,1.33,3.25,1.62,2.2,1.38,1.27,1.45,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan Premyer Liqası,2023-03-16 09:00:00,27,Sabail FK,Turan,2.38,3.25,2.6,1.02,9.5,1.39,2.75,2.15,1.67,1.46,2.43,1.86,1.9,1.37,1.32,1.35,1.07,1.21,1.43,1.0,2.43,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0
Egypt Second Division,2023-03-16 09:30:00,22,Telecom Egypt SC,Ilameen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.18,1.1,1.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-16 10:00:00,22,Telephonaat Beni Suef,Asmant Asyut,3.2,2.9,2.2,0.0,0.0,0.0,0.0,2.43,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.91,1.24,1.34,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia Professional League,2023-03-16 10:00:00,21,Al Khaleej,Al Ta'ee,2.5,3.0,2.5,1.05,10.0,1.23,3.75,1.95,1.85,1.34,2.95,1.58,2.2,1.57,1.31,1.38,1.27,1.0,1.11,1.55,2.66,2.15,7.1,1.95,1.29,1.6,2.04,2.71,3.5
Serbia Prva Liga,2023-03-16 10:00:00,21,Zlatibor Čajetina,Grafičar,4.33,3.6,1.65,1.01,12.0,1.25,3.55,1.95,1.85,1.36,2.9,1.76,1.9,2.12,1.2,1.12,1.0,1.55,1.21,1.85,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-16 10:00:00,22,Helal Aldabaa,Kafr El Sheikh,3.4,2.98,2.19,0.0,0.0,1.53,2.35,2.7,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.36,1.22,1.17,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2023-03-16 11:00:00,27,Tabor Sežana,Gorica,2.38,3.1,2.7,1.06,9.5,1.33,3.1,1.89,1.89,1.42,2.74,1.78,1.99,1.45,1.32,1.5,0.75,0.67,1.53,1.31,2.84,1.95,5.25,2.1,1.31,1.6,2.05,2.71,4.1
Azerbaijan Premyer Liqası,2023-03-16 12:00:00,27,Neftçi,Kapaz,1.36,4.0,7.0,1.02,9.2,1.27,3.28,1.95,1.85,1.38,2.9,2.12,1.61,1.05,1.17,3.0,2.38,0.54,1.65,1.27,2.92,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-03-16 12:00:00,22,Ghazl El Mehalla,Al Ittihad,3.8,3.2,1.85,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.6,1.43,1.44,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-03-16 13:00:00,3,Vaprus,Nõmme Kalju,5.85,4.08,1.33,1.01,24.0,1.13,5.1,1.36,2.49,1.24,3.7,1.95,1.78,3.25,1.1,1.05,0.0,1.0,0.0,1.62,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga II,2023-03-16 13:00:00,1,CSA Steaua Bucureşti,FC Unirea Dej,1.8,3.24,3.63,1.05,10.0,1.3,3.3,2.0,1.8,1.43,2.65,2.2,1.62,1.22,1.27,1.83,2.11,1.68,1.9,1.34,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2023-03-16 13:30:00,27,Mura,Koper,2.38,3.1,2.7,1.02,11.25,1.3,3.3,1.9,1.9,1.41,2.78,1.76,2.01,1.41,1.32,1.56,1.92,1.58,2.02,1.74,3.76,1.64,9.5,2.62,1.23,1.29,1.54,1.98,2.5
Egypt Egyptian Premier League,2023-03-16 14:00:00,22,Smouha SC,Ismaily SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.9,1.45,1.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus First Division,2023-03-16 14:00:00,2,Doxa,Karmiotissa,2.0,3.0,3.6,1.01,9.5,1.32,3.31,1.98,1.83,1.4,3.02,1.8,1.91,1.34,1.3,1.71,0.78,1.11,1.39,1.06,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe UEFA Europa Conference League,2023-03-16 14:45:00,0,Sivasspor,Fiorentina,4.8,3.6,1.65,1.04,11.5,1.23,3.75,1.88,1.98,1.31,3.2,1.83,1.83,2.15,1.23,1.19,1.57,2.36,1.57,1.75,3.32,4.1,8.5,1.41,1.31,1.58,2.04,2.69,3.64
Europe UEFA Europa Conference League,2023-03-16 14:45:00,0,Djurgården,Lech Poznań,2.45,3.1,2.7,1.05,10.0,1.28,3.4,1.87,1.95,1.37,2.85,1.73,2.0,1.43,1.27,1.57,2.38,1.8,1.65,1.19,2.84,1.7,8.6,2.74,1.24,1.47,2.38,2.36,3.2
Europe UEFA Europa League,2023-03-16 14:45:00,0,Feyenoord,Shakhtar Donetsk,1.59,3.64,5.14,1.03,11.0,1.25,3.8,1.8,1.91,1.35,3.0,1.85,1.85,1.12,1.22,2.4,1.29,1.33,1.64,1.25,2.89,1.44,8.0,3.45,1.38,1.64,2.02,2.6,3.45
Europe UEFA Europa Conference League,2023-03-16 14:45:00,0,Slovan Bratislava,Basel,2.5,3.0,2.75,1.05,9.5,1.27,3.4,1.9,1.95,1.37,2.85,1.67,2.1,1.44,1.31,1.51,1.67,1.67,1.91,1.29,3.2,1.93,8.2,2.3,1.18,1.35,2.1,2.09,2.76
Europe UEFA Europa League,2023-03-16 14:45:00,0,Fenerbahçe,Sevilla FC,2.6,3.22,2.47,1.05,9.0,1.3,3.4,2.1,1.73,1.45,2.75,1.8,1.98,1.36,1.28,1.68,2.18,2.0,2.05,0.83,2.88,1.8,7.5,2.4,1.4,1.66,2.06,2.65,3.55
Europe UEFA Europa League,2023-03-16 14:45:00,0,Freiburg,Juventus,2.71,3.25,2.36,1.08,8.5,1.44,2.8,2.23,1.66,1.53,2.5,1.95,1.81,1.62,1.3,1.38,2.0,2.33,2.01,0.94,2.95,2.25,7.0,1.87,1.5,1.82,2.33,3.1,4.2
Europe UEFA Europa League,2023-03-16 14:45:00,0,Real Betis,Manchester United,3.32,3.51,1.94,1.04,9.5,1.26,3.55,1.8,2.06,1.42,2.95,1.85,1.95,1.85,1.22,1.3,2.29,2.44,1.9,1.63,3.53,2.7,8.0,1.62,1.3,1.5,1.81,2.25,2.95
Romania Liga I,2023-03-16 16:00:00,23,Sepsi,U Craiova 1948,1.91,3.2,3.8,1.07,7.0,1.33,3.1,2.43,1.54,1.43,2.65,1.9,1.83,1.17,1.22,1.95,1.36,1.0,1.79,1.46,3.25,1.43,6.0,3.15,1.4,1.68,2.25,3.1,4.4
Republic of Ireland Premier Division,2023-03-16 16:45:00,6,Drogheda United,Dundalk,3.4,3.22,1.98,1.07,7.5,1.36,3.0,2.01,1.8,1.4,2.75,1.82,1.94,1.8,1.33,1.25,2.0,0.5,2.19,0.82,3.01,1.95,8.0,2.1,1.18,1.38,1.73,2.25,3.0
Europe UEFA Europa League,2023-03-16 17:00:00,0,Union Saint-Gilloise,Union Berlin,2.7,3.44,2.28,1.02,8.9,1.3,3.28,1.8,2.08,1.39,2.75,1.71,2.0,1.58,1.31,1.36,2.0,1.89,1.61,1.52,3.13,2.1,7.0,1.98,1.38,1.65,2.04,2.63,3.5
Europe UEFA Europa League,2023-03-16 17:00:00,0,Ferencváros,Bayer Leverkusen,3.66,3.41,1.87,1.03,11.0,1.25,3.75,1.96,1.85,1.34,2.95,1.7,2.1,1.78,1.28,1.28,1.44,2.0,1.78,2.52,4.3,2.32,7.5,1.82,1.36,1.6,1.96,2.5,3.35
Europe UEFA Europa League,2023-03-16 17:00:00,0,Arsenal,Sporting CP,1.38,4.25,7.09,1.02,12.0,1.22,4.0,1.78,2.04,1.32,3.1,2.0,1.78,1.11,1.18,2.95,2.29,1.67,2.26,1.0,3.26,1.27,10.0,4.9,1.29,1.45,2.0,2.32,3.1
Europe UEFA Europa League,2023-03-16 17:00:00,0,Real Sociedad,Roma,2.16,3.15,3.12,1.09,7.0,1.43,2.65,2.28,1.63,1.49,2.4,2.05,1.68,1.28,1.33,1.7,2.14,1.78,2.17,1.48,3.65,1.58,7.5,2.8,1.42,1.7,2.12,2.75,3.75
Europe UEFA Europa Conference League,2023-03-16 17:00:00,0,AZ,Lazio,2.8,3.3,2.25,1.04,9.5,1.28,3.5,1.9,1.95,1.35,2.9,1.73,2.0,1.43,1.28,1.34,2.54,1.33,2.14,1.73,3.87,2.07,7.5,2.18,1.38,1.7,2.19,2.93,4.2
Europe UEFA Europa Conference League,2023-03-16 17:00:00,0,West Ham United,AEK Larnaca,1.25,4.8,12.0,1.01,13.0,1.25,3.6,1.75,1.95,1.34,3.1,2.5,1.5,1.02,1.1,3.18,3.0,1.33,1.81,1.0,2.81,1.15,13.5,7.9,1.18,1.38,2.1,2.14,2.84
Europe UEFA Europa Conference League,2023-03-16 17:00:00,0,Nice,Sheriff,1.36,4.2,7.5,1.04,10.5,1.25,3.5,1.85,2.0,1.31,3.1,2.2,1.62,1.1,1.19,2.7,1.67,1.0,2.1,1.1,3.2,1.33,9.5,4.68,1.33,1.64,2.13,2.84,4.0
Europe UEFA Europa Conference League,2023-03-16 17:00:00,0,Villarreal,RSC Anderlecht,1.5,3.8,5.8,1.02,12.0,1.25,3.6,1.88,1.98,1.35,3.05,1.91,1.8,1.08,1.14,2.35,2.22,1.62,2.08,1.46,3.54,1.28,10.5,5.15,1.33,1.62,2.09,2.8,3.9
Ecuador Primera Categoría Serie B,2023-03-16 17:00:00,1,Vargas Torres,Manta FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Paulista A1,2023-03-16 19:00:00,0,São Bernardo,Inter de Limeira,2.23,2.91,2.79,1.05,7.2,1.4,2.67,2.25,1.57,1.5,2.4,1.95,1.73,1.35,1.35,1.57,2.0,0.92,2.0,1.26,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America Copa Libertadores,2023-03-16 19:00:00,0,Cerro Porteño,Fortaleza,2.03,3.18,3.01,1.08,9.0,1.42,2.88,2.38,1.58,1.44,2.7,2.12,1.68,1.36,1.3,1.72,3.0,1.33,1.76,1.18,2.94,1.84,7.1,2.43,1.2,1.48,1.73,2.1,2.7
Brazil Copa do Brasil,2023-03-16 19:00:00,0,CSA,Brusque,2.29,2.99,2.86,1.09,6.75,1.44,2.55,2.35,1.54,1.52,2.35,2.05,1.7,1.39,1.36,1.52,3.0,3.0,0.0,1.74,1.74,1.55,8.1,2.97,1.18,1.34,1.91,2.0,2.6
Argentina Prim B Nacional,2023-03-16 20:00:00,7,Aldosivi,Chacarita Juniors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,1.51,1.4,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-03-16 20:00:00,7,Club Atlético Mitre,Tristán Suárez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.4,1.57,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
