League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-03-05 21:30:00,6,Talleres Córdoba,Vélez Sarsfield,2.1,3.1,3.75,1.1,7.5,1.5,2.6,2.45,1.48,1.53,2.38,2.1,1.67,1.27,1.3,1.7,2.0,0.5,1.61,1.14,2.75,1.64,8.0,2.77,1.32,1.6,2.05,2.8,4.0
Argentina Primera División,2023-03-05 21:30:00,6,Tigre,Argentinos Juniors,2.45,3.0,3.0,1.08,8.5,1.42,2.8,2.25,1.58,1.5,2.5,1.95,1.8,1.39,1.35,1.55,0.5,0.0,2.17,2.03,4.2,2.0,7.5,2.05,1.37,1.68,2.2,3.0,4.5
Serbia SuperLiga,2023-03-06 10:00:00,25,Novi Pazar,Radnički Kragujevac,1.81,3.26,3.99,1.07,9.65,1.35,3.12,2.1,1.65,1.45,2.6,1.9,1.78,1.22,1.3,1.9,2.0,1.08,1.74,1.34,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-03-06 10:00:00,21,El Daklyeh FC,Ghazl El Mehalla,2.33,3.05,2.89,1.07,6.35,1.47,2.48,2.4,1.5,1.56,2.39,2.06,1.74,1.29,1.33,1.44,0.6,1.22,1.2,1.16,2.36,1.82,7.5,2.42,1.27,1.5,1.9,2.45,3.42
Serbia SuperLiga,2023-03-06 12:00:00,25,Javor Ivanjica,Mladost Lučani,2.21,3.14,2.95,0.0,0.0,0.0,0.0,1.95,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.33,1.4,0.85,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-03-06 12:00:00,21,Al Masry,El Geish,2.55,2.85,2.85,1.12,5.5,1.65,2.15,3.0,1.33,1.64,2.16,2.25,1.6,1.33,1.33,1.42,1.11,0.6,1.62,1.23,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-03-06 12:30:00,22,Arda,Spartak Varna,1.52,4.0,6.0,1.07,7.5,1.33,3.25,2.0,1.75,1.4,2.75,2.05,1.73,1.15,1.27,2.22,2.0,0.3,1.78,1.07,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-03-06 13:00:00,29,Voluntari,Argeș,2.4,3.1,3.0,1.09,6.0,1.54,2.43,2.45,1.5,1.53,2.37,2.28,1.6,1.33,1.38,1.62,1.29,0.71,1.24,1.0,2.24,2.04,7.1,2.16,1.48,1.87,2.46,3.42,5.2
Serbia SuperLiga,2023-03-06 14:00:00,25,Mladost Novi Sad,Radnički Niš,2.55,2.94,2.65,1.08,7.0,1.4,2.75,2.2,1.6,1.45,2.63,1.91,1.85,1.42,1.35,1.45,0.58,0.75,1.3,1.28,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-03-06 14:00:00,24,Kasımpaşa,Antalyaspor,2.48,3.3,2.7,1.05,13.0,1.22,4.12,1.76,2.07,1.36,3.0,1.67,2.1,1.46,1.32,1.61,1.17,0.8,1.68,1.2,2.88,2.0,7.6,2.17,1.25,1.55,1.95,2.3,3.28
Italy Serie A,2023-03-06 14:30:00,25,Sassuolo,Cremonese,1.76,3.8,4.5,1.05,11.0,1.32,3.4,1.85,1.95,1.4,2.75,1.8,1.95,1.24,1.3,2.02,1.27,0.5,1.5,1.54,3.04,1.43,8.6,3.68,1.23,1.46,1.83,2.35,3.14
Greece Super League,2023-03-06 14:30:00,25,Panathinaikos,Panaitolikos,1.21,5.75,11.5,1.04,11.0,1.3,3.4,1.96,1.79,1.4,2.75,3.0,1.36,1.04,1.14,3.8,2.42,1.33,1.67,0.86,2.53,1.01,17.0,19.0,1.47,1.85,2.48,3.45,4.3
Poland Ekstraklasa,2023-03-06 15:00:00,23,Radomiak Radom,Zagłębie Lubin,2.14,3.35,3.4,1.07,7.5,1.33,3.1,2.15,1.67,1.44,2.63,1.8,1.95,1.29,1.3,1.71,1.27,1.6,1.75,1.63,3.38,1.74,7.8,2.62,1.23,1.45,1.82,2.32,3.08
Denmark Superliga,2023-03-06 15:00:00,20,AaB,Midtjylland,3.5,3.5,2.05,1.06,11.0,1.3,3.5,2.0,1.8,1.4,2.75,1.8,1.95,1.9,1.25,1.26,0.78,1.89,1.31,1.43,2.74,2.46,7.7,1.84,1.2,1.41,1.75,2.2,2.91
Germany 3. Liga,2023-03-06 15:00:00,25,Waldhof Mannheim,Elversberg,2.71,3.45,2.16,1.02,12.0,1.18,4.5,1.67,2.15,1.31,3.28,1.55,2.35,1.7,1.22,1.36,2.58,2.36,1.81,1.74,3.55,2.15,7.5,1.97,1.19,1.48,1.73,2.1,2.7
Romania Liga I,2023-03-06 15:30:00,29,Sepsi,CFR Cluj,3.0,3.1,2.4,1.09,6.0,1.48,2.5,2.48,1.52,1.53,2.37,2.0,1.73,1.57,1.37,1.36,1.5,2.07,1.82,1.49,3.31,1.89,7.2,2.35,1.48,1.87,2.46,3.42,4.75
Netherlands Eerste Divisie,2023-03-06 16:00:00,27,ADO Den Haag,Heracles,2.7,3.5,2.15,1.03,13.0,1.22,4.3,1.67,2.15,1.3,3.4,1.57,2.25,1.66,1.25,1.38,1.46,1.69,1.87,1.44,3.31,2.4,5.75,1.68,1.18,1.34,1.61,2.02,2.7
Netherlands Eerste Divisie,2023-03-06 16:00:00,27,De Graafschap,Helmond Sport,1.54,4.2,4.95,1.02,17.0,1.18,4.75,1.55,2.25,1.29,3.5,1.67,2.1,1.15,1.17,2.45,1.54,0.69,1.88,1.12,3.0,1.16,8.25,6.0,1.2,1.38,1.67,2.12,2.85
Netherlands Eerste Divisie,2023-03-06 16:00:00,27,Ajax II,Oss,1.71,3.82,4.13,1.02,13.0,1.14,5.5,1.44,2.7,1.25,3.75,1.53,2.38,1.22,1.18,2.1,1.31,0.85,1.42,0.99,2.41,1.41,6.0,3.2,1.32,1.58,2.02,2.7,3.8
Netherlands Eerste Divisie,2023-03-06 16:00:00,27,AZ II,Willem II,4.38,3.75,1.68,1.03,13.0,1.2,4.33,1.65,2.1,1.33,3.25,1.73,2.0,2.15,1.2,1.18,1.92,1.31,1.83,1.49,3.32,3.45,6.0,1.37,1.22,1.42,1.74,2.23,3.0
Netherlands Eerste Divisie,2023-03-06 16:00:00,27,PSV II,NAC Breda,2.52,3.38,2.51,1.04,13.0,1.25,3.75,1.7,2.05,1.33,3.25,1.62,2.2,1.5,1.29,1.44,1.31,1.08,1.35,1.37,2.72,2.15,5.5,1.86,1.27,1.5,1.87,2.45,3.4
Netherlands Eerste Divisie,2023-03-06 16:00:00,27,Utrecht II,Roda JC,2.78,3.58,2.22,1.02,17.0,1.18,4.75,1.58,2.25,1.29,3.5,1.5,2.5,1.65,1.22,1.44,0.92,1.08,1.46,1.51,2.97,2.35,5.5,1.74,1.22,1.42,1.74,2.23,3.0
Italy Serie B,2023-03-06 16:30:00,28,Genoa,Cosenza,1.38,4.6,7.75,1.06,8.0,1.3,3.3,1.89,1.82,1.38,2.75,2.3,1.6,1.08,1.19,2.9,1.85,0.46,1.75,1.29,3.04,1.2,10.75,6.1,1.25,1.48,1.87,2.41,3.28
France Ligue 2,2023-03-06 16:45:00,26,Caen,Sochaux,2.25,3.1,3.25,1.04,7.6,1.36,2.82,2.34,1.53,1.47,2.58,1.89,1.85,1.33,1.28,1.55,2.08,1.42,1.83,1.46,3.29,0.0,0.0,0.0,1.5,1.85,2.38,0.0,0.0
Italy Serie A,2023-03-06 16:45:00,25,Torino,Bologna,2.28,3.0,3.6,1.09,7.0,1.42,2.62,2.5,1.53,1.53,2.38,2.0,1.75,1.32,1.43,1.63,1.45,1.18,1.52,1.29,2.81,1.57,7.7,3.13,1.41,1.75,2.28,3.04,4.4
Republic of Ireland Premier Division,2023-03-06 16:45:00,4,Bohemians,Drogheda United,1.65,3.5,4.4,1.07,7.5,1.33,3.1,1.88,1.91,1.44,2.6,1.9,1.85,1.17,1.25,1.9,3.0,1.0,1.79,0.84,2.63,1.4,11.25,3.44,1.19,1.34,1.7,2.07,2.72
Republic of Ireland Premier Division,2023-03-06 16:45:00,4,Dundalk,Shelbourne,2.08,3.2,3.05,1.07,7.5,1.36,3.0,2.08,1.67,1.47,2.5,1.9,1.83,1.16,1.25,1.9,2.0,0.0,1.73,1.49,3.22,1.92,6.75,2.32,1.5,1.89,2.55,3.55,5.2
Republic of Ireland Premier Division,2023-03-06 16:45:00,4,Sligo Rovers,St Patrick's Athl.,2.87,3.4,2.29,1.07,7.5,1.33,3.1,1.99,1.8,1.44,2.6,1.78,1.95,1.5,1.28,1.42,1.0,0.0,2.15,1.35,3.5,2.06,7.5,2.11,1.27,1.6,1.95,2.44,3.42
Republic of Ireland Premier Division,2023-03-06 16:45:00,4,UCD,Derry City,8.7,5.6,1.21,1.04,10.0,1.2,4.2,1.68,2.07,1.32,3.15,2.25,1.6,3.75,1.09,1.02,0.0,2.0,1.45,1.13,2.58,6.75,15.0,1.14,1.19,1.4,1.76,2.18,2.88
