League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-04-12 21:30:00,11,Rosario Central,Independiente,2.55,2.75,2.8,1.1,6.0,1.45,2.7,2.45,1.5,1.57,2.25,2.05,1.7,1.35,1.4,1.55,2.67,1.17,1.65,1.02,2.67,1.75,8.0,2.44,1.27,1.5,1.88,2.45,3.4
Argentina Primera División,2023-04-12 21:30:00,11,Estudiantes,Atlético Tucumán,2.22,3.0,3.58,1.09,5.8,1.4,2.7,2.45,1.5,1.57,2.25,2.1,1.67,1.26,1.33,1.72,1.33,0.67,1.74,1.31,3.05,1.86,7.3,2.43,1.33,1.6,2.04,2.75,3.85
Paraguay Division Profesional,2023-04-12 21:30:00,12,Tacuary,Sportivo Trinidense,3.0,3.3,2.1,0.0,0.0,0.0,0.0,1.92,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.67,1.31,1.25,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-04-13 11:30:00,26,Botev Vratsa,Hebar 1918,2.09,3.16,3.86,1.08,6.5,1.38,2.9,2.3,1.55,1.48,2.5,1.9,1.83,1.2,1.28,1.63,1.5,0.83,1.51,0.88,2.39,1.52,9.6,3.02,1.21,1.42,1.75,2.19,2.88
Argentina Primera División,2023-04-13 14:00:00,11,Arsenal de Sarandí,Godoy Cruz,3.44,2.8,2.27,1.08,8.0,1.45,2.79,2.35,1.53,1.5,2.5,1.95,1.8,1.56,1.38,1.38,1.0,0.6,1.17,1.1,2.27,2.2,8.0,1.91,1.27,1.5,1.9,2.45,3.4
Egypt Egyptian Premier League,2023-04-13 16:15:00,25,Haras El Hodood,Zamalek,4.2,3.0,1.85,1.1,6.1,1.5,2.38,2.35,1.53,1.53,2.33,2.25,1.6,1.72,1.32,1.2,1.0,1.33,1.02,1.67,2.69,2.86,8.4,1.57,1.54,1.99,2.64,3.64,0.0
Egypt Egyptian Premier League,2023-04-13 16:15:00,25,Ismaily SC,ENPPI,2.85,2.75,2.5,1.12,5.5,1.56,2.28,2.73,1.4,1.61,2.21,2.15,1.65,1.42,1.33,1.33,0.73,1.5,1.27,1.16,2.43,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0
Egypt Egyptian Premier League,2023-04-13 16:15:00,25,Al Mokawloon,Al Masry,2.25,2.75,3.25,1.12,5.5,1.56,2.28,2.32,1.47,1.61,2.21,2.15,1.65,1.25,1.33,1.47,1.64,1.36,1.59,1.31,2.9,1.82,8.5,2.28,1.33,1.61,2.07,2.71,3.86
Argentina Primera División,2023-04-13 16:30:00,11,Colón,Talleres Córdoba,2.75,3.0,2.5,1.08,8.0,1.44,2.75,2.35,1.53,1.5,2.5,1.95,1.8,1.57,1.3,1.38,0.6,2.5,1.75,1.13,2.88,2.05,8.0,2.0,1.27,1.5,1.95,2.45,3.4
Paraguay Division Profesional,2023-04-13 19:00:00,12,Sportivo Ameliano,Cerro Porteño,4.44,3.55,1.7,0.0,0.0,0.0,0.0,1.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.37,1.16,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-04-13 19:30:00,11,River Plate,Gimnasia La Plata,1.36,4.71,8.08,1.04,10.5,1.25,3.6,1.75,1.95,1.36,3.0,2.2,1.62,1.09,1.18,3.0,2.25,0.2,1.74,1.24,2.98,1.26,10.0,4.64,1.2,1.38,1.67,2.12,2.85
