League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-02-24 21:00:00,5,Belgrano,Tigre,3.1,3.1,2.29,1.1,6.5,1.44,2.62,2.38,1.53,1.44,2.62,2.0,1.73,1.57,1.36,1.3,1.5,2.33,0.67,1.46,2.13,2.18,7.0,1.98,1.29,1.53,1.98,2.55,3.5
Argentina Primera División,2023-02-24 21:00:00,5,Rosario Central,Godoy Cruz,2.28,3.1,3.03,1.07,9.0,1.38,2.85,2.15,1.62,1.47,2.58,1.88,1.82,1.35,1.3,1.58,3.0,1.0,2.03,1.29,3.32,1.98,7.5,2.18,1.2,1.33,1.6,2.05,2.7
Japan J2 League,2023-02-25 01:00:00,2,Ventforet Kofu,Tokushima Vortis,2.75,3.0,2.7,1.1,6.5,1.45,2.65,2.45,1.53,1.53,2.37,1.95,1.78,1.42,1.3,1.36,0.5,1.0,1.28,0.0,1.28,2.0,7.2,2.12,1.35,1.65,2.12,2.9,4.1
South Korea K League 1,2023-02-25 02:00:00,1,Ulsan,Jeonbuk Motors,2.1,3.2,3.5,1.07,7.5,1.33,3.1,2.15,1.7,1.44,2.63,1.8,1.91,1.3,1.31,1.7,3.0,0.0,0.0,0.0,0.0,1.51,8.0,3.17,1.41,1.75,2.23,2.98,4.24
Japan J2 League,2023-02-25 02:00:00,2,Omiya Ardija,Zweigen Kanazawa,2.7,3.0,2.45,1.07,7.5,1.33,3.25,2.05,1.75,1.4,2.75,1.8,1.91,1.25,1.3,1.75,3.0,0.0,0.0,0.82,0.82,1.64,7.7,2.78,1.26,1.48,1.93,2.43,3.35
Japan J2 League,2023-02-25 02:00:00,2,JEF United,Montedio Yamagata,2.5,2.9,2.7,1.1,6.5,1.4,2.75,2.38,1.57,1.5,2.5,1.91,1.8,1.5,1.35,1.4,0.0,3.0,0.0,1.53,1.53,2.05,7.5,2.05,1.26,1.48,1.88,2.43,3.35
Japan J2 League,2023-02-25 02:00:00,2,Fujieda MYFC,V-Varen Nagasaki,3.3,3.1,2.05,1.06,8.0,1.33,3.25,2.05,1.75,1.41,2.79,1.73,2.0,1.44,1.3,1.5,3.0,0.0,0.0,0.0,0.0,1.9,7.2,2.25,1.35,1.65,2.12,2.9,4.1
Japan J1 League,2023-02-25 02:00:00,2,Yokohama F. Marinos,Urawa Reds,1.67,3.8,4.33,1.03,11.5,1.21,4.0,1.65,2.25,1.33,3.0,1.62,2.2,1.18,1.2,1.9,3.0,0.0,0.0,0.63,0.63,1.63,8.2,2.8,1.32,1.58,2.02,2.7,3.8
Australia A-League,2023-02-25 03:00:00,18,Newcastle Jets FC,Western United,2.25,3.6,3.1,1.04,8.5,1.2,3.9,1.73,2.1,1.33,3.25,1.57,2.25,1.4,1.25,1.63,1.44,0.88,1.41,1.37,2.78,2.0,8.5,2.0,1.12,1.21,1.4,1.68,2.15
Australia A-League,2023-02-25 03:00:00,18,Melbourne City FC,Sydney FC,1.75,4.0,4.33,1.03,9.0,1.17,4.25,1.57,2.38,1.33,3.25,1.67,2.1,1.25,1.26,1.99,2.5,1.6,2.27,1.94,4.21,1.64,8.5,2.66,1.16,1.26,1.49,1.93,2.4
Japan J1 League,2023-02-25 03:00:00,2,Consadole Sapporo,Vissel Kobe,2.38,3.3,2.75,1.03,8.5,1.22,3.7,1.91,1.87,1.37,2.8,1.66,2.05,1.36,1.25,1.57,0.0,3.0,0.0,0.0,0.0,2.04,7.3,2.15,1.36,1.65,2.12,2.88,4.1
Japan J1 League,2023-02-25 03:00:00,2,Gamba Osaka,Sagan Tosu,2.2,3.2,3.1,1.04,8.0,1.28,3.3,2.05,1.75,1.43,2.6,1.78,1.9,1.34,1.32,1.62,1.0,1.0,0.0,0.0,0.0,2.21,7.2,1.99,1.4,1.74,2.28,3.1,4.5
Japan J1 League,2023-02-25 03:00:00,2,Avispa Fukuoka,Cerezo Osaka,2.8,3.0,2.5,1.1,6.5,1.47,2.55,2.6,1.5,1.52,2.35,2.05,1.72,1.5,1.3,1.42,3.0,0.0,0.0,0.0,0.0,1.94,7.2,2.28,1.45,1.8,2.4,3.35,4.8
Japan J1 League,2023-02-25 04:00:00,2,Kashima Antlers,Kawasaki Frontale,3.1,3.25,2.15,1.05,9.0,1.28,3.5,1.86,2.0,1.39,2.75,1.65,2.1,1.57,1.29,1.4,0.0,3.0,0.0,0.0,0.0,2.02,7.2,2.18,1.48,1.88,2.5,3.5,5.1
Japan J1 League,2023-02-25 04:00:00,2,Nagoya Grampus,Kyoto Sanga,2.02,3.53,4.0,1.08,7.0,1.42,2.7,2.3,1.57,1.49,2.45,2.05,1.72,1.2,1.25,1.83,3.0,0.0,0.0,0.0,0.0,1.74,7.6,2.58,1.29,1.53,2.0,2.55,3.5
South Korea K League 1,2023-02-25 04:30:00,1,FC Seoul,Incheon United,2.25,3.34,3.24,1.07,7.75,1.36,2.87,2.15,1.7,1.44,2.63,1.91,1.8,1.25,1.28,1.6,3.0,0.0,0.0,0.0,0.0,1.59,8.0,2.9,1.37,1.68,2.12,2.79,3.94
South Korea K League 1,2023-02-25 04:30:00,1,Suwon Bluewings,Gwangju,2.29,3.24,3.24,1.08,7.0,1.38,2.9,2.18,1.64,1.5,2.5,1.91,1.8,1.31,1.31,1.68,0.0,3.0,0.0,0.0,0.0,1.75,7.5,2.45,1.48,1.93,2.46,3.42,5.0
Australia A-League,2023-02-25 05:45:00,18,Western Sydney Wanderers,Macarthur,1.75,3.8,4.5,1.03,13.0,1.25,3.6,1.75,2.05,1.33,3.25,1.75,2.0,1.22,1.2,2.05,1.89,0.89,1.45,1.56,3.01,1.69,8.5,2.53,1.12,1.21,1.4,1.7,2.15
Bulgaria First League,2023-02-25 07:30:00,21,CSKA 1948 Sofia,Arda,1.46,3.64,5.42,1.07,7.5,1.36,3.0,2.05,1.75,1.4,2.75,2.1,1.67,1.1,1.25,2.38,2.64,1.09,1.78,1.1,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal LigaPro,2023-02-25 08:00:00,22,Torreense,Academico Viseu,2.9,3.1,2.4,1.07,7.0,1.4,2.7,2.2,1.65,1.5,2.4,1.91,1.8,1.6,1.35,1.36,1.17,1.55,1.44,1.58,3.02,2.08,7.6,2.0,1.19,1.29,1.5,1.88,2.43
Germany 2. Bundesliga,2023-02-25 09:00:00,22,Nürnberg,Sandhausen,2.0,3.3,3.05,1.06,8.0,1.33,3.2,1.76,1.89,1.4,2.75,1.83,1.83,1.2,1.25,1.8,1.45,0.67,1.73,1.1,2.83,1.45,9.0,3.3,1.2,1.45,1.72,2.1,2.7
Germany 2. Bundesliga,2023-02-25 09:00:00,22,Holstein Kiel,Paderborn,2.45,3.6,2.25,1.02,12.0,1.18,4.75,1.53,2.2,1.25,3.75,1.44,2.63,1.53,1.26,1.46,1.45,1.36,1.96,1.59,3.55,1.69,8.5,2.53,1.18,1.43,1.65,2.0,2.55
Germany 2. Bundesliga,2023-02-25 09:00:00,22,Kaiserslautern,Greuther Fürth,2.35,3.0,2.7,1.07,7.5,1.33,3.1,1.94,1.8,1.44,2.63,1.8,1.91,1.47,1.32,1.46,1.73,0.55,1.54,1.3,2.84,1.85,8.0,2.28,1.22,1.5,1.8,2.25,3.1
Slovenia PrvaLiga,2023-02-25 09:00:00,24,Bravo,Mura,2.72,3.0,2.37,1.06,8.0,1.33,3.25,2.0,1.76,1.4,2.75,1.72,2.07,1.42,1.31,1.56,1.42,1.08,1.83,1.55,3.38,1.85,7.9,2.45,1.23,1.4,1.7,1.95,2.85
England EFL League One,2023-02-25 09:30:00,34,Oxford United,Bristol Rovers,1.8,3.4,3.65,1.03,13.0,1.25,3.75,1.81,1.84,1.34,3.0,1.72,2.1,1.25,1.22,1.95,1.13,1.13,1.81,1.26,3.07,1.51,9.0,3.06,1.16,1.26,1.49,1.95,2.4
England Championship,2023-02-25 09:30:00,34,Coventry City,Sunderland,2.3,3.3,3.1,1.08,6.5,1.43,2.63,2.3,1.57,1.49,2.54,1.95,1.81,1.35,1.35,1.63,1.71,1.53,1.59,1.29,2.88,1.73,7.5,2.6,1.2,1.43,1.7,2.1,2.63
Romania Liga I,2023-02-25 09:30:00,27,Sepsi,Hermannstadt,1.65,3.5,5.5,1.08,8.7,1.38,2.9,2.2,1.67,1.48,2.5,2.05,1.72,1.12,1.25,2.0,1.38,1.31,1.83,1.25,3.08,1.36,7.5,4.2,1.56,2.01,2.65,3.64,5.6
Wales Welsh Premier League,2023-02-25 09:45:00,3,The New Saints,Penybont,1.08,6.14,12.18,1.01,17.0,1.05,6.95,1.27,3.28,1.18,4.33,2.1,1.65,1.01,1.06,6.0,3.0,1.58,2.69,1.41,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-02-25 09:45:00,4,River Plate,Cerro,1.77,3.6,3.9,1.06,8.0,1.33,3.25,2.15,1.67,1.42,2.74,1.8,1.91,1.25,1.3,1.8,3.0,1.5,1.42,1.23,2.65,1.62,8.5,2.75,1.2,1.39,1.71,2.14,2.88
Serbia SuperLiga,2023-02-25 10:00:00,23,Javor Ivanjica,Red Star Belgrade,9.25,6.2,1.18,1.03,17.5,1.18,4.5,1.63,2.23,1.3,3.25,2.3,1.57,4.2,1.08,1.05,1.18,2.82,1.41,2.24,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany 3. Liga,2023-02-25 10:00:00,24,Osnabrück,Wehen Wiesbaden,2.34,3.15,2.8,1.03,11.0,1.2,4.2,1.66,2.16,1.31,3.1,1.52,2.35,1.39,1.3,1.57,2.0,1.92,1.87,1.81,3.68,1.77,7.9,2.43,1.17,1.21,1.48,1.73,2.1
Germany 3. Liga,2023-02-25 10:00:00,24,MSV Duisburg,Meppen,2.15,3.25,3.1,1.05,9.0,1.25,3.6,1.86,2.02,1.39,2.8,1.66,2.15,1.33,1.25,1.66,1.18,0.64,1.56,1.26,2.82,1.62,8.0,2.78,1.18,1.28,1.57,1.91,2.4
Germany 3. Liga,2023-02-25 10:00:00,24,Ingolstadt,Rot-Weiss Essen,2.08,3.25,3.2,1.05,9.0,1.25,3.6,1.83,1.98,1.37,2.85,1.68,2.1,1.28,1.25,1.78,1.27,1.08,1.7,1.59,3.29,1.62,8.0,2.82,1.24,1.55,1.85,2.3,3.3
Germany 3. Liga,2023-02-25 10:00:00,24,Borussia Dortmund II,Waldhof Mannheim,3.05,3.25,2.17,1.05,9.0,1.25,3.6,1.83,2.05,1.35,2.9,1.65,2.1,1.7,1.29,1.32,0.83,0.73,1.39,1.46,2.85,2.2,7.6,1.88,1.22,1.5,1.8,2.25,3.1
Germany 3. Liga,2023-02-25 10:00:00,24,Verl,VfB Oldenburg,2.03,3.27,3.17,1.04,10.0,1.22,4.0,1.7,1.95,1.36,2.95,1.6,2.25,1.33,1.25,1.7,1.67,1.0,1.66,1.07,2.73,1.51,8.5,3.16,1.22,1.5,1.8,2.25,3.1
Germany 3. Liga,2023-02-25 10:00:00,24,Bayreuth,Zwickau,2.56,3.35,2.43,1.05,9.0,1.28,3.5,1.96,1.84,1.36,2.87,1.68,2.05,1.51,1.29,1.44,1.27,0.75,1.38,1.4,2.78,2.05,7.7,2.05,1.2,1.26,1.55,1.85,2.25
Spain La Liga,2023-02-25 10:00:00,23,RCD Espanyol,RCD Mallorca,2.45,2.88,3.0,1.13,6.5,1.62,2.3,2.49,1.43,1.67,2.1,2.38,1.53,1.28,1.37,1.63,0.91,1.0,1.48,1.04,2.52,1.64,8.0,2.65,1.38,1.62,1.98,2.5,3.35
Bulgaria First League,2023-02-25 10:00:00,21,Spartak Varna,Botev Vratsa,2.2,3.1,2.91,1.08,7.0,1.36,3.0,1.92,1.88,1.44,2.62,1.85,1.85,1.22,1.33,1.75,0.6,0.5,1.31,1.28,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2023-02-25 10:00:00,26,Brescia,Bari 1908,3.45,3.05,2.38,1.08,9.05,1.4,2.98,2.15,1.65,1.5,2.5,1.95,1.8,1.6,1.34,1.36,1.23,1.83,1.28,1.24,2.52,1.85,8.0,2.28,1.25,1.47,1.85,2.4,3.4
Italy Serie B,2023-02-25 10:00:00,26,Como,Cosenza,1.74,3.68,5.17,1.06,11.0,1.33,3.35,2.06,1.81,1.4,2.75,1.95,1.8,1.15,1.26,2.24,1.33,0.5,1.66,1.26,2.92,1.75,8.0,2.44,1.2,1.39,1.7,2.2,3.0
Italy Serie B,2023-02-25 10:00:00,26,Reggina,Modena,2.19,3.26,3.62,1.08,9.05,1.39,3.02,2.15,1.65,1.44,2.63,1.91,1.91,1.31,1.32,1.71,1.67,1.23,1.84,1.47,3.31,1.85,8.0,2.28,1.22,1.42,1.83,2.3,3.1
Italy Serie B,2023-02-25 10:00:00,26,Südtirol,Palermo,2.58,3.09,3.05,1.09,8.5,1.42,2.88,2.25,1.6,1.5,2.5,1.95,1.8,1.42,1.36,1.51,1.46,1.08,1.35,1.39,2.74,2.33,7.5,1.85,1.35,1.65,2.15,2.95,4.1
Italy Serie B,2023-02-25 10:00:00,26,Ternana,Cittadella,2.36,3.24,3.27,1.08,8.65,1.42,2.89,2.2,1.62,1.5,2.5,1.95,1.8,1.36,1.34,1.6,1.83,1.0,1.57,1.38,2.95,2.1,8.0,1.95,1.25,1.47,1.85,2.4,3.4
Italy Serie B,2023-02-25 10:00:00,26,Venezia,Cagliari,2.73,2.81,3.21,1.09,8.3,1.43,2.84,2.25,1.6,1.5,2.5,1.95,1.8,1.39,1.34,1.56,0.92,0.75,1.52,1.4,2.92,2.28,8.0,1.85,1.2,1.39,1.68,2.2,2.95
Austria 2. Liga,2023-02-25 10:30:00,17,Amstetten,Dornbirn,1.46,4.21,5.1,1.03,11.0,1.17,4.75,1.53,2.25,1.29,3.5,1.57,2.25,1.2,1.18,1.87,1.5,1.25,1.45,1.32,2.77,1.36,6.5,3.6,0.0,1.29,1.61,1.97,2.46
Austria 2. Liga,2023-02-25 10:30:00,17,Kapfenberger SV,Austria Wien II,2.85,3.53,2.06,1.03,15.0,1.21,4.3,1.53,2.25,1.33,3.25,1.62,2.2,1.64,1.21,1.38,0.5,0.75,1.27,1.26,2.53,2.3,5.75,1.8,1.2,1.39,1.91,2.19,2.88
Poland Ekstraklasa,2023-02-25 11:00:00,22,Piast Gliwice,Cracovia Kraków,2.55,3.0,2.66,1.1,6.5,1.45,2.65,2.4,1.54,1.51,2.35,1.98,1.72,1.31,1.36,1.61,0.8,1.2,1.65,1.39,3.04,1.75,8.0,2.44,1.22,1.42,1.74,2.23,3.0
France Ligue 2,2023-02-25 11:00:00,25,Grenoble Foot 38,Le Havre,3.0,2.75,2.35,1.12,6.0,1.53,2.25,2.85,1.37,1.62,2.15,2.3,1.57,1.58,1.4,1.35,1.75,1.92,1.39,1.27,2.66,2.2,8.0,1.83,1.48,1.95,2.5,3.5,5.1
Slovenia PrvaLiga,2023-02-25 11:00:00,24,Radomlje,Tabor Sežana,2.46,3.0,2.62,1.04,12.75,1.23,3.75,1.85,1.95,1.36,2.99,1.64,2.2,1.47,1.3,1.52,0.64,0.75,1.44,1.7,3.14,1.71,5.75,2.4,1.25,1.49,1.8,2.24,3.1
Czech Republic First League,2023-02-25 11:00:00,21,Zlín,Sparta Praha,5.53,4.42,1.41,1.04,10.0,1.22,4.0,1.61,2.05,1.29,3.25,1.77,1.93,2.6,1.2,1.12,1.2,2.0,1.62,1.57,3.19,3.48,9.0,1.41,1.22,1.42,1.74,2.23,3.0
Czech Republic First League,2023-02-25 11:00:00,21,Mladá Boleslav,České Budějovice,1.68,3.84,3.84,1.04,10.0,1.2,4.2,1.67,2.05,1.35,2.95,1.7,2.0,1.2,1.26,2.0,1.11,1.3,1.64,1.22,2.86,1.3,10.0,4.42,1.14,1.29,1.5,1.85,2.43
Czech Republic First League,2023-02-25 11:00:00,21,Bohemians 1905,Zbrojovka Brno,1.76,3.27,4.16,1.04,14.5,1.24,4.15,1.83,1.97,1.32,3.1,1.65,2.1,1.27,1.28,1.88,0.9,1.3,1.87,1.47,3.34,1.37,9.5,3.68,1.14,1.27,1.48,1.8,2.35
Portugal LigaPro,2023-02-25 11:00:00,22,Leixões,Benfica II,2.1,3.3,3.4,1.01,10.25,1.22,3.72,1.73,2.05,1.36,3.0,1.67,2.1,1.3,1.26,1.73,1.4,0.9,1.55,1.47,3.02,1.65,8.2,2.76,1.14,1.28,1.53,1.83,2.23
Slovakia Super Liga,2023-02-25 11:00:00,21,Zlaté Moravce,Slovan Bratislava,6.5,4.2,1.4,1.04,10.0,1.22,3.8,1.78,1.95,1.33,3.0,1.75,1.95,2.5,1.2,1.15,1.2,1.7,1.73,2.08,3.81,4.56,12.0,1.31,1.13,1.26,1.56,1.93,2.36
Slovakia Super Liga,2023-02-25 11:00:00,21,Dukla Banská Bystrica,Liptovský Mikuláš,1.8,3.5,3.5,1.06,8.0,1.29,3.3,1.81,1.9,1.38,2.8,1.75,1.95,1.29,1.3,1.83,1.3,0.5,1.86,1.39,3.25,1.46,9.5,3.54,1.17,1.33,1.67,2.05,2.65
Slovakia Super Liga,2023-02-25 11:00:00,21,DAC,Skalica,1.4,4.0,7.0,1.05,9.0,1.25,3.6,1.81,2.0,1.36,2.99,1.91,1.8,1.13,1.25,2.4,2.5,0.6,1.97,1.16,3.13,1.31,11.5,4.58,1.23,1.33,1.69,2.0,2.62
Slovakia Super Liga,2023-02-25 11:00:00,21,Spartak Trnava,Trenčín,1.53,3.6,5.5,1.05,9.0,1.28,3.5,1.9,1.83,1.36,2.88,1.95,1.78,1.08,1.18,2.45,1.8,0.6,2.05,1.58,3.63,1.36,10.5,4.1,1.2,1.34,1.69,2.09,2.65
Germany Bundesliga,2023-02-25 11:30:00,22,RB Leipzig,Eintracht Frankfurt,1.65,3.9,4.33,1.03,15.0,1.22,4.33,1.67,2.2,1.33,3.25,1.7,2.05,1.19,1.23,2.15,2.3,1.6,1.66,1.42,3.08,1.58,7.7,3.08,1.44,1.8,2.35,3.18,4.65
Germany Bundesliga,2023-02-25 11:30:00,22,Köln,Wolfsburg,2.25,3.4,2.8,1.04,13.0,1.28,3.75,1.87,1.95,1.36,3.0,1.62,2.2,1.44,1.33,1.62,1.8,1.36,1.75,1.25,3.0,1.62,8.1,2.9,1.21,1.42,1.76,2.22,2.93
Germany Bundesliga,2023-02-25 11:30:00,22,Hoffenheim,Borussia Dortmund,3.8,4.0,1.73,1.02,21.0,1.18,5.0,1.49,2.39,1.29,3.5,1.53,2.38,2.0,1.23,1.23,1.0,1.64,1.86,1.8,3.66,2.71,7.9,1.69,1.22,1.43,1.79,2.26,3.04
Germany Bundesliga,2023-02-25 11:30:00,22,Hertha BSC,Augsburg,2.05,3.5,3.13,1.04,13.0,1.26,4.0,1.85,1.95,1.33,3.25,1.62,2.2,1.33,1.32,1.67,1.18,1.0,1.48,1.37,2.85,1.95,7.6,2.26,1.27,1.52,1.93,2.5,3.42
Germany Bundesliga,2023-02-25 11:30:00,22,Werder Bremen,Bochum,1.95,3.6,3.3,1.03,13.0,1.24,4.2,1.75,2.1,1.33,3.25,1.62,2.2,1.3,1.28,1.75,1.18,0.27,1.49,1.32,2.81,1.84,7.5,2.44,1.33,1.64,2.13,2.81,3.95
Wales Welsh Premier League,2023-02-25 11:30:00,3,Connah's Quay,Cardiff MU,1.6,3.55,4.85,1.02,9.0,1.3,3.2,1.91,1.82,1.39,2.85,1.85,1.85,1.22,1.29,1.98,2.5,1.33,1.57,1.09,2.66,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0
Wales Welsh Premier League,2023-02-25 11:30:00,3,Newtown,Bala Town,2.75,3.3,2.25,1.01,9.8,1.24,3.48,1.79,1.95,1.36,2.99,1.63,2.09,1.57,1.3,1.44,1.5,1.42,1.26,1.75,3.01,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Wales Welsh Premier League,2023-02-25 11:30:00,3,Pontypridd Town AFC,Haverfordwest County,2.75,3.45,2.2,0.0,0.0,0.0,0.0,1.65,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.58,1.44,1.19,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
