League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2022-12-07 09:45:00,6,Pyramids FC,Al Mokawloon,1.45,3.5,6.5,1.06,9.0,1.4,2.8,2.2,1.6,1.46,2.52,2.27,1.6,1.11,1.2,2.04,2.0,1.0,1.38,0.82,2.2,1.23,9.5,5.35,1.3,1.64,2.03,2.67,3.75
Egypt Egyptian Premier League,2022-12-07 09:45:00,6,Pharco,El Daklyeh FC,1.83,3.25,4.1,1.06,7.5,1.5,2.49,2.35,1.53,1.46,2.55,2.16,1.64,1.2,1.29,1.85,2.0,0.0,1.19,1.14,2.33,1.48,8.0,3.32,1.35,1.7,2.17,2.95,3.6
Slovenia PrvaLiga,2022-12-07 11:00:00,19,Koper,Tabor Sežana,1.53,4.0,5.75,1.05,9.0,1.3,3.4,1.85,1.85,1.36,3.0,1.91,1.8,1.11,1.25,2.38,1.67,0.56,1.8,1.7,3.5,1.32,8.6,4.2,0.0,1.55,1.9,2.37,0.0
Egypt Egyptian Premier League,2022-12-07 12:00:00,6,Ghazl El Mehalla,Al Ahly,4.75,3.15,1.73,1.05,7.1,1.41,2.6,2.25,1.57,1.51,2.37,2.1,1.63,1.75,1.33,1.24,3.0,3.0,1.83,2.29,4.12,3.6,9.0,1.41,1.36,1.49,1.9,2.5,3.6
Slovenia PrvaLiga,2022-12-07 13:30:00,19,Domžale,Celje,2.65,3.6,2.35,1.05,9.0,1.25,3.75,1.7,2.0,1.33,3.25,1.62,2.2,1.53,1.3,1.4,1.44,1.11,1.7,1.61,3.31,2.33,7.5,1.82,0.0,0.0,1.69,2.09,2.71
Egypt Egyptian Premier League,2022-12-07 14:00:00,6,El Geish,Zamalek,4.4,2.95,1.83,1.08,8.0,1.41,2.7,2.25,1.57,1.53,2.33,2.02,1.76,1.8,1.33,1.17,3.0,2.0,1.02,1.58,2.6,2.4,7.3,1.81,1.27,1.58,1.94,2.44,3.45
Spain Segunda División,2022-12-07 15:00:00,19,FC Cartagena,Villarreal II,1.7,3.35,4.2,1.07,7.5,1.33,3.24,1.95,1.75,1.4,2.75,1.85,1.91,1.2,1.3,1.85,1.89,0.56,1.85,1.24,3.09,2.85,7.7,1.65,1.41,1.75,2.26,3.04,3.75
Spain Segunda División,2022-12-07 15:00:00,19,SD Huesca,FC Andorra,2.45,2.75,2.8,1.13,6.5,1.53,2.43,2.6,1.44,1.53,2.38,2.1,1.68,1.35,1.38,1.48,2.0,1.33,1.11,1.26,2.37,2.52,7.5,1.82,1.38,1.7,2.19,2.88,4.5
Italy Serie B,2022-12-07 16:30:00,16,Ternana,Cagliari,2.55,2.8,2.75,1.07,7.5,1.33,3.1,1.9,1.8,1.44,2.6,1.8,1.95,1.36,1.28,1.5,1.71,1.0,1.46,1.46,2.92,1.94,7.6,2.27,1.28,1.57,1.91,2.4,3.48
Spain Segunda División,2022-12-07 17:00:00,19,CD Tenerife,Deportivo Alavés,2.35,2.6,3.25,1.14,5.0,1.58,2.3,2.75,1.4,1.57,2.3,2.18,1.68,1.3,1.46,1.56,1.67,1.44,1.95,1.18,3.13,1.95,7.5,2.27,1.31,1.59,2.04,2.69,3.64
