Date,Time,League,Home,Away,Round,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4
22/11/2022,07:00,WORLD - WORLD CUP,Argentina,Saudi Arabia,ROUND 1,1.5,2.87,15.0,1.66,2.62,10.0,1.28,3.5,1.30,3.40,1.5,2.52,1.68,2.19,2.25,1.57,2.37,1.53,3.88,1.24,4.90,1.18,5.5,1.14,6.00,1.12,1.12,7.5,21.0,1.22,6.0,12.0,1.01,1.1,6.0,1.05,1.12,4.0,2.75,1.4,2.25,1.57,1.03,15.0,1.04,13.00,1.02,14.0,1.02,10.50,1.16,5.0,1.20,4.50,1.19,4.04,1.33,3.32,1.57,2.37,1.66,2.20,1.98,1.92,2.08,1.82,2.37,1.57,2.62,1.50,3.2,1.33,4.14,1.20,4.33,1.22,4.50,1.20,6.1,1.08,8.30,1.04,8.0,1.08,10.00,1.06,,,,,17.0,1.02,19.00,1.02,,,,,29.0,29.0,34.00,34.00,,,,,1.02,16.0,1.1,7.0,1.01,17.0,1.16,5.25,1.01,30.0,1.32,3.3,,,1.58,2.35,,,2.07,1.86,,,2.5,1.5,,,13.0,41.0,101.0,501.0,8.0,17.0,51.0,201.0,5.5,13.0,41.0,151.0,6.5,15.0,51.0,151.0,501.0,501.0,501.0,501.0,9.0,21.0,51.0,251.0,501.0
22/11/2022,07:00,ARMENIA - PREMIER LEAGUE,Alashkert,Pyunik Yerevan,ROUND 18,3.8,1.85,3.4,3.8,1.85,3.4,1.52,2.33,1.52,2.33,2.31,1.53,2.16,1.60,3.34,1.27,3.20,1.30,,,,,9.1,1.03,8.50,1.05,2.9,2.65,2.48,2.9,2.65,2.48,1.45,1.38,1.33,1.45,1.38,1.33,1.98,1.74,1.98,1.74,1.09,6.75,1.09,6.75,1.12,5.0,1.13,5.0,1.45,2.6,1.45,2.6,1.77,1.92,1.68,2.05,2.5,1.47,2.5,1.47,3.56,1.24,3.30,1.28,5.0,1.15,5.0,1.15,7.9,1.04,6.85,1.06,9.6,1.02,8.00,1.06,,,,,15.0,1.02,13.00,1.01,,,,,,,,,,,,,,,,,,,,,2.15,1.7,2.6,1.48,1.7,2.01,3.8,1.22,1.36,2.88,5.75,1.1,1.16,4.52,,,,,,,,,,,,,6.4,6.5,11.0,25.0,7.5,5.5,9.5,23.0,13.0,10.5,15.0,34.0,31.0,26.0,36.0,71.0,71.0,61.0,101.0,201.0,91.0,76.0,111.0,226.0,201.0
22/11/2022,08:00,CHINA - SUPER LEAGUE,Cangzhou,Dalian Pro,ROUND 26,2.87,2.2,3.75,2.87,2.2,3.75,1.4,2.75,1.36,3.00,1.85,1.95,1.82,1.97,2.75,1.4,2.75,1.4,5.5,1.11,5.25,1.15,8.0,1.08,7.00,1.10,2.15,3.75,3.1,2.15,3.5,3.2,1.36,1.25,1.66,1.36,1.28,1.66,1.8,1.95,1.7,2.05,1.04,13.0,1.05,11.00,1.03,8.2,1.05,8.50,1.28,3.5,1.25,3.75,1.41,2.69,1.39,2.85,1.9,1.95,1.88,1.98,2.49,1.47,2.37,1.55,3.25,1.33,3.25,1.33,5.05,1.12,4.60,1.17,6.5,1.11,6.00,1.12,10.0,1.01,9.30,1.04,15.0,1.03,13.00,1.04,,,,,29.0,29.0,26.00,26.00,,,,,51.0,51.0,51.0,51.0,,,,,1.65,2.2,1.95,1.9,1.5,2.5,2.5,1.5,1.27,3.55,3.7,1.26,1.13,5.9,5.5,1.15,1.03,9.0,,,,,,,,,11.0,9.5,15.0,34.0,8.0,7.0,11.0,26.0,10.0,9.0,15.0,34.0,21.0,17.0,26.0,51.0,67.0,51.0,67.0,101.0,41.0,41.0,51.0,101.0,251.0
22/11/2022,08:30,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Wuhan FC,ROUND 26,1.8,2.6,8.0,1.95,2.4,6.5,1.28,3.5,1.33,3.25,1.7,2.1,1.7,2.1,2.37,1.53,2.62,1.44,4.24,1.18,4.50,1.18,5.5,1.14,6.50,1.11,1.33,5.25,9.5,1.44,4.75,6.5,1.07,1.16,3.25,1.11,1.18,2.62,1.95,1.8,1.95,1.8,1.03,15.0,1.04,13.00,1.03,10.0,1.04,9.10,1.18,4.5,1.22,4.00,1.26,3.48,1.34,3.10,1.6,2.3,1.72,2.07,2.02,1.83,2.02,1.83,2.5,1.5,2.75,1.40,3.56,1.23,4.20,1.20,4.33,1.2,5.50,1.14,7.2,1.05,8.40,1.05,9.0,1.07,11.00,1.05,,,,,19.0,1.02,23.00,1.01,,,,,34.0,34.0,51.00,41.00,,,,,1.1,6.8,1.21,4.25,1.1,7.0,1.38,3.0,,,1.68,2.15,,,2.1,1.7,,,2.85,1.4,,,3.9,1.24,,,15.0,21.0,41.0,101.0,8.0,10.0,23.0,51.0,6.5,9.0,21.0,51.0,8.5,11.0,26.0,51.0,401.0,201.0,151.0,201.0,13.0,19.0,41.0,81.0,351.0
22/11/2022,08:30,CHINA - SUPER LEAGUE,Shenzhen,Guangzhou FC,ROUND 26,2.87,2.25,3.5,2.75,2.2,3.75,1.33,3.25,1.36,3.00,1.72,2.07,1.85,1.95,2.62,1.44,2.75,1.40,4.8,1.14,5.45,1.14,6.5,1.11,8.00,1.08,2.25,3.6,3.0,2.1,3.5,3.25,1.36,1.28,1.61,1.33,1.28,1.7,1.61,2.2,1.75,2.0,1.04,13.0,1.05,11.00,1.01,9.4,1.06,7.70,1.22,4.0,1.25,3.75,1.32,3.1,1.46,2.60,1.72,2.07,1.90,1.95,2.17,1.61,2.60,1.46,2.75,1.4,3.25,1.33,4.24,1.17,5.20,1.14,5.5,1.14,6.50,1.11,8.6,1.03,10.50,1.03,11.0,1.05,13.00,1.04,,,,,23.0,1.01,26.00,1.01,,,,,51.0,51.0,51.0,51.0,,,,,1.68,2.15,2.0,1.85,1.5,2.5,2.6,1.48,1.27,3.55,3.8,1.25,1.15,5.5,5.75,1.14,1.05,8.0,,,,,,,,,13.0,11.0,17.0,34.0,9.5,7.0,11.0,23.0,12.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,51.0,51.0,51.0,81.0,41.0,34.0,41.0,67.0,151.0
22/11/2022,08:30,CHINA - SUPER LEAGUE,Zhejiang Professional,Shanghai Port,ROUND 26,4.75,2.37,2.2,5.0,2.4,2.2,1.3,3.4,1.3,3.4,1.62,2.17,1.60,2.29,2.5,1.5,2.5,1.5,4.54,1.16,4.20,1.20,6.0,1.12,6.0,1.12,4.5,4.33,1.66,5.0,4.2,1.61,2.15,1.2,1.18,2.25,1.22,1.16,1.66,2.1,1.7,2.05,1.03,15.0,1.03,15.0,1.01,10.0,1.03,10.50,1.18,4.5,1.20,4.33,1.29,3.3,1.27,3.60,1.61,2.25,1.65,2.20,2.06,1.68,1.98,1.77,2.5,1.5,2.62,1.44,3.92,1.19,3.70,1.25,4.5,1.18,4.5,1.18,7.9,1.04,7.10,1.08,10.0,1.06,10.0,1.06,,,,,19.0,1.02,21.00,1.01,,,,,41.0,41.0,41.0,41.0,,,,,3.45,1.3,3.8,1.25,2.6,1.48,5.75,1.14,2.0,1.85,,,1.55,2.38,,,1.32,3.3,,,1.18,4.8,,,1.1,6.8,15.0,8.5,9.0,13.0,15.0,8.0,8.5,12.0,26.0,15.0,15.0,21.0,51.0,34.0,34.0,41.0,23.0,23.0,41.0,67.0,101.0,67.0,67.0,101.0,151.0
22/11/2022,09:00,ARMENIA - PREMIER LEAGUE,BKMA,Ararat-Armenia,ROUND 18,9.3,2.3,1.79,8.1,2.29,1.85,1.37,2.8,1.35,2.88,1.77,1.92,1.72,1.98,2.58,1.43,2.49,1.46,,,,,5.9,1.1,5.60,1.11,10.5,4.7,1.28,8.9,4.5,1.33,3.28,1.14,1.01,2.99,1.15,1.02,2.26,1.61,2.06,1.73,1.01,11.5,1.02,13.00,1.03,8.1,1.03,8.60,1.23,3.56,1.21,3.74,1.35,2.88,1.32,3.04,1.79,2.0,1.73,2.08,2.22,1.57,2.13,1.62,2.75,1.37,2.64,1.40,4.3,1.16,4.04,1.18,5.3,1.12,4.70,1.15,,,,,10.5,1.02,8.50,1.04,,,,,,,,,,,,,,,,,,,,,7.9,1.04,7.0,1.06,4.52,1.15,,,2.98,1.33,,,2.13,1.62,,,1.72,2.1,,,1.39,2.72,,,1.22,3.78,10.0,5.0,4.5,6.5,19.0,8.5,7.0,9.0,56.0,26.0,21.0,26.0,201.0,101.0,91.0,151.0,11.0,15.0,51.0,201.0,201.0,201.0,201.0,201.0,201.0
22/11/2022,10:00,WORLD - WORLD CUP,Denmark,Tunisia,ROUND 1,2.25,2.1,6.5,2.1,2.2,7.0,1.5,2.5,1.44,2.62,2.2,1.73,2.06,1.84,3.4,1.3,3.25,1.33,7.6,1.07,6.80,1.10,10.0,1.06,9.00,1.07,1.6,3.8,6.0,1.53,3.75,7.0,1.12,1.25,2.3,1.1,1.25,2.37,2.25,1.57,2.2,1.61,1.08,8.0,1.07,8.50,1.08,6.15,1.07,7.50,1.4,3.0,1.36,3.20,1.69,2.12,1.53,2.40,2.3,1.61,2.10,1.72,3.4,1.3,2.90,1.39,4.33,1.22,4.00,1.25,7.4,1.05,5.90,1.11,9.0,1.07,8.00,1.08,16.0,1.01,12.00,1.02,19.0,1.02,17.00,1.02,,,,,41.0,41.0,34.00,34.00,,,,,,,,,,,,,1.21,4.25,1.4,2.85,1.18,4.8,1.8,2.14,1.04,11.0,2.38,1.55,,,3.45,1.3,,,5.5,1.15,,,7.0,1.1,,,8.0,13.0,34.0,81.0,5.5,8.5,21.0,51.0,7.0,10.0,26.0,67.0,12.0,17.0,41.0,101.0,351.0,201.0,251.0,451.0,26.0,34.0,67.0,201.0,501.0
22/11/2022,11:00,ARMENIA - PREMIER LEAGUE,Urartu,Ararat Yerevan,ROUND 18,2.2,2.1,5.75,2.2,2.1,5.75,1.41,2.65,1.41,2.65,2.05,1.67,1.97,1.73,3.08,1.31,2.98,1.33,,,,,7.8,1.05,8.00,1.05,1.55,3.45,5.1,1.55,3.45,5.1,1.1,1.24,2.23,1.1,1.24,2.23,2.2,1.6,2.2,1.6,1.06,8.5,1.06,8.5,1.07,6.35,1.06,6.80,1.36,2.95,1.36,2.95,1.62,2.14,1.55,2.26,2.23,1.6,2.23,1.6,3.14,1.3,2.93,1.34,4.3,1.19,4.3,1.19,6.85,1.06,6.25,1.07,7.8,1.05,7.00,1.07,,,,,13.0,1.01,12.00,1.02,,,,,,,,,,,,,,,,,,,,,1.21,3.84,1.4,2.68,1.16,4.46,1.82,1.97,,,2.48,1.46,,,3.48,1.25,,,5.15,1.12,,,,,,,8.5,11.0,25.0,76.0,5.4,7.0,17.0,51.0,6.4,8.5,19.0,61.0,11.0,14.0,31.0,91.0,201.0,201.0,226.0,201.0,23.0,29.0,67.0,201.0,201.0
22/11/2022,13:00,WORLD - WORLD CUP,Mexico,Poland,ROUND 1,3.25,1.95,3.75,3.5,2.05,3.25,1.53,2.37,1.44,2.62,2.18,1.74,2.18,1.74,3.75,1.25,3.40,1.30,8.3,1.06,8.60,1.07,11.0,1.05,10.00,1.06,2.5,3.0,3.1,2.8,3.2,2.5,1.36,1.36,1.5,1.5,1.36,1.4,2.0,1.75,1.95,1.8,1.1,7.0,1.08,8.00,1.12,5.15,1.14,5.75,1.44,2.75,1.40,3.00,1.83,2.07,1.82,2.08,2.37,1.57,2.20,1.66,3.78,1.25,3.72,1.24,4.5,1.2,4.00,1.25,8.1,1.04,8.20,1.04,10.0,1.06,8.00,1.08,18.0,1.01,16.00,1.01,21.0,1.01,19.00,1.02,,,,,51.0,51.0,41.00,41.00,,,,,,,,,,,,,1.79,2.15,2.1,1.7,1.5,2.5,3.1,1.35,1.26,3.7,4.8,1.18,1.12,6.25,7.0,1.12,1.1,7.0,14.0,1.05,1.04,16.0,26.0,1.01,1.01,25.0,7.0,8.5,15.0,41.0,7.5,6.5,13.0,34.0,12.0,12.0,19.0,41.0,29.0,26.0,41.0,67.0,81.0,81.0,101.0,251.0,51.0,51.0,81.0,201.0,501.0
