Date,Time,League,Home,Away,Round,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4
13/12/2022,07:00,AZERBAIJAN - PREMIER LEAGUE,Shamakhi,Zira,ROUND 17,6.3,2.07,2.18,7.2,2.2,2.07,1.44,2.55,1.41,2.64,2.05,1.67,1.93,1.76,3.08,1.31,2.95,1.33,,,,,7.9,1.05,6.85,1.07,5.45,3.6,1.6,3.84,3.0,1.97,2.18,1.23,1.1,2.5,1.2,1.07,2.13,1.68,2.2,1.64,1.04,8.2,1.04,9.00,1.07,6.35,1.05,7.10,1.36,2.79,1.33,2.87,1.62,2.14,1.53,2.31,2.19,1.66,2.04,1.68,3.14,1.3,2.84,1.36,3.88,1.2,3.50,1.24,6.85,1.06,6.05,1.08,7.9,1.05,6.50,1.08,,,,,13.0,1.02,10.00,1.02,,,,,,,,,,,,,,,,,,,,,4.04,1.19,4.56,1.15,2.75,1.38,,,1.99,1.8,,,1.48,2.42,,,1.26,3.4,,,1.14,4.68,,,,,7.0,5.0,6.0,10.0,10.0,6.0,6.5,11.0,23.0,15.0,15.0,26.0,81.0,46.0,61.0,91.0,23.0,31.0,61.0,201.0,201.0,201.0,201.0,201.0,201.0
13/12/2022,12:00,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Gabala,ROUND 17,1.66,2.61,8.6,1.7,2.55,10.5,1.27,3.34,1.27,3.40,1.55,2.26,1.57,2.26,2.31,1.53,2.25,1.55,,,,,5.3,1.12,5.60,1.11,1.23,5.6,10.5,1.26,5.3,11.0,,,,,,,2.1,1.7,2.07,1.67,1.04,13.0,1.02,13.0,1.03,9.3,1.03,9.3,1.16,4.32,1.18,4.20,1.25,3.48,1.27,3.40,1.61,2.29,1.63,2.15,1.93,1.76,2.00,1.72,2.42,1.47,2.50,1.47,3.56,1.23,3.80,1.22,4.2,1.17,4.30,1.18,,,,,8.0,1.06,7.90,1.05,,,,,,,,,,,,,,,,,,,,,1.03,8.0,1.13,4.96,,,1.27,3.32,,,1.52,2.32,,,1.95,1.84,,,2.49,1.46,,,3.56,1.24,,,13.0,23.0,56.0,151.0,6.0,9.0,26.0,91.0,5.0,6.5,19.0,91.0,6.5,8.5,20.0,91.0,201.0,201.0,201.0,201.0,10.0,14.0,41.0,151.0,201.0
13/12/2022,16:00,WORLD - WORLD CUP,Argentina,Croatia,PLAY OFFS ,2.6,1.91,6.0,2.5,2.05,5.5,1.62,2.2,1.50,2.50,2.52,1.5,2.28,1.60,4.0,1.22,3.40,1.30,9.2,1.05,8.20,1.06,13.0,1.04,10.00,1.06,1.83,3.25,5.0,1.8,3.25,5.5,1.17,1.33,1.91,1.14,1.33,1.95,2.2,1.62,2.05,1.7,1.1,7.0,1.08,7.50,1.11,5.3,1.10,5.60,1.44,2.75,1.40,3.00,1.85,2.05,1.98,1.92,2.5,1.53,2.30,1.62,3.7,1.26,3.78,1.25,4.5,1.2,4.33,1.22,8.0,1.04,8.20,1.04,10.0,1.06,9.00,1.07,18.0,1.01,18.0,1.01,21.0,1.02,19.00,1.02,,,,,51.0,51.0,41.00,51.0,,,,,,,,,,,,,1.3,3.45,1.55,2.38,1.23,4.0,2.05,1.75,1.11,6.4,3.0,1.38,,,4.25,1.21,,,7.0,1.1,,,11.0,1.03,,,7.0,11.0,26.0,67.0,6.0,7.0,19.0,51.0,8.0,10.0,23.0,51.0,15.0,21.0,41.0,81.0,201.0,151.0,201.0,401.0,41.0,41.0,81.0,201.0,201.0
