Date,Time,League,Home,Away,Round,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4
05/01/2023,11:00,INDIA - ISL,Goa,Hyderabad,-,3.0,2.25,3.25,3.25,2.25,3.1,1.33,3.25,1.36,3.00,1.83,1.98,1.77,2.02,2.63,1.44,2.63,1.44,,,,,7.0,1.1,7.0,1.1,2.38,3.4,2.63,2.63,3.4,2.38,1.4,1.29,1.5,1.5,1.29,1.4,1.62,2.2,1.62,2.2,1.04,13.0,1.04,12.00,1.03,8.5,1.03,8.70,1.25,3.75,1.22,4.00,1.38,2.76,1.32,3.10,1.8,2.0,1.8,2.0,2.38,1.5,2.13,1.63,3.0,1.36,2.75,1.40,4.8,1.13,3.90,1.21,6.0,1.13,5.50,1.14,9.7,1.01,8.30,1.03,13.0,1.04,11.00,1.05,,,,,26.0,1.01,23.00,1.01,,,,,51.0,51.0,51.0,51.0,,,,,1.77,2.02,2.08,1.73,1.58,2.35,2.85,1.4,1.32,3.3,4.25,1.21,1.16,5.25,6.25,1.12,1.1,7.0,,,,,,,,,13.0,11.0,15.0,29.0,10.0,7.0,10.0,21.0,13.0,9.5,13.0,26.0,23.0,19.0,26.0,41.0,51.0,41.0,51.0,81.0,41.0,41.0,51.0,81.0,151.0
05/01/2023,11:00,TURKEY - SUPER LIG,Gaziantep,Basaksehir,ROUND 17,3.75,2.2,2.75,3.5,2.2,3.0,1.4,2.75,1.36,3.00,1.9,1.9,1.95,1.85,2.75,1.4,2.63,1.44,5.85,1.12,5.40,1.14,8.0,1.08,7.00,1.10,3.25,3.3,2.1,3.0,3.25,2.25,1.7,1.33,1.33,1.62,1.33,1.36,1.73,2.0,1.67,2.1,1.06,10.0,1.05,11.00,1.04,8.1,1.05,9.90,1.29,3.5,1.25,3.75,1.45,2.67,1.41,2.90,1.95,1.9,1.80,2.00,2.6,1.47,2.44,1.56,3.25,1.33,3.00,1.36,5.3,1.11,4.80,1.18,6.5,1.11,6.00,1.13,,,,,15.0,1.03,13.00,1.04,,,,,29.0,1.01,26.00,1.01,,,,,,,,,,,,,2.38,1.55,2.85,1.4,2.0,1.85,4.1,1.23,1.52,2.42,6.6,1.11,1.27,3.55,10.5,1.03,1.16,5.25,,,,,,,,,10.0,8.0,10.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,41.0,34.0,51.0,81.0,67.0,51.0,67.0,101.0,201.0
05/01/2023,12:00,EGYPT - PREMIER LEAGUE,Enppi,Al Ahly,ROUND 12,7.8,2.18,1.96,6.7,2.47,1.86,1.42,2.65,1.33,3.10,1.93,1.78,1.67,2.13,2.89,1.36,2.48,1.50,,,,,7.2,1.08,5.70,1.12,8.1,4.2,1.4,7.4,3.84,1.44,2.77,1.19,1.05,2.85,1.23,1.07,2.27,1.6,2.05,1.73,1.03,8.2,1.01,12.00,1.05,7.0,1.05,8.80,1.3,3.08,1.24,3.80,1.5,2.41,1.36,3.00,2.01,1.8,1.78,2.04,2.72,1.4,2.24,1.61,3.34,1.26,2.80,1.40,5.65,1.09,4.10,1.21,6.35,1.07,5.10,1.15,10.5,1.03,7.80,1.06,13.0,1.01,9.50,1.04,,,,,15.0,1.01,15.0,1.01,,,,,,,,,,,,,5.95,1.08,6.85,1.07,3.66,1.24,,,2.47,1.48,,,1.85,1.95,,,1.45,2.54,,,1.25,3.56,,,1.14,5.0,8.5,5.0,5.0,7.5,14.0,7.0,6.5,10.0,34.0,19.0,15.0,23.0,101.0,67.0,71.0,101.0,15.0,20.0,56.0,176.0,201.0,201.0,201.0,201.0,201.0
05/01/2023,14:00,CYPRUS - FIRST DIVISION,Karmiotissa,Aris,ROUND 17,6.5,2.24,2.02,4.38,2.25,2.27,1.38,2.8,1.33,3.24,1.85,1.85,1.70,2.07,2.8,1.38,2.50,1.50,5.75,1.1,5.30,1.12,6.9,1.07,5.50,1.13,6.6,4.1,1.47,3.86,3.3,1.85,2.53,1.2,1.08,1.85,1.29,1.22,2.04,1.74,1.7,2.1,1.02,9.1,1.05,9.00,1.04,7.8,1.04,9.20,1.27,3.28,1.25,3.74,1.45,2.55,1.39,2.85,1.94,1.86,1.79,1.91,2.62,1.43,2.37,1.54,3.2,1.28,3.00,1.36,5.35,1.1,4.40,1.18,6.05,1.08,5.00,1.14,8.4,1.05,8.4,1.05,10.5,1.03,9.00,1.05,,,,,15.0,1.01,15.0,1.01,,,,,,,,,,,,,4.9,1.13,5.45,1.11,3.2,1.3,8.5,1.04,2.25,1.57,8.2,1.04,1.73,2.11,,,1.39,2.77,,,1.2,4.04,,,1.1,5.65,9.0,5.0,6.0,9.0,14.0,6.5,6.5,10.0,26.0,15.0,14.0,21.0,91.0,46.0,61.0,71.0,18.0,21.0,51.0,151.0,201.0,201.0,201.0,201.0,201.0
05/01/2023,14:00,EGYPT - PREMIER LEAGUE,Zamalek,El Daklyeh,ROUND 12,1.82,2.35,8.2,1.86,2.48,6.7,1.36,2.89,1.33,3.10,1.8,1.9,1.67,2.13,2.72,1.4,2.48,1.50,,,,,6.2,1.1,5.70,1.12,1.32,4.8,9.1,1.31,4.5,7.9,1.03,1.15,3.15,1.07,1.2,3.0,2.27,1.6,2.04,1.74,1.01,9.4,1.01,12.00,1.03,8.2,1.05,8.80,1.26,3.34,1.23,3.60,1.42,2.65,1.36,3.00,1.9,1.9,1.74,1.97,2.49,1.47,2.24,1.61,3.08,1.3,2.74,1.36,5.05,1.12,4.10,1.21,5.75,1.09,5.10,1.15,10.0,1.01,7.80,1.06,11.0,1.02,9.50,1.04,,,,,17.0,1.01,15.00,1.01,,,,,,,,,,,,,1.06,6.75,1.19,4.18,1.05,7.7,1.39,2.77,,,1.8,2.01,,,2.29,1.55,,,3.16,1.31,,,4.36,1.17,,,9.5,15.0,46.0,126.0,5.0,7.5,21.0,81.0,5.0,6.5,18.0,81.0,7.0,9.5,23.0,101.0,201.0,201.0,201.0,201.0,13.0,18.0,51.0,201.0,201.0
05/01/2023,14:00,TURKEY - SUPER LIG,Adana Demirspor,Istanbulspor AS,ROUND 17,1.91,2.63,6.0,2.05,2.4,5.5,1.25,3.75,1.30,3.40,1.48,2.57,1.60,2.33,2.2,1.62,2.38,1.53,3.7,1.26,4.60,1.18,5.0,1.17,5.50,1.14,1.4,4.5,6.5,1.53,4.0,5.5,1.11,1.18,2.75,1.14,1.22,2.38,1.67,2.1,1.67,2.1,1.02,17.0,1.03,15.00,1.01,15.0,1.03,12.00,1.14,5.5,1.18,4.50,1.18,4.2,1.30,3.50,1.5,2.5,1.60,2.30,1.83,2.02,2.00,1.85,2.2,1.62,2.50,1.50,3.1,1.35,4.00,1.25,3.75,1.25,4.33,1.20,5.9,1.09,8.00,1.08,8.0,1.08,9.00,1.07,,,,,15.0,1.03,19.00,1.02,,,,,29.0,1.01,34.00,-,51.0,51.0,51.0,51.0,1.15,5.5,1.27,3.55,1.13,5.9,1.48,2.6,1.05,9.0,1.85,2.0,,,2.35,1.58,,,3.1,1.35,,,4.25,1.21,,,17.0,21.0,41.0,67.0,9.5,9.5,21.0,41.0,8.0,8.5,17.0,41.0,10.0,11.0,21.0,41.0,201.0,101.0,101.0,126.0,17.0,17.0,34.0,67.0,151.0
05/01/2023,14:00,TURKEY - SUPER LIG,Trabzonspor,Giresunspor,ROUND 17,2.0,2.38,6.5,2.1,2.38,5.5,1.33,3.25,1.33,3.25,1.7,2.1,1.73,2.08,2.63,1.44,2.50,1.50,5.0,1.16,5.10,1.15,6.5,1.11,6.00,1.13,1.45,4.2,6.5,1.53,4.0,5.5,1.11,1.22,2.63,1.14,1.22,2.38,1.91,1.8,1.73,2.0,1.04,13.0,1.04,13.0,1.02,9.6,1.04,10.50,1.22,4.0,1.20,4.33,1.35,3.1,1.36,3.1,1.73,2.08,1.67,2.15,2.24,1.62,2.30,1.62,2.75,1.4,2.63,1.44,4.3,1.17,4.40,1.21,5.5,1.14,5.00,1.17,8.6,1.03,9.10,1.06,11.0,1.05,10.00,1.06,,,,,23.0,1.01,21.00,1.02,,,,,51.0,51.0,41.00,51.0,,,,,1.18,4.8,1.32,3.3,1.15,5.5,1.6,2.3,1.06,8.6,2.05,1.75,,,2.67,1.45,,,3.9,1.24,,,5.5,1.15,,,12.0,17.0,34.0,67.0,7.0,8.0,21.0,51.0,7.0,8.5,19.0,51.0,10.0,12.0,26.0,51.0,201.0,126.0,126.0,151.0,19.0,21.0,41.0,81.0,301.0
05/01/2023,15:00,PORTUGAL - LIGA PORTUGAL 2,Leixoes,Moreirense,ROUND 15,3.75,2.1,2.88,3.5,2.1,3.1,1.4,2.75,1.4,2.75,1.95,1.85,1.95,1.85,3.0,1.36,3.0,1.36,5.9,1.11,6.30,1.10,9.0,1.07,8.00,1.08,3.1,3.25,2.1,2.7,3.25,2.3,1.62,1.3,1.33,1.53,1.3,1.4,1.8,1.91,1.73,2.0,1.05,11.0,1.06,10.00,1.04,7.8,1.05,7.20,1.3,3.4,1.3,3.4,1.46,2.6,1.52,2.43,2.0,1.85,2.0,1.80,2.65,1.45,2.81,1.40,3.4,1.3,3.4,1.3,5.4,1.1,5.85,1.08,7.0,1.1,7.0,1.1,10.5,1.01,10.5,1.01,15.0,1.03,15.0,1.03,,,,,29.0,1.01,29.0,1.01,,,,,,,,,,,,,2.35,1.58,2.75,1.43,1.98,1.88,4.0,1.23,1.52,2.42,6.6,1.11,1.27,3.55,11.0,1.02,1.15,5.5,,,,,,,,,9.5,7.5,10.0,21.0,9.5,6.5,9.0,19.0,17.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,41.0,41.0,51.0,101.0,67.0,51.0,67.0,126.0,251.0
05/01/2023,17:00,ENGLAND - PREMIER LEAGUE,Chelsea,Manchester City,ROUND 19,5.5,2.3,2.2,5.0,2.3,2.2,1.33,3.25,1.33,3.25,1.75,2.13,1.73,2.15,2.63,1.44,2.63,1.44,5.15,1.15,4.80,1.17,6.5,1.11,6.5,1.11,5.25,4.0,1.62,5.0,3.75,1.67,2.25,1.22,1.17,2.15,1.25,1.17,1.8,1.95,1.75,2.0,1.04,13.0,1.04,12.00,1.02,9.1,1.04,11.50,1.25,4.0,1.22,4.33,1.36,3.04,1.32,3.40,1.8,2.0,1.73,2.10,2.28,1.6,2.18,1.69,3.0,1.4,2.75,1.44,4.44,1.16,4.10,1.23,5.5,1.14,5.00,1.17,8.8,1.02,8.40,1.07,11.0,1.05,10.00,1.06,,,,,21.0,1.02,21.0,1.02,,,,,41.0,41.0,41.0,41.0,,,,,3.8,1.25,4.4,1.2,2.75,1.43,6.6,1.11,2.09,1.81,,,1.58,2.35,,,1.35,3.1,,,1.18,4.65,,,1.1,6.8,12.0,8.0,8.5,13.0,17.0,8.5,9.0,15.0,34.0,19.0,17.0,26.0,67.0,41.0,41.0,51.0,26.0,26.0,41.0,101.0,201.0,101.0,126.0,151.0,301.0
05/01/2023,17:15,PORTUGAL - LIGA PORTUGAL,Santa Clara,Braga,ROUND 15,5.5,2.25,2.25,5.0,2.2,2.38,1.36,3.0,1.40,2.75,1.83,1.98,1.88,1.93,2.75,1.4,2.75,1.4,5.6,1.13,5.90,1.11,7.0,1.1,8.00,1.08,5.0,3.8,1.67,4.5,3.5,1.73,2.15,1.25,1.17,2.05,1.29,1.18,1.91,1.91,1.91,1.91,1.05,11.0,1.06,10.00,1.03,8.5,1.05,7.60,1.25,3.75,1.29,3.50,1.42,2.78,1.50,2.52,1.9,1.95,1.95,1.85,2.49,1.51,2.78,1.42,3.25,1.33,3.40,1.30,5.0,1.13,5.70,1.10,6.5,1.11,7.00,1.10,9.9,1.01,10.00,-,13.0,1.04,15.00,1.03,,,,,26.0,1.01,29.00,1.01,,,,,51.0,51.0,51.0,51.0,,,,,3.7,1.26,4.12,1.22,2.66,1.45,7.5,1.1,2.02,1.88,,,1.52,2.48,,,1.3,3.38,,,1.15,5.1,,,1.07,7.8,11.0,7.0,7.5,12.0,13.0,7.5,8.5,13.0,26.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,23.0,26.0,41.0,81.0,151.0,101.0,101.0,151.0,301.0
