Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2361761,China China League One,2022,2022-06-08 04:30:00,1,Heilongjiang Lava Spring,Beijing BG,4,0,4,"['6', '65', '68', '87']",[],1.14,7.0,15.0,1.57,2.35,2.63,1.44
2,2361762,China China League One,2022,2022-06-08 04:30:00,1,Sichuan Jiuniu,Xinjiang Tianshan,2,0,2,"['30', '78']",[],1.14,6.5,19.0,1.62,2.25,3.0,1.36
3,2361763,China China League One,2022,2022-06-08 05:00:00,1,Nantong Zhiyun,Suzhou Dongwu,1,0,1,['61'],[],1.33,5.25,6.0,1.7,2.1,2.2,1.62
4,2361764,China China League One,2022,2022-06-08 05:00:00,1,Hebei Kungfu,Guangxi Baoyun,0,0,0,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2361765,China China League One,2022,2022-06-09 04:30:00,1,Qingdao Jonoon,Shaanxi Chang'an,1,1,2,['52'],['55'],2.45,3.0,2.7,1.86,1.86,0.0,0.0
6,2361766,China China League One,2022,2022-06-09 05:00:00,1,Zibo Cuju,Qingdao Youth Island,3,1,4,"['28', '56', '89']",['7'],3.8,3.25,1.83,2.2,1.65,2.1,1.67
7,2361767,China China League One,2022,2022-06-09 08:30:00,1,Shanghai Jiading,Shenyang Urban,1,0,1,['49'],[],2.95,3.2,2.25,2.25,1.57,1.87,1.89
8,2361769,China China League One,2022,2022-06-10 04:30:00,1,Kunshan,BIT,3,0,3,"['-1', '-1', '-1']",[],1.09,3.6,6.25,1.8,2.0,2.0,1.73
9,2361768,China China League One,2022,2022-06-10 04:30:00,1,Nanjing City,Jiangxi Liansheng,1,1,2,['51'],['17'],1.15,3.5,4.4,1.95,1.85,2.0,1.73
10,2361770,China China League One,2022,2022-06-12 04:30:00,2,Xinjiang Tianshan,Heilongjiang Lava Spring,2,1,3,"['14', '45+3']",['90'],8.0,5.2,1.32,1.7,2.1,2.5,1.5
11,2361771,China China League One,2022,2022-06-12 05:00:00,2,Suzhou Dongwu,Hebei Kungfu,1,2,3,['64'],"['72', '79']",2.15,3.35,3.25,2.21,1.59,2.2,1.62
