Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1541482,USA USL Championship,2022,2022-03-12 20:00:00,0,Loudoun United,Indy Eleven,1,0,1,['43'],[],2.57,3.6,2.3,1.62,2.17,1.58,2.25
2,1541483,USA USL Championship,2022,2022-03-12 21:00:00,0,Charleston Battery,Tulsa Roughnecks,1,0,1,['10'],[],2.36,3.6,2.5,1.67,2.2,1.52,2.37
3,1541484,USA USL Championship,2022,2022-03-12 21:00:00,0,Miami FC,New York RB II,2,0,2,"['11', '73']",[],1.41,4.6,5.8,1.55,2.45,0.0,0.0
4,1541485,USA USL Championship,2022,2022-03-12 21:00:00,0,Memphis 901,Pittsburgh Riverhounds,0,3,3,[],"['45+3', '64', '76']",2.41,3.5,2.5,1.71,2.02,1.6,2.2
5,1541486,USA USL Championship,2022,2022-03-12 21:30:00,0,Louisville City,Atlanta United II,1,0,1,['70'],[],1.35,5.1,6.0,1.3,3.09,1.62,2.15
6,1541490,USA USL Championship,2022,2022-03-12 22:00:00,0,Colorado Springs,Orange County SC,2,1,3,"['37', '51']",['82'],2.21,3.45,2.8,2.0,1.86,0.0,0.0
7,1541489,USA USL Championship,2022,2022-03-12 22:30:00,0,San Antonio,Detroit City FC,1,0,1,['68'],[],1.36,4.2,7.0,1.61,2.15,1.78,1.93
8,1541487,USA USL Championship,2022,2022-03-12 22:30:00,0,Rio Grande Valley,Oakland Roots,1,0,1,['34'],[],2.01,3.45,3.2,1.98,1.88,1.66,2.1
9,1541491,USA USL Championship,2022,2022-03-12 23:30:00,0,Phoenix Rising,Monterey Bay,4,2,6,"['2', '27', '34', '40']","['77', '87']",1.28,5.4,7.4,1.37,2.76,1.7,2.05
10,1541492,USA USL Championship,2022,2022-03-13 00:00:00,0,Sacramento Republic,El Paso Locomotive,3,1,4,"['45+5', '84', '90+1']",['27'],2.28,3.35,2.74,2.02,1.84,0.0,0.0
11,1541493,USA USL Championship,2022,2022-03-13 00:00:00,0,San Diego Loyal,LA Galaxy II,2,1,3,"['78', '90+7']",['84'],1.52,4.2,4.85,1.58,2.23,1.72,2.0
12,1541494,USA USL Championship,2022,2022-03-13 18:00:00,0,Birmingham Legion,Tampa Bay Rowdies,1,1,2,['86'],['34'],2.36,3.45,2.75,1.8,1.99,1.77,1.95
13,1541488,USA USL Championship,2022,2022-03-13 20:00:00,0,New Mexico United,Las Vegas Lights,2,0,2,"['37', '49']",[],1.36,4.75,5.75,1.52,2.3,1.65,2.1
14,1541495,USA USL Championship,2022,2022-03-16 21:05:00,0,Atlanta United II,New York RB II,0,1,1,[],['66'],1.8,3.7,3.4,1.37,2.76,1.3,3.2
15,1541497,USA USL Championship,2022,2022-03-19 14:00:00,0,New York RB II,Loudoun United,0,3,3,[],"['52', '60', '76']",1.63,4.08,4.31,1.55,2.3,1.42,2.65
16,1541501,USA USL Championship,2022,2022-03-19 17:00:00,0,Detroit City FC,Charleston Battery,1,0,1,['50'],[],2.11,3.13,3.35,1.96,1.72,1.85,1.85
17,1541502,USA USL Championship,2022,2022-03-19 20:00:00,0,LA Galaxy II,San Antonio,1,2,3,['30'],"['10', '53']",4.6,4.1,1.57,1.7,2.05,1.53,2.35
18,1545853,USA USL Championship,2022,2022-03-19 20:00:00,0,Memphis 901,Oakland Roots,2,1,3,"['13', '42']",['81'],2.0,3.4,3.3,2.05,1.7,1.65,2.1
19,1541496,USA USL Championship,2022,2022-03-19 20:00:00,0,Pittsburgh Riverhounds,Hartford Athletic,2,1,3,"['12', '51']",['40'],1.62,3.8,4.6,1.67,2.1,1.68,2.1
20,1541498,USA USL Championship,2022,2022-03-19 20:30:00,0,Tampa Bay Rowdies,Indy Eleven,2,0,2,"['1', '51']",[],1.4,4.2,6.5,1.86,1.8,2.1,1.65
