Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2982399,Italy Serie B,2022/2023,2022-08-12 15:45:00,1,Parma,Bari 1908,2,2,4,"['3', '45+2']","['11', '35']",1.8,3.3,4.1,1.95,1.75,1.8,1.95
2,2982395,Italy Serie B,2022/2023,2022-08-13 15:45:00,1,Cittadella,Pisa,4,3,7,"['38', '57', '61', '66']","['27', '90', '90+8']",2.4,3.15,2.89,2.11,1.65,1.95,1.8
3,2982396,Italy Serie B,2022/2023,2022-08-13 15:45:00,1,Como,Cagliari,1,1,2,['19'],['90+3'],2.8,3.25,2.25,1.97,1.76,1.95,1.8
4,2982398,Italy Serie B,2022/2023,2022-08-13 15:45:00,1,Palermo,Perugia,2,0,2,"['25', '68']",[],2.18,3.15,3.29,2.11,1.65,1.95,1.8
5,2982392,Italy Serie B,2022/2023,2022-08-14 15:45:00,1,Ascoli,Ternana,2,1,3,"['14', '32']",['76'],1.93,3.2,3.55,1.8,1.9,1.75,2.0
6,2982401,Italy Serie B,2022/2023,2022-08-14 15:45:00,1,Venezia,Genoa,1,2,3,['68'],"['37', '87']",2.43,3.15,2.65,2.1,1.65,1.91,1.91
7,2982400,Italy Serie B,2022/2023,2022-08-14 15:45:00,1,SPAL,Reggina,1,3,4,['79'],"['45+3', '52', '67']",1.75,3.2,4.4,1.95,1.75,1.95,1.8
8,2982394,Italy Serie B,2022/2023,2022-08-14 15:45:00,1,Brescia,Südtirol,2,0,2,"['37', '65']",[],1.68,3.74,5.45,1.84,1.94,1.95,1.8
9,2982393,Italy Serie B,2022/2023,2022-08-14 15:45:00,1,Benevento,Cosenza,0,1,1,[],['49'],1.58,3.35,5.6,1.85,1.85,2.0,1.75
10,2982397,Italy Serie B,2022/2023,2022-08-14 15:45:00,1,Modena,Frosinone,0,1,1,[],['34'],2.55,3.15,2.55,2.15,1.62,1.95,1.8
11,2982403,Italy Serie B,2022/2023,2022-08-19 15:45:00,2,Bari 1908,Palermo,1,1,2,['68'],['37'],2.13,3.15,3.2,2.22,1.7,1.91,1.85
12,2982407,Italy Serie B,2022/2023,2022-08-20 15:45:00,2,Genoa,Benevento,0,0,0,[],[],1.78,3.5,4.4,1.96,1.8,1.8,1.91
13,2982402,Italy Serie B,2022/2023,2022-08-20 15:45:00,2,Ascoli,SPAL,1,1,2,['21'],['26'],2.02,3.2,3.75,1.89,1.86,1.8,1.91
14,2982408,Italy Serie B,2022/2023,2022-08-20 15:45:00,2,Perugia,Parma,0,0,0,[],[],2.75,3.15,2.55,2.12,1.68,1.85,1.85
15,2982411,Italy Serie B,2022/2023,2022-08-21 15:45:00,2,Ternana,Reggina,1,0,1,['26'],[],1.77,3.2,4.3,1.8,1.9,1.8,1.95
16,2982410,Italy Serie B,2022/2023,2022-08-21 15:45:00,2,Südtirol,Venezia,1,2,3,['60'],"['83', '90+5']",2.9,2.95,2.34,2.14,1.63,1.95,1.8
17,2982409,Italy Serie B,2022/2023,2022-08-21 15:45:00,2,Pisa,Como,2,2,4,"['24', '89']","['5', '77']",1.57,3.7,5.0,1.75,1.96,1.7,2.05
18,2982404,Italy Serie B,2022/2023,2022-08-21 15:45:00,2,Cagliari,Cittadella,2,1,3,"['72', '87']",['29'],1.83,3.2,3.95,2.0,1.7,1.95,1.8
19,2982405,Italy Serie B,2022/2023,2022-08-21 15:45:00,2,Cosenza,Modena,2,1,3,"['67', '80']",['33'],2.27,2.95,3.0,2.06,1.68,1.91,1.91
20,2982406,Italy Serie B,2022/2023,2022-08-21 15:45:00,2,Frosinone,Brescia,3,0,3,"['15', '58', '85']",[],2.42,3.05,2.7,1.95,1.76,1.8,1.95
21,2982416,Italy Serie B,2022/2023,2022-08-27 15:45:00,3,Palermo,Ascoli,2,3,5,"['36', '63']","['27', '45+5', '52']",2.27,3.21,2.68,1.93,1.95,1.67,2.1
22,2982421,Italy Serie B,2022/2023,2022-08-27 15:45:00,3,SPAL,Cagliari,1,0,1,['37'],[],2.54,3.0,2.67,2.05,1.81,1.8,1.91
23,2982415,Italy Serie B,2022/2023,2022-08-27 15:45:00,3,Modena,Ternana,4,1,5,"['23', '32', '64', '68']",['50'],2.21,3.3,2.9,2.01,1.85,1.85,1.85
24,2982420,Italy Serie B,2022/2023,2022-08-28 15:45:00,3,Reggina,Südtirol,4,0,4,"['35', '45+1', '61', '70']",[],2.1,2.95,3.6,2.25,1.57,2.0,1.73
25,2982419,Italy Serie B,2022/2023,2022-08-28 15:45:00,3,Pisa,Genoa,0,1,1,[],['29'],2.8,3.0,2.45,1.95,1.75,1.7,2.05
26,2982418,Italy Serie B,2022/2023,2022-08-28 15:45:00,3,Perugia,Bari 1908,1,3,4,['57'],"['10', '54', '69']",2.25,3.05,3.05,2.15,1.62,1.83,1.9
27,2982413,Italy Serie B,2022/2023,2022-08-28 15:45:00,3,Cittadella,Venezia,1,1,2,['70'],['85'],2.15,3.15,3.15,2.1,1.65,1.78,1.95
28,2982412,Italy Serie B,2022/2023,2022-08-28 15:45:00,3,Benevento,Frosinone,2,1,3,"['35', '62']",['59'],2.2,3.15,3.05,1.95,1.75,1.85,1.85
29,2982417,Italy Serie B,2022/2023,2022-08-28 15:45:00,3,Parma,Cosenza,1,0,1,['29'],[],1.5,3.6,6.25,1.9,1.8,1.95,1.8
30,2982414,Italy Serie B,2022/2023,2022-08-29 15:45:00,3,Como,Brescia,0,1,1,[],['45'],2.63,3.2,2.7,1.97,1.9,1.7,2.05
31,2982425,Italy Serie B,2022/2023,2022-09-02 15:30:00,4,Cagliari,Modena,1,0,1,['28'],[],1.9,3.4,3.8,1.98,1.78,1.78,1.87
32,2982422,Italy Serie B,2022/2023,2022-09-03 09:00:00,4,Ascoli,Cittadella,0,0,0,[],[],2.16,3.25,3.25,2.12,1.67,1.8,1.91
33,2982423,Italy Serie B,2022/2023,2022-09-03 09:00:00,4,Bari 1908,SPAL,2,2,4,"['4', '45+2']","['63', '69']",2.5,2.98,2.64,1.86,1.81,1.7,2.05
34,2982424,Italy Serie B,2022/2023,2022-09-03 09:00:00,4,Brescia,Perugia,2,1,3,"['5', '13']",['35'],1.95,3.3,3.8,2.12,1.67,1.91,1.8
35,2982426,Italy Serie B,2022/2023,2022-09-03 09:00:00,4,Frosinone,Como,2,0,2,"['22', '71']",[],1.88,3.55,3.8,1.9,1.96,1.8,1.91
36,2982428,Italy Serie B,2022/2023,2022-09-03 09:00:00,4,Reggina,Palermo,3,0,3,"['7', '58', '73']",[],2.05,2.96,3.44,2.28,1.58,1.91,1.8
37,2982430,Italy Serie B,2022/2023,2022-09-03 09:00:00,4,Ternana,Cosenza,1,1,2,['17'],['52'],1.75,3.65,4.25,1.86,2.0,1.8,1.95
38,2982431,Italy Serie B,2022/2023,2022-09-03 09:00:00,4,Venezia,Benevento,0,2,2,[],"['52', '77']",2.51,3.2,2.72,2.1,1.68,1.8,1.91
