Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1296347,Germany DFB Pokal,2021/2022,2021-08-06 15:45:00,0,1860 München,Darmstadt 98,1,1,2,['75'],['80'],1.83,3.7,4.0,2.1,1.73,1.7,2.05
2,1296342,Germany DFB Pokal,2021/2022,2021-08-06 15:45:00,0,Dynamo Dresden,Paderborn,2,1,3,"['54', '88']",['61'],2.3,3.5,2.88,2.05,1.75,1.62,2.2
3,1323173,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,BFC Dynamo,Stuttgart,0,6,6,[],"['26', '45+1', '53', '68', '82', '88']",6.75,4.8,1.33,1.48,2.35,1.69,2.0
4,1296338,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,Osnabrück,Werder Bremen,2,0,2,"['45', '90+6']",[],3.6,3.4,1.8,1.65,2.05,1.62,2.05
5,1296336,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,Greifswalder FC,Augsburg,2,4,6,"['2', '69']","['41', '52', '68', '80']",27.0,14.0,1.05,1.2,3.95,2.2,1.56
6,1296330,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,Bayreuth,Arminia Bielefeld,3,6,9,"['14', '52', '68']","['11', '28', '51', '73', '79', '85']",6.5,4.65,1.34,1.49,2.35,1.74,1.91
7,1296339,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,Eintracht Norderstedt,Hannover 96,0,4,4,[],"['20', '45+1', '63', '65']",8.0,5.75,1.25,1.36,2.75,1.74,1.91
8,1296326,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,Lokomotive Leipzig,Bayer Leverkusen,0,3,3,[],"['5', '14', '87']",10.25,6.75,1.17,1.31,3.0,1.83,1.83
9,1296328,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,Sandhausen,RB Leipzig,0,4,4,[],"['19', '45', '60', '81']",11.0,6.5,1.18,1.41,2.55,2.0,1.67
10,1296322,Germany DFB Pokal,2021/2022,2021-08-07 10:30:00,0,Weiche Flensburg,Holstein Kiel,2,4,6,"['104', '110']","['94', '105', '120', '120+2']",7.5,4.75,1.31,1.49,2.35,1.8,1.83
