Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1592090,Finland Veikkausliiga,2022,2022-04-02 09:00:00,1,HJK,Honka,1,0,1,['68'],[],1.5,3.8,6.0,1.81,1.89,1.95,1.8
2,1592091,Finland Veikkausliiga,2022,2022-04-02 11:00:00,1,Haka,Ilves,2,1,3,"['32', '40']",['43'],2.62,3.16,2.84,2.05,1.69,1.91,1.91
3,1592092,Finland Veikkausliiga,2022,2022-04-02 11:00:00,1,KuPS,Inter Turku,2,1,3,"['5', '38']",['14'],1.91,3.2,4.0,2.05,1.75,1.91,1.91
4,1592093,Finland Veikkausliiga,2022,2022-04-02 11:00:00,1,SJK,HIFK,2,1,3,"['86', '90+1']",['75'],1.79,3.62,4.65,2.03,1.7,2.0,1.75
5,1592094,Finland Veikkausliiga,2022,2022-04-02 11:00:00,1,VPS,Oulu,2,2,4,"['23', '54']","['51', '88']",2.72,3.1,2.5,2.07,1.67,1.91,1.91
6,1592095,Finland Veikkausliiga,2022,2022-04-02 12:30:00,1,Mariehamn,Lahti,0,0,0,[],[],2.59,3.44,2.68,1.83,1.87,1.75,2.0
7,1592096,Finland Veikkausliiga,2022,2022-04-07 12:00:00,2,Honka,Haka,3,2,5,"['4', '18', '36']","['69', '86']",2.05,3.05,3.5,2.1,1.65,1.85,1.85
8,1592097,Finland Veikkausliiga,2022,2022-04-08 12:00:00,2,Lahti,VPS,0,5,5,[],"['28', '34', '44', '71', '73']",2.5,3.2,2.85,2.25,1.64,2.0,1.73
9,1592098,Finland Veikkausliiga,2022,2022-04-08 12:00:00,2,SJK,HJK,0,1,1,[],['83'],4.2,3.3,1.8,2.3,1.62,1.91,1.8
10,1592100,Finland Veikkausliiga,2022,2022-04-09 09:00:00,2,Inter Turku,Oulu,2,1,3,"['45+1', '54']",['16'],1.65,4.04,5.2,1.82,1.98,1.91,1.85
11,1592099,Finland Veikkausliiga,2022,2022-04-09 12:00:00,2,HIFK,Mariehamn,1,1,2,['23'],['63'],2.35,2.95,3.1,2.18,1.68,1.85,1.85
12,1592101,Finland Veikkausliiga,2022,2022-04-09 13:00:00,2,Ilves,KuPS,1,2,3,['43'],"['6', '76']",4.72,3.4,1.84,2.3,1.57,2.0,1.73
13,1592102,Finland Veikkausliiga,2022,2022-04-15 12:00:00,3,KuPS,SJK,2,0,2,"['4', '48']",[],1.83,3.35,4.3,1.98,1.88,1.8,1.91
14,1592103,Finland Veikkausliiga,2022,2022-04-17 08:00:00,3,Inter Turku,Haka,0,2,2,[],"['16', '71']",1.91,3.4,3.7,2.03,1.83,1.8,1.95
15,1592104,Finland Veikkausliiga,2022,2022-04-17 10:00:00,3,Oulu,Ilves,2,2,4,"['36', '40']","['47', '90+3']",3.3,3.2,2.15,2.0,1.7,1.83,1.88
16,1592105,Finland Veikkausliiga,2022,2022-04-18 12:00:00,3,HIFK,Lahti,0,3,3,[],"['52', '80', '83']",2.43,3.27,3.02,2.13,1.64,1.8,2.0
17,1592106,Finland Veikkausliiga,2022,2022-04-18 12:00:00,3,Mariehamn,Honka,1,1,2,['18'],['21'],3.3,3.32,2.24,1.98,1.74,1.73,1.98
18,1592107,Finland Veikkausliiga,2022,2022-04-18 12:00:00,3,VPS,HJK,0,1,1,[],['79'],5.05,3.85,1.69,1.92,1.79,2.2,1.62
19,1592108,Finland Veikkausliiga,2022,2022-04-22 12:00:00,4,Haka,HIFK,2,1,3,"['19', '62']",['9'],1.65,3.7,5.35,2.18,1.68,1.85,1.85
20,1592109,Finland Veikkausliiga,2022,2022-04-22 12:00:00,4,Lahti,KuPS,0,1,1,[],['15'],6.0,4.0,1.55,1.82,1.98,1.8,1.91
21,1592110,Finland Veikkausliiga,2022,2022-04-23 09:00:00,4,HJK,Inter Turku,1,4,5,['27'],"['16', '71', '75', '78']",1.58,4.02,5.95,1.91,1.8,1.91,1.8
22,1592112,Finland Veikkausliiga,2022,2022-04-23 11:00:00,4,Ilves,VPS,3,2,5,"['7', '45', '48']","['9', '88']",1.78,3.67,4.65,1.85,1.85,1.85,1.85
23,1592113,Finland Veikkausliiga,2022,2022-04-24 12:30:00,4,Mariehamn,Oulu,2,1,3,"['14', '61']",['45+4'],2.1,3.54,3.34,1.85,1.93,1.67,2.1
24,1592111,Finland Veikkausliiga,2022,2022-04-25 12:00:00,4,Honka,SJK,5,1,6,"['2', '38', '48', '67', '80']",['65'],2.53,3.0,2.32,1.83,1.71,1.91,1.8
25,1592114,Finland Veikkausliiga,2022,2022-04-28 12:00:00,5,HIFK,HJK,0,2,2,[],"['45+1', '70']",10.0,5.3,1.31,1.84,2.02,2.23,1.58
26,1592115,Finland Veikkausliiga,2022,2022-04-29 12:00:00,5,Oulu,Haka,3,0,3,"['2', '44', '61']",[],3.35,3.25,2.15,1.91,1.78,1.85,1.85
27,1592116,Finland Veikkausliiga,2022,2022-04-29 12:00:00,5,Inter Turku,Mariehamn,4,0,4,"['17', '19', '22', '33']",[],1.55,4.1,5.6,1.85,1.93,1.91,1.8
28,1592117,Finland Veikkausliiga,2022,2022-04-29 12:00:00,5,Lahti,Honka,0,2,2,[],"['69', '73']",3.0,3.35,2.29,1.84,1.93,1.7,2.05
29,1592118,Finland Veikkausliiga,2022,2022-04-29 12:00:00,5,Ilves,SJK,3,1,4,"['35', '52', '89']",['9'],2.45,3.3,2.75,1.97,1.81,1.8,1.91
30,1592119,Finland Veikkausliiga,2022,2022-04-29 12:00:00,5,KuPS,VPS,3,1,4,"['7', '35', '83']",['73'],1.35,4.2,8.0,1.73,2.0,1.91,1.8
31,1592120,Finland Veikkausliiga,2022,2022-05-03 12:00:00,6,Inter Turku,HJK,0,1,1,[],['41'],3.17,3.4,2.29,1.91,1.8,1.73,2.0
32,1592121,Finland Veikkausliiga,2022,2022-05-07 09:00:00,6,SJK,Lahti,1,2,3,['53'],"['28', '86']",1.83,3.5,3.95,1.88,1.92,1.8,1.91
33,1592122,Finland Veikkausliiga,2022,2022-05-07 11:00:00,6,Oulu,HIFK,1,1,2,['20'],['51'],2.56,2.88,2.7,2.26,1.57,2.0,1.73
34,1592123,Finland Veikkausliiga,2022,2022-05-07 11:00:00,6,Haka,VPS,0,2,2,[],"['72', '90+3']",1.74,3.3,4.46,2.12,1.64,2.0,1.73
35,1592124,Finland Veikkausliiga,2022,2022-05-07 11:00:00,6,Honka,Inter Turku,2,1,3,"['49', '86']",['48'],2.62,2.97,2.56,2.12,1.64,1.85,1.85
36,1592125,Finland Veikkausliiga,2022,2022-05-08 12:30:00,6,HJK,Ilves,2,1,3,"['76', '82']",['18'],1.45,3.8,6.0,1.8,1.91,1.95,1.8
37,1592126,Finland Veikkausliiga,2022,2022-05-08 12:30:00,7,Mariehamn,KuPS,1,1,2,['57'],['65'],6.0,4.0,1.55,1.86,1.94,1.91,1.91
38,1592127,Finland Veikkausliiga,2022,2022-05-12 12:00:00,7,Lahti,HJK,1,1,2,['16'],['21'],5.7,4.08,1.55,1.84,1.94,1.91,1.8
39,1592128,Finland Veikkausliiga,2022,2022-05-12 12:00:00,7,KuPS,Haka,2,1,3,"['28', '38']",['85'],1.38,3.95,6.92,1.8,1.89,1.91,1.8
40,1592129,Finland Veikkausliiga,2022,2022-05-13 12:00:00,7,Oulu,Honka,2,1,3,"['55', '90']",['75'],5.2,3.6,1.57,1.83,1.87,1.91,1.8
41,1592130,Finland Veikkausliiga,2022,2022-05-13 12:00:00,7,VPS,SJK,0,1,1,[],['49'],2.8,3.1,2.25,1.87,1.83,1.7,2.05
42,1592131,Finland Veikkausliiga,2022,2022-05-14 11:00:00,7,Inter Turku,HIFK,2,2,4,"['17', '47']","['3', '80']",1.39,4.5,7.75,1.85,1.85,2.1,1.67
43,1592132,Finland Veikkausliiga,2022,2022-05-15 09:00:00,8,Ilves,Mariehamn,1,0,1,['83'],[],1.86,3.6,3.78,1.78,1.93,1.75,1.96
44,1592133,Finland Veikkausliiga,2022,2022-05-17 12:00:00,8,Oulu,KuPS,0,3,3,[],"['41', '65', '73']",5.94,4.16,1.55,1.83,1.95,1.91,1.8
45,1592134,Finland Veikkausliiga,2022,2022-05-17 12:00:00,8,Haka,SJK,1,1,2,['90+4'],['60'],2.46,3.15,3.09,2.3,1.62,1.91,1.8
46,1592135,Finland Veikkausliiga,2022,2022-05-17 12:00:00,8,HJK,Lahti,3,2,5,"['49', '56', '88']","['45', '84']",1.29,5.5,9.49,1.67,2.2,2.0,1.73
47,1592136,Finland Veikkausliiga,2022,2022-05-19 12:00:00,8,VPS,Inter Turku,1,2,3,['53'],"['34', '82']",3.72,3.33,1.81,1.87,1.81,1.73,2.0
