Nº,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,0x0,0x1,0x2,0x3,1x0,1x1,1x2,1x3,2x0,2x1,2x2,2x3,3x0,3x1,3x2,3x3,Goleada_H,Goleada_A
1,Greece Super League,2022/2023,2022-08-19 15:30:00,1,Volos NFC,Asteras Tripolis,3,3,6,"['33', '56', '65']","['27', '68', '90+9']",2.44,3.1,2.74,2.25,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Greece Super League,2022/2023,2022-08-20 14:00:00,1,Atromitos,OFI,3,1,4,"['39', '45+3', '73']",['34'],2.14,2.95,3.55,2.0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,Greece Super League,2022/2023,2022-08-20 15:30:00,1,Lamia,AEK Athens,0,3,3,[],"['35', '65', '73']",6.1,3.65,1.52,2.17,2.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Greece Super League,2022/2023,2022-08-20 15:45:00,1,PAOK,Panaitolikos,1,0,1,['7'],[],1.28,4.6,10.5,1.8,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Greece Super League,2022/2023,2022-08-21 14:00:00,1,Panathinaikos,Ionikos,1,0,1,['45+3'],[],1.3,4.6,9.5,1.95,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Greece Super League,2022/2023,2022-08-21 14:30:00,1,Aris,Levadiakos,3,0,3,"['12', '45+1', '68']",[],1.4,4.33,7.5,2.03,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,Greece Super League,2022/2023,2022-08-21 16:00:00,1,Olympiakos Piraeus,PAS Giannina,2,0,2,"['57', '74']",[],1.25,5.0,11.0,1.74,2.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,Greece Super League,2022/2023,2022-08-26 15:30:00,2,Ionikos,Levadiakos,0,0,0,[],[],2.14,3.1,3.35,2.3,1.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Greece Super League,2022/2023,2022-08-27 14:00:00,2,PAS Giannina,Lamia,1,1,2,['13'],['59'],2.11,3.05,3.25,2.47,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,Greece Super League,2022/2023,2022-08-27 15:30:00,2,AEK Athens,Volos NFC,0,1,1,[],['19'],1.27,4.93,8.3,1.58,2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
