Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2608130,England Championship,2022/2023,2022-07-29 16:00:00,1,Huddersfield Town,Burnley,0,1,1,[],['18'],2.5,3.25,2.8,1.89,1.75,1.83,1.83
2,2608137,England Championship,2022/2023,2022-07-30 11:00:00,1,Rotherham United,Swansea City,1,1,2,['16'],['38'],3.37,3.51,2.19,1.93,1.93,1.73,2.0
3,2608136,England Championship,2022/2023,2022-07-30 11:00:00,1,Millwall,Stoke City,2,0,2,"['12', '65']",[],2.07,3.46,3.72,2.03,1.83,1.91,1.8
4,2608135,England Championship,2022/2023,2022-07-30 11:00:00,1,Luton Town,Birmingham City,0,0,0,[],[],1.93,3.65,4.03,1.92,1.93,1.83,1.83
5,2608138,England Championship,2022/2023,2022-07-30 11:00:00,1,Wigan Athletic,Preston North End,0,0,0,[],[],2.34,3.18,3.37,2.03,1.83,1.83,1.83
6,2608133,England Championship,2022/2023,2022-07-30 11:00:00,1,Cardiff City,Norwich City,1,0,1,['49'],[],3.17,3.38,2.34,1.93,1.92,1.83,1.83
7,2608132,England Championship,2022/2023,2022-07-30 11:00:00,1,Blackpool,Reading,1,0,1,['9'],[],2.07,3.56,3.63,1.93,1.93,1.73,2.0
8,2608131,England Championship,2022/2023,2022-07-30 11:00:00,1,Blackburn Rovers,Queens Park Rangers,1,0,1,['34'],[],2.12,3.54,3.51,1.93,1.93,1.8,1.91
9,2608134,England Championship,2022/2023,2022-07-30 11:00:00,1,Hull City,Bristol City,2,1,3,"['72', '90+4']",['30'],1.97,3.55,3.96,1.99,1.87,1.8,1.91
10,2608139,England Championship,2022/2023,2022-07-30 13:30:00,1,Middlesbrough,West Bromwich Albion,1,1,2,['10'],['51'],2.28,3.48,3.2,1.92,1.93,1.8,1.91
11,2608140,England Championship,2022/2023,2022-07-31 08:00:00,1,Sunderland,Coventry City,1,1,2,['12'],['84'],2.6,3.35,2.7,1.98,1.78,1.8,1.91
12,2608141,England Championship,2022/2023,2022-08-01 16:00:00,1,Watford,Sheffield United,1,0,1,['56'],[],1.95,3.1,3.35,1.8,1.81,1.83,1.83
13,2608142,England Championship,2022/2023,2022-08-05 15:45:00,2,Birmingham City,Huddersfield Town,2,1,3,"['5', '45']",['61'],2.38,3.02,2.74,2.07,1.62,1.9,1.88
14,2608146,England Championship,2022/2023,2022-08-06 08:30:00,2,Norwich City,Wigan Athletic,1,1,2,['62'],['29'],1.7,3.67,5.0,1.93,1.78,1.92,1.87
15,2608152,England Championship,2022/2023,2022-08-06 11:00:00,2,Swansea City,Blackburn Rovers,0,3,3,[],"['39', '57', '84']",2.3,3.3,3.1,1.95,1.77,1.9,1.9
16,2608151,England Championship,2022/2023,2022-08-06 11:00:00,2,Stoke City,Blackpool,2,0,2,"['33', '75']",[],1.9,3.35,4.27,2.03,1.7,1.88,1.9
17,2608150,England Championship,2022/2023,2022-08-06 11:00:00,2,Sheffield United,Millwall,2,0,2,"['7', '22']",[],2.0,3.4,3.75,2.01,1.72,2.0,1.78
18,2608149,England Championship,2022/2023,2022-08-06 11:00:00,2,Reading,Cardiff City,2,1,3,"['27', '63']",['4'],2.55,3.2,2.8,2.07,1.68,1.98,1.83
19,2608144,England Championship,2022/2023,2022-08-06 11:00:00,2,Burnley,Luton Town,1,1,2,['50'],['5'],2.0,3.4,3.75,1.95,1.76,1.92,1.88
20,2608147,England Championship,2022/2023,2022-08-06 11:00:00,2,Preston North End,Hull City,0,0,0,[],[],2.3,3.2,3.2,2.06,1.68,1.92,1.87
21,2608143,England Championship,2022/2023,2022-08-06 11:00:00,2,Bristol City,Sunderland,2,3,5,"['10', '51']","['4', '53', '72']",2.31,3.27,3.1,2.01,1.72,1.83,1.98
22,2608148,England Championship,2022/2023,2022-08-06 11:00:00,2,Queens Park Rangers,Middlesbrough,3,2,5,"['13', '27', '38']","['41', '56']",2.5,3.25,2.85,2.12,1.65,1.8,2.0
23,2608153,England Championship,2022/2023,2022-08-08 16:00:00,2,West Bromwich Albion,Watford,1,1,2,['45+2'],['12'],2.4,3.2,3.0,2.07,1.71,1.83,1.83
24,2608164,England Championship,2022/2023,2022-08-12 16:00:00,3,Watford,Burnley,1,0,1,['45+2'],[],2.44,3.1,2.73,2.2,1.6,1.92,1.87
25,2608156,England Championship,2022/2023,2022-08-13 08:30:00,3,Cardiff City,Birmingham City,1,0,1,['17'],[],2.17,3.3,3.15,2.04,1.86,1.85,1.92
26,2608165,England Championship,2022/2023,2022-08-13 11:00:00,3,Wigan Athletic,Bristol City,1,1,2,['67'],['6'],2.06,3.35,3.35,2.04,1.86,1.78,2.0
27,2608162,England Championship,2022/2023,2022-08-13 11:00:00,3,Rotherham United,Reading,4,0,4,"['7', '15', '18', '45+2']",[],2.05,3.3,3.45,2.04,1.86,1.8,1.98
28,2608163,England Championship,2022/2023,2022-08-13 11:00:00,3,Sunderland,Queens Park Rangers,2,2,4,"['31', '40']","['87', '90+2']",2.72,3.2,2.5,2.04,1.86,1.8,1.98
29,2608159,England Championship,2022/2023,2022-08-13 11:00:00,3,Luton Town,Preston North End,0,1,1,[],['18'],2.06,3.35,3.35,2.04,1.86,1.9,1.88
30,2608161,England Championship,2022/2023,2022-08-13 11:00:00,3,Millwall,Coventry City,3,2,5,"['36', '53', '85']","['2', '28']",2.26,3.2,3.1,2.16,1.57,1.98,1.8
31,2608158,England Championship,2022/2023,2022-08-13 11:00:00,3,Hull City,Norwich City,2,1,3,"['43', '62']",['72'],2.97,3.4,2.23,2.04,1.86,1.8,2.0
32,2608157,England Championship,2022/2023,2022-08-13 11:00:00,3,Huddersfield Town,Stoke City,3,1,4,"['40', '77', '86']",['56'],2.19,3.25,3.15,2.07,1.62,1.91,1.8
33,2608155,England Championship,2022/2023,2022-08-13 11:00:00,3,Blackpool,Swansea City,0,1,1,[],['87'],2.15,3.2,3.3,2.06,1.63,1.8,2.0
34,2608160,England Championship,2022/2023,2022-08-14 10:00:00,3,Middlesbrough,Sheffield United,2,2,4,"['14', '82']","['3', '68']",2.35,3.1,2.85,2.15,1.62,1.91,1.8
35,2608154,England Championship,2022/2023,2022-08-14 11:00:00,3,Blackburn Rovers,West Bromwich Albion,2,1,3,"['41', '47']",['59'],2.35,3.15,2.8,2.1,1.65,1.83,1.83
36,2608174,England Championship,2022/2023,2022-08-16 15:45:00,4,Swansea City,Millwall,2,2,4,"['1', '13']","['90+3', '90+5']",2.54,3.18,3.13,2.23,1.62,1.88,1.92
37,2608166,England Championship,2022/2023,2022-08-16 15:45:00,4,Birmingham City,Watford,1,1,2,['19'],['63'],3.39,3.3,2.27,2.1,1.68,1.92,1.85
38,2608167,England Championship,2022/2023,2022-08-16 15:45:00,4,Bristol City,Luton Town,2,0,2,"['5', '27']",[],2.47,3.36,2.98,2.03,1.83,1.72,2.1
39,2608168,England Championship,2022/2023,2022-08-16 15:45:00,4,Burnley,Hull City,1,1,2,['34'],['25'],1.6,4.02,6.33,2.06,1.81,2.05,1.75
40,2608170,England Championship,2022/2023,2022-08-16 15:45:00,4,Norwich City,Huddersfield Town,2,1,3,"['6', '16']",['81'],1.57,4.11,6.55,2.02,1.84,2.05,1.75
41,2608171,England Championship,2022/2023,2022-08-16 15:45:00,4,Preston North End,Rotherham United,0,0,0,[],[],1.78,3.57,5.28,2.4,1.54,2.15,1.68
42,2608172,England Championship,2022/2023,2022-08-16 16:00:00,4,Queens Park Rangers,Blackpool,0,1,1,[],['45+1'],2.16,3.35,3.6,1.93,1.93,1.78,2.0
43,2608176,England Championship,2022/2023,2022-08-17 15:45:00,4,Stoke City,Middlesbrough,2,2,4,"['19', '90+1']","['38', '63']",2.7,3.3,2.75,2.15,1.72,1.83,1.83
44,2608173,England Championship,2022/2023,2022-08-17 16:00:00,4,Sheffield United,Sunderland,2,1,3,"['33', '47']",['55'],1.88,3.75,4.2,2.05,1.78,1.91,1.8
45,2608175,England Championship,2022/2023,2022-08-17 16:00:00,4,Reading,Blackburn Rovers,3,0,3,"['14', '61', '78']",[],3.2,3.4,2.3,2.15,1.7,1.83,1.83
