Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2710658,Spain La Liga,2022/2023,2022-08-12 16:00:00,1,CA Osasuna,Sevilla FC,2,1,3,"['9', '74']",['11'],3.27,3.08,2.13,2.3,1.55,2.0,1.75
2,2710659,Spain La Liga,2022/2023,2022-08-13 12:00:00,1,Celta de Vigo,RCD Espanyol,2,2,4,"['45+2', '63']","['72', '90+8']",1.88,3.7,4.04,1.98,1.77,1.8,1.95
3,2710660,Spain La Liga,2022/2023,2022-08-13 14:00:00,1,Real Valladolid,Villarreal,0,3,3,[],"['49', '81', '90']",3.8,3.65,1.95,1.91,1.83,1.75,2.0
4,2710661,Spain La Liga,2022/2023,2022-08-13 16:00:00,1,FC Barcelona,Rayo Vallecano,0,0,0,[],[],1.2,7.0,13.55,1.46,2.6,2.1,1.67
5,2710662,Spain La Liga,2022/2023,2022-08-14 12:30:00,1,Cádiz,Real Sociedad,0,1,1,[],['24'],3.15,3.28,2.54,2.3,1.55,2.0,1.75
6,2710663,Spain La Liga,2022/2023,2022-08-14 14:30:00,1,Valencia CF,Girona FC,1,0,1,['45+1'],[],1.86,3.82,4.6,1.95,1.75,1.95,1.8
7,2710664,Spain La Liga,2022/2023,2022-08-14 17:00:00,1,Almería,Real Madrid,1,2,3,['6'],"['61', '75']",7.2,4.6,1.35,1.48,2.65,1.75,2.0
8,2710665,Spain La Liga,2022/2023,2022-08-15 12:30:00,1,Athletic Club Bilbao,RCD Mallorca,0,0,0,[],[],1.61,3.6,5.8,2.15,1.61,2.1,1.67
9,2710666,Spain La Liga,2022/2023,2022-08-15 14:30:00,1,Getafe CF,Atlético Madrid,0,3,3,[],"['15', '59', '75']",4.5,3.2,1.91,2.45,1.5,2.25,1.57
10,2710667,Spain La Liga,2022/2023,2022-08-15 16:30:00,1,Real Betis,Elche CF,3,0,3,"['28', '39', '60']",[],1.44,4.25,7.0,1.73,2.0,1.95,1.8
11,2710668,Spain La Liga,2022/2023,2022-08-19 15:00:00,2,RCD Espanyol,Rayo Vallecano,0,2,2,[],"['40', '59']",2.45,3.05,2.74,2.3,1.62,1.95,1.77
12,2710669,Spain La Liga,2022/2023,2022-08-19 17:00:00,2,Sevilla FC,Real Valladolid,1,1,2,['86'],['80'],1.56,3.9,5.0,1.93,1.87,1.98,1.73
13,2710670,Spain La Liga,2022/2023,2022-08-20 12:30:00,2,CA Osasuna,Cádiz,2,0,2,"['37', '79']",[],2.05,3.2,4.0,2.3,1.57,2.1,1.65
14,2710671,Spain La Liga,2022/2023,2022-08-20 14:30:00,2,RCD Mallorca,Real Betis,1,2,3,['56'],"['9', '73']",2.9,3.2,2.5,2.15,1.67,1.88,1.82
15,2710672,Spain La Liga,2022/2023,2022-08-20 17:00:00,2,Celta de Vigo,Real Madrid,1,4,5,['23'],"['14', '42', '56', '66']",4.25,3.8,1.8,1.61,2.2,1.63,2.15
16,2710673,Spain La Liga,2022/2023,2022-08-21 12:30:00,2,Athletic Club Bilbao,Valencia CF,1,0,1,['43'],[],1.52,3.95,5.2,1.97,1.78,1.95,1.8
17,2710674,Spain La Liga,2022/2023,2022-08-21 14:30:00,2,Atlético Madrid,Villarreal,0,2,2,[],"['73', '90+7']",1.83,3.3,3.95,1.95,1.8,1.91,1.91
18,2710675,Spain La Liga,2022/2023,2022-08-21 17:00:00,2,Real Sociedad,FC Barcelona,1,4,5,['6'],"['1', '66', '68', '79']",2.75,3.2,2.36,1.78,1.97,1.62,2.2
19,2710676,Spain La Liga,2022/2023,2022-08-22 15:00:00,2,Elche CF,Almería,1,1,2,['30'],['23'],2.19,3.28,3.47,2.18,1.61,1.91,1.91
20,2710677,Spain La Liga,2022/2023,2022-08-22 17:00:00,2,Girona FC,Getafe CF,3,1,4,"['42', '47', '64']",['73'],2.73,3.0,2.85,2.65,1.48,2.25,1.57
21,2710678,Spain La Liga,2022/2023,2022-08-26 15:00:00,3,Girona FC,Celta de Vigo,0,1,1,[],['49'],2.75,3.1,2.41,2.25,1.67,1.95,1.8
22,2710679,Spain La Liga,2022/2023,2022-08-26 17:00:00,3,Real Betis,CA Osasuna,1,0,1,['34'],[],1.71,3.6,4.2,1.96,1.94,1.8,1.95
23,2710680,Spain La Liga,2022/2023,2022-08-27 12:30:00,3,Elche CF,Real Sociedad,0,1,1,[],['20'],4.4,3.5,1.86,2.1,1.67,2.0,1.75
24,2710681,Spain La Liga,2022/2023,2022-08-27 14:30:00,3,Rayo Vallecano,RCD Mallorca,0,2,2,[],"['13', '64']",1.95,3.35,4.1,2.3,1.62,2.0,1.75
25,2710682,Spain La Liga,2022/2023,2022-08-27 17:00:00,3,Almería,Sevilla FC,2,1,3,"['42', '55']",['30'],3.65,3.2,2.15,2.3,1.62,2.0,1.75
26,2710683,Spain La Liga,2022/2023,2022-08-28 12:30:00,3,Getafe CF,Villarreal,0,0,0,[],[],3.25,3.1,2.25,2.2,1.6,2.05,1.7
27,2710684,Spain La Liga,2022/2023,2022-08-28 14:30:00,3,FC Barcelona,Real Valladolid,4,0,4,"['24', '43', '65', '90+2']",[],1.18,7.0,11.0,1.4,2.75,2.2,1.62
