Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1591386,Canada Canadian Premier League,2022,2022-04-07 20:30:00,0,York9 FC,HFX Wanderers FC,0,1,1,[],['53'],2.6,2.85,2.55,2.28,1.56,0.0,0.0
2,1591387,Canada Canadian Premier League,2022,2022-04-09 16:00:00,0,Atlético Ottawa,Cavalry FC,1,0,1,['81'],[],5.1,3.52,1.66,2.02,1.79,1.87,1.83
3,1591388,Canada Canadian Premier League,2022,2022-04-10 17:00:00,0,Edmonton,Valour FC,1,1,2,['90+5'],['45+1'],3.03,3.24,2.27,2.08,1.67,1.8,1.9
4,1591389,Canada Canadian Premier League,2022,2022-04-10 20:00:00,0,Pacific FC,Forge FC,2,1,3,"['5', '57']",['89'],7.4,4.4,1.39,2.02,1.72,2.1,1.65
5,1591390,Canada Canadian Premier League,2022,2022-04-15 22:00:00,0,Edmonton,York9 FC,1,1,2,['84'],['82'],2.16,3.01,3.23,2.14,1.64,0.0,0.0
6,1591391,Canada Canadian Premier League,2022,2022-04-16 14:00:00,0,Atlético Ottawa,HFX Wanderers FC,1,0,1,['81'],[],2.35,3.0,2.85,2.12,1.65,1.82,1.88
7,1591392,Canada Canadian Premier League,2022,2022-04-16 17:00:00,0,Forge FC,Cavalry FC,2,2,4,"['3', '90']","['31', '39']",1.76,3.28,4.04,2.02,1.67,1.95,1.78
8,1591393,Canada Canadian Premier League,2022,2022-04-17 17:00:00,0,Pacific FC,Valour FC,3,2,5,"['20', '33', '56']","['42', '90+3']",1.77,3.4,4.2,1.98,1.74,1.83,1.86
9,1591394,Canada Canadian Premier League,2022,2022-04-22 20:30:00,0,York9 FC,Cavalry FC,2,0,2,"['35', '73']",[],3.55,3.15,1.98,2.25,1.58,0.0,0.0
10,1591395,Canada Canadian Premier League,2022,2022-04-23 17:00:00,0,Forge FC,Edmonton,3,0,3,"['34', '45', '69']",[],1.78,3.4,4.1,2.05,1.77,0.0,0.0
11,1591396,Canada Canadian Premier League,2022,2022-04-23 20:00:00,0,Pacific FC,HFX Wanderers FC,2,1,3,"['25', '85']",['45+1'],1.93,3.12,3.56,1.98,1.7,1.8,1.9
12,1591397,Canada Canadian Premier League,2022,2022-04-24 16:00:00,0,Atlético Ottawa,Valour FC,1,6,7,['40'],"['14', '27', '45', '45+2', '50', '69']",3.5,3.0,2.05,2.04,1.7,1.8,1.96
