Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1356992,Bahrain Bahraini Premier League,2021/2022,2021-08-25 12:35:00,1,Muharraq,Al Riffa,0,0,0,[],[],3.4,3.5,1.91,2.0,1.8,1.83,1.83
2,1356991,Bahrain Bahraini Premier League,2021/2022,2021-08-25 15:00:00,1,Al Ahli,Al Najma,1,1,2,['3'],['45'],2.1,3.2,3.11,1.83,1.87,1.83,1.83
3,1356993,Bahrain Bahraini Premier League,2021/2022,2021-08-26 12:35:00,1,Manama,East Riffa,1,0,1,['28'],[],2.85,2.85,2.25,2.2,1.53,1.95,1.67
4,1356994,Bahrain Bahraini Premier League,2021/2022,2021-08-26 12:35:00,1,Khalidiya,Budaiya,2,0,2,"['61', '79']",[],2.15,2.95,3.0,2.2,1.51,1.95,1.65
5,1356995,Bahrain Bahraini Premier League,2021/2022,2021-08-26 15:00:00,1,Al-Hidd,Al Hala,0,0,0,[],[],1.56,3.55,4.8,1.71,1.87,1.77,1.8
6,1356996,Bahrain Bahraini Premier League,2021/2022,2021-09-11 12:30:00,2,Manama,Khalidiya,2,1,3,"['73', '87']",['15'],2.5,3.1,2.7,2.5,1.5,0.0,0.0
7,1356997,Bahrain Bahraini Premier League,2021/2022,2021-09-11 12:30:00,2,Muharraq,East Riffa,2,3,5,"['45+1', '47']","['40', '83', '90+1']",1.63,3.1,2.15,2.1,1.7,1.8,1.9
8,1356998,Bahrain Bahraini Premier League,2021/2022,2021-09-11 15:00:00,2,Al Hala,Al Najma,1,1,2,['45'],['68'],2.4,3.3,1.5,1.88,1.93,1.7,2.05
9,1356999,Bahrain Bahraini Premier League,2021/2022,2021-09-12 12:30:00,2,Al Riffa,Al-Hidd,1,0,1,['88'],[],1.17,4.0,4.5,1.95,1.85,2.1,1.67
10,1357000,Bahrain Bahraini Premier League,2021/2022,2021-09-12 15:00:00,2,Al Ahli,Budaiya,1,1,2,['45+3'],['84'],1.5,3.2,2.38,2.15,1.68,2.05,1.74
11,1357002,Bahrain Bahraini Premier League,2021/2022,2021-09-16 12:30:00,3,Al Ahli,Manama,1,1,2,['52'],['23'],3.3,3.15,1.91,2.0,1.62,1.91,1.71
12,1357005,Bahrain Bahraini Premier League,2021/2022,2021-09-16 15:00:00,3,Al-Hidd,Al Najma,1,2,3,['65'],"['22', '90+4']",2.0,3.05,3.25,1.8,1.8,1.69,1.91
13,1357003,Bahrain Bahraini Premier League,2021/2022,2021-09-17 12:30:00,3,Al Hala,Budaiya,2,1,3,"['22', '90+8']",['2'],2.7,2.75,2.45,2.2,1.53,1.91,1.69
14,1357004,Bahrain Bahraini Premier League,2021/2022,2021-09-17 15:00:00,3,Al Riffa,East Riffa,0,0,0,[],[],1.22,4.0,3.6,1.85,1.95,1.91,1.8
15,1357001,Bahrain Bahraini Premier League,2021/2022,2021-09-30 12:30:00,3,Muharraq,Khalidiya,0,1,1,[],['87'],1.33,3.4,3.2,2.15,1.67,2.0,1.73
16,1357007,Bahrain Bahraini Premier League,2021/2022,2021-10-16 11:45:00,4,East Riffa,Al-Hidd,1,1,2,['85'],['74'],1.4,3.4,2.85,2.08,1.73,1.91,1.83
17,1357008,Bahrain Bahraini Premier League,2021/2022,2021-10-16 14:20:00,4,Al Najma,Budaiya,0,1,1,[],['53'],1.44,3.3,2.7,2.1,1.7,2.0,1.8
18,1357010,Bahrain Bahraini Premier League,2021/2022,2021-10-17 11:45:00,4,Al Hala,Manama,2,4,6,"['45+2', '76']","['26', '40', '51', '90+6']",2.9,3.2,1.35,2.05,1.67,1.91,1.8
19,1357009,Bahrain Bahraini Premier League,2021/2022,2021-10-17 14:20:00,4,Al Riffa,Khalidiya,1,0,1,['48'],[],1.6,3.6,4.75,2.15,1.61,2.2,1.62
20,1357012,Bahrain Bahraini Premier League,2021/2022,2021-11-01 11:30:00,5,Al-Hidd,Budaiya,1,0,1,['6'],[],1.8,3.3,4.2,2.1,1.67,2.0,1.73
21,1357011,Bahrain Bahraini Premier League,2021/2022,2021-11-01 14:05:00,5,East Riffa,Khalidiya,1,1,2,['39'],['52'],1.7,3.1,2.05,2.35,1.57,2.0,1.73
22,1357014,Bahrain Bahraini Premier League,2021/2022,2021-11-02 11:30:00,5,Al Najma,Manama,1,1,2,['53'],['24'],2.15,3.13,3.0,1.91,1.8,1.83,1.83
23,1357013,Bahrain Bahraini Premier League,2021/2022,2021-11-02 14:05:00,5,Al Riffa,Al Ahli,3,2,5,"['10', '59', '67']","['46', '72']",1.11,4.2,5.75,1.95,1.85,2.2,1.62
24,1357017,Bahrain Bahraini Premier League,2021/2022,2021-11-20 11:30:00,6,Khalidiya,Al-Hidd,1,1,2,['29'],['90+6'],1.98,3.17,3.73,2.24,1.58,2.1,1.67
25,1357019,Bahrain Bahraini Premier League,2021/2022,2021-11-20 14:05:00,6,East Riffa,Al Ahli,2,0,2,"['60', '81']",[],1.38,3.4,2.85,2.2,1.65,2.0,1.73
26,1357016,Bahrain Bahraini Premier League,2021/2022,2021-11-21 11:30:00,6,Budaiya,Manama,1,2,3,['90+1'],"['6', '45+4']",3.15,3.1,2.08,2.16,1.62,2.0,1.73
27,1357020,Bahrain Bahraini Premier League,2021/2022,2021-11-21 11:30:00,6,Al Najma,Muharraq,0,2,2,[],"['65', '85']",3.3,3.25,1.97,2.05,1.83,1.83,1.91
28,1357018,Bahrain Bahraini Premier League,2021/2022,2021-11-21 14:05:00,6,Al Riffa,Al Hala,3,1,4,"['34', '73', '89']",['52'],1.09,4.5,7.5,1.95,1.85,2.38,1.53
29,1357006,Bahrain Bahraini Premier League,2021/2022,2021-12-18 12:00:00,4,Muharraq,Al Ahli,4,0,4,"['18', '36', '85', '90+2']",[],1.2,3.6,3.75,1.9,1.9,2.03,1.75
30,1357024,Bahrain Bahraini Premier League,2021/2022,2021-12-22 11:30:00,7,East Riffa,Al Hala,0,1,1,[],['58'],1.56,3.9,5.2,1.74,1.98,2.1,1.67
31,1357021,Bahrain Bahraini Premier League,2021/2022,2021-12-22 11:30:00,7,Al-Hidd,Manama,2,2,4,"['25', '88']","['40', '44']",3.22,3.1,2.19,2.07,1.68,1.8,2.0
