Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,4342216,Croatia Second NL,2022/2023,2022-08-19 12:30:00,1,Međimurje Čakovec,Sesvete,2,2,4,"['-1', '-1']","['-1', '-1']",2.75,3.4,2.2,1.53,2.4,0.0,0.0
2,4342217,Croatia Second NL,2022/2023,2022-08-19 12:30:00,1,Zrinski Jurjevac,Mladost Ždralovi,0,0,0,[],[],2.0,3.5,3.0,1.75,2.05,1.73,2.0
3,4342218,Croatia Second NL,2022/2023,2022-08-20 12:30:00,1,Osijek II,Grobničan Čavle,3,1,4,"['-1', '-1', '-1']",['-1'],2.45,3.75,2.25,1.8,2.0,0.0,0.0
4,4342219,Croatia Second NL,2022/2023,2022-08-20 12:30:00,1,Zagorec,Dugo Selo,1,1,2,['-1'],['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4342220,Croatia Second NL,2022/2023,2022-08-20 12:30:00,1,NK Bjelovar,Trnje,3,1,4,"['-1', '-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4342221,Croatia Second NL,2022/2023,2022-08-20 12:30:00,1,NK Marsonia 1909,Opatija,1,1,2,['-1'],['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4342222,Croatia Second NL,2022/2023,2022-08-20 12:30:00,1,Jadran LP,NK Belišće,3,1,4,"['-1', '-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4342223,Croatia Second NL,2022/2023,2022-08-20 12:30:00,1,Hrvace,Jadran Poreč,4,3,7,"['-1', '-1', '-1', '-1']","['-1', '-1', '-1']",2.0,3.4,3.2,1.8,2.0,0.0,0.0
9,4342224,Croatia Second NL,2022/2023,2022-08-26 12:00:00,2,Zrinski Jurjevac,Trnje,0,0,0,[],[],2.05,3.5,3.0,1.9,1.9,0.0,0.0
10,4342225,Croatia Second NL,2022/2023,2022-08-26 12:00:00,2,Zagorec,Osijek II,3,1,4,"['-1', '-1', '-1']",['-1'],1.7,3.8,3.8,1.48,2.6,0.0,0.0
11,4342226,Croatia Second NL,2022/2023,2022-08-26 12:00:00,2,Sesvete,Jadran LP,0,1,1,[],['-1'],1.85,3.5,3.5,1.8,2.0,1.67,2.15
12,4342231,Croatia Second NL,2022/2023,2022-08-27 12:00:00,2,Dugo Selo,Opatija,2,1,3,"['-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4342230,Croatia Second NL,2022/2023,2022-08-27 12:00:00,2,NK Belišće,NK Marsonia 1909,2,0,2,"['-1', '-1']",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4342229,Croatia Second NL,2022/2023,2022-08-27 12:00:00,2,Mladost Ždralovi,Međimurje Čakovec,2,0,2,"['-1', '-1']",[],1.67,4.0,4.0,1.7,2.1,0.0,0.0
15,4342228,Croatia Second NL,2022/2023,2022-08-27 12:00:00,2,Jadran Poreč,NK Bjelovar,1,1,2,['-1'],['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,4342227,Croatia Second NL,2022/2023,2022-08-27 12:00:00,2,Grobničan Čavle,Hrvace,0,0,0,[],[],2.05,3.5,2.9,1.73,2.08,0.0,0.0
17,4342232,Croatia Second NL,2022/2023,2022-09-03 11:30:00,3,Jadran Poreč,Zrinski Jurjevac,1,2,3,['-1'],"['-1', '-1']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4342233,Croatia Second NL,2022/2023,2022-09-03 11:30:00,3,Međimurje Čakovec,Trnje,1,1,2,['-1'],['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4342234,Croatia Second NL,2022/2023,2022-09-03 11:30:00,3,Opatija,NK Belišće,1,1,2,['-1'],['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4342235,Croatia Second NL,2022/2023,2022-09-03 11:30:00,3,NK Marsonia 1909,Sesvete,0,2,2,[],"['-1', '-1']",2.2,3.4,2.75,1.9,1.9,0.0,0.0
21,4342236,Croatia Second NL,2022/2023,2022-09-03 11:30:00,3,Jadran LP,Mladost Ždralovi,2,1,3,"['-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4342237,Croatia Second NL,2022/2023,2022-09-03 11:30:00,3,NK Bjelovar,Grobničan Čavle,4,1,5,"['-1', '-1', '-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4342238,Croatia Second NL,2022/2023,2022-09-03 11:30:00,3,Hrvace,Zagorec,2,0,2,"['-1', '-1']",[],2.1,3.4,2.9,1.73,2.08,0.0,0.0
24,4342239,Croatia Second NL,2022/2023,2022-09-04 11:30:00,3,Osijek II,Dugo Selo,0,2,2,[],"['-1', '-1']",2.45,3.3,2.45,1.67,2.15,0.0,0.0
25,4342240,Croatia Second NL,2022/2023,2022-09-09 11:30:00,4,Sesvete,Opatija,1,1,2,['-1'],['-1'],2.0,3.15,3.2,1.72,1.89,0.0,0.0
26,4342247,Croatia Second NL,2022/2023,2022-09-10 11:30:00,4,Trnje,Jadran LP,0,0,0,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,4342246,Croatia Second NL,2022/2023,2022-09-10 11:30:00,4,Dugo Selo,NK Belišće,0,1,1,[],['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,4342244,Croatia Second NL,2022/2023,2022-09-10 11:30:00,4,Jadran Poreč,Međimurje Čakovec,6,0,6,"['-1', '-1', '-1', '-1', '-1', '-1']",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,4342245,Croatia Second NL,2022/2023,2022-09-10 11:30:00,4,Mladost Ždralovi,NK Marsonia 1909,2,1,3,"['-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4342242,Croatia Second NL,2022/2023,2022-09-10 11:30:00,4,Zagorec,NK Bjelovar,3,1,4,"['-1', '-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4342241,Croatia Second NL,2022/2023,2022-09-10 11:30:00,4,Osijek II,Hrvace,0,0,0,[],[],2.5,3.4,2.45,1.75,2.05,1.59,2.29
32,4342243,Croatia Second NL,2022/2023,2022-09-10 11:30:00,4,Grobničan Čavle,Zrinski Jurjevac,0,3,3,[],"['-1', '-1', '-1']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,4342248,Croatia Second NL,2022/2023,2022-09-16 11:30:00,5,Opatija,Mladost Ždralovi,1,1,2,['-1'],['-1'],2.25,3.2,2.8,1.9,1.9,1.7,2.1
34,4342249,Croatia Second NL,2022/2023,2022-09-16 11:30:00,5,Međimurje Čakovec,Grobničan Čavle,0,2,2,[],"['-1', '-1']",2.0,3.5,3.0,1.73,2.08,0.0,0.0
35,4342250,Croatia Second NL,2022/2023,2022-09-16 11:30:00,5,Zrinski Jurjevac,Zagorec,3,0,3,"['-1', '-1', '-1']",[],2.2,3.25,2.8,1.7,2.1,1.6,2.28
36,4342251,Croatia Second NL,2022/2023,2022-09-16 11:30:00,5,NK Bjelovar,Osijek II,3,1,4,"['-1', '-1', '-1']",['-1'],1.67,3.8,4.0,1.6,2.3,1.57,2.34
37,4342252,Croatia Second NL,2022/2023,2022-09-17 11:30:00,5,NK Marsonia 1909,Trnje,4,2,6,"['-1', '-1', '-1', '-1']","['-1', '-1']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,4342253,Croatia Second NL,2022/2023,2022-09-17 11:30:00,5,NK Belišće,Sesvete,0,1,1,[],['-1'],2.1,3.3,3.0,2.08,1.73,0.0,0.0
39,4342254,Croatia Second NL,2022/2023,2022-09-17 11:30:00,5,Hrvace,Dugo Selo,0,3,3,[],"['-1', '-1', '-1']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,4342255,Croatia Second NL,2022/2023,2022-09-18 11:30:00,5,Jadran LP,Jadran Poreč,3,1,4,"['-1', '-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4342260,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Osijek II,Zrinski Jurjevac,4,2,6,"['-1', '-1', '-1', '-1']","['-1', '-1']",3.8,3.6,1.73,1.8,2.0,0.0,0.0
42,4342263,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Jadran Poreč,NK Marsonia 1909,3,2,5,"['-1', '-1', '-1']","['-1', '-1']",2.2,3.4,2.75,1.73,2.08,0.0,0.0
43,4342262,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Grobničan Čavle,Jadran LP,0,1,1,[],['-1'],3.8,3.4,1.8,1.8,2.0,0.0,0.0
44,4342261,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Zagorec,Međimurje Čakovec,1,1,2,['-1'],['-1'],1.45,4.5,4.75,1.6,2.3,0.0,0.0
45,4342258,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Trnje,Opatija,2,0,2,"['-1', '-1']",[],2.45,3.2,2.55,1.9,1.9,0.0,0.0
46,4342257,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Dugo Selo,Sesvete,0,2,2,[],"['-1', '-1']",2.1,3.25,3.0,1.9,1.9,0.0,0.0
47,4342256,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Mladost Ždralovi,NK Belišće,2,0,2,"['-1', '-1']",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4342259,Croatia Second NL,2022/2023,2022-09-24 11:00:00,6,Hrvace,NK Bjelovar,0,3,3,[],"['-1', '-1', '-1']",2.2,3.4,2.7,1.73,2.08,0.0,0.0
49,4342264,Croatia Second NL,2022/2023,2022-09-30 10:30:00,7,Međimurje Čakovec,Osijek II,0,3,3,[],"['-1', '-1', '-1']",2.9,3.25,2.15,1.75,2.05,0.0,0.0
50,4342265,Croatia Second NL,2022/2023,2022-09-30 10:30:00,7,Zrinski Jurjevac,Hrvace,2,3,5,"['-1', '-1']","['-1', '-1', '-1']",1.67,3.5,4.5,1.73,2.08,0.0,0.0
51,4342266,Croatia Second NL,2022/2023,2022-10-01 10:30:00,7,NK Belišće,Trnje,3,0,3,"['-1', '-1', '-1']",[],2.1,3.5,2.75,2.2,1.65,0.0,0.0
52,4342267,Croatia Second NL,2022/2023,2022-10-01 10:30:00,7,NK Marsonia 1909,Grobničan Čavle,1,0,1,['-1'],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
