Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2673786,Thailand Thai League T1,2022/2023,2022-08-12 09:00:00,1,Bangkok United,Khon Kaen United,2,0,2,"['43', '82']",[],1.23,5.0,8.0,1.48,2.29,1.87,1.89
2,2673789,Thailand Thai League T1,2022/2023,2022-08-13 08:00:00,1,Ratchaburi,Muang Thong United,1,0,1,['81'],[],2.82,3.45,2.1,1.66,1.97,1.63,2.22
3,2673788,Thailand Thai League T1,2022/2023,2022-08-13 08:30:00,1,Lampang,Nong Bua Pitchaya,1,0,1,['46'],[],2.47,3.3,2.68,2.01,1.8,1.78,1.93
4,2673787,Thailand Thai League T1,2022/2023,2022-08-13 09:00:00,1,Nakhon Ratchasima,Buriram United,1,2,3,['1'],"['23', '49']",5.8,4.4,1.39,1.88,1.98,1.99,1.78
5,2673791,Thailand Thai League T1,2022/2023,2022-08-14 08:00:00,1,Chiangrai United,BEC Tero Sasana,1,0,1,['28'],[],1.6,3.4,4.75,1.98,1.84,1.85,1.91
6,2673792,Thailand Thai League T1,2022/2023,2022-08-14 08:30:00,1,Sukhothai,Prachuap,0,3,3,[],"['32', '68', '88']",2.45,3.1,2.5,1.89,1.97,1.65,2.18
7,2673790,Thailand Thai League T1,2022/2023,2022-08-14 09:00:00,1,Port FC,Lamphun Warrior,0,0,0,[],[],1.55,3.5,5.0,1.7,1.98,1.68,2.13
8,2673793,Thailand Thai League T1,2022/2023,2022-08-19 09:00:00,2,Buriram United,Sukhothai,6,1,7,"['9', '30', '37', '41', '51', '89']",['90+5'],1.16,5.2,11.0,1.57,2.38,2.25,1.55
9,2673795,Thailand Thai League T1,2022/2023,2022-08-20 08:00:00,2,Nong Bua Pitchaya,Bangkok United,0,1,1,[],['32'],3.85,3.1,1.82,2.0,1.73,1.94,1.82
10,2673794,Thailand Thai League T1,2022/2023,2022-08-20 09:00:00,2,BEC Tero Sasana,Chonburi,0,2,2,[],"['32', '45']",2.8,3.05,2.3,1.84,1.87,1.64,2.2
11,2673798,Thailand Thai League T1,2022/2023,2022-08-21 08:00:00,2,Prachuap,Nakhon Ratchasima,0,1,1,[],['90+4'],1.8,3.4,4.0,1.95,1.85,1.82,1.94
12,2673799,Thailand Thai League T1,2022/2023,2022-08-21 08:30:00,2,Lamphun Warrior,Chiangrai United,0,1,1,[],['5'],3.3,3.5,2.0,1.83,1.98,1.65,2.18
13,2673796,Thailand Thai League T1,2022/2023,2022-08-21 08:30:00,2,Muang Thong United,Lampang,2,2,4,"['45', '81']","['13', '64']",1.6,4.0,4.6,1.71,2.03,1.73,2.05
14,2673797,Thailand Thai League T1,2022/2023,2022-08-21 09:00:00,2,Khon Kaen United,Ratchaburi,0,2,2,[],"['20', '74']",3.0,3.2,2.2,1.98,1.83,1.72,2.07
15,2673800,Thailand Thai League T1,2022/2023,2022-08-26 09:00:00,3,Port FC,Prachuap,5,2,7,"['5', '28', '36', '43', '67']","['66', '75']",1.63,3.45,4.05,1.73,2.0,1.71,2.08
16,2673802,Thailand Thai League T1,2022/2023,2022-08-27 08:00:00,3,Sukhothai,Khon Kaen United,0,0,0,[],[],2.5,3.2,2.5,1.7,2.05,1.61,2.2
17,2673803,Thailand Thai League T1,2022/2023,2022-08-27 08:30:00,3,Lampang,Bangkok United,0,5,5,[],"['5', '10', '57', '68', '90+4']",5.0,3.92,1.57,1.74,1.97,1.8,1.96
18,2673801,Thailand Thai League T1,2022/2023,2022-08-27 09:00:00,3,Chonburi,Buriram United,2,3,5,"['32', '61']","['4', '12', '15']",4.83,3.92,1.52,1.73,1.99,1.81,1.95
19,2673805,Thailand Thai League T1,2022/2023,2022-08-28 08:00:00,3,Ratchaburi,Lamphun Warrior,1,0,1,['76'],[],1.8,3.45,3.9,1.76,1.96,1.73,2.06
20,2673806,Thailand Thai League T1,2022/2023,2022-08-28 08:30:00,3,Nakhon Ratchasima,Muang Thong United,1,1,2,['67'],['55'],3.5,3.3,1.95,1.76,1.95,1.67,2.15
21,2673804,Thailand Thai League T1,2022/2023,2022-08-28 09:00:00,3,Chiangrai United,Nong Bua Pitchaya,2,0,2,"['63', '64']",[],1.85,3.4,3.65,1.88,1.93,1.74,2.04
22,2673807,Thailand Thai League T1,2022/2023,2022-08-31 08:00:00,1,Chonburi,Bangkok Glass,1,0,1,['23'],[],3.75,3.4,1.97,1.93,1.91,1.6,2.25
23,2673808,Thailand Thai League T1,2022/2023,2022-09-02 09:00:00,4,Nong Bua Pitchaya,Ratchaburi,0,2,2,[],"['16', '45']",2.3,3.0,2.9,2.15,1.61,1.8,1.96
24,2673810,Thailand Thai League T1,2022/2023,2022-09-03 08:00:00,4,Bangkok United,Nakhon Ratchasima,3,0,3,"['41', '87', '90+7']",[],1.36,4.55,6.0,1.56,2.28,1.83,1.93
25,2673809,Thailand Thai League T1,2022/2023,2022-09-03 08:30:00,4,Khon Kaen United,Lampang,1,0,1,['10'],[],2.16,3.25,3.0,1.95,1.75,1.77,1.95
26,2673811,Thailand Thai League T1,2022/2023,2022-09-03 09:00:00,4,Prachuap,Chiangrai United,2,1,3,"['37', '86']",['54'],2.9,3.2,2.17,2.08,1.68,1.82,1.94
27,2673815,Thailand Thai League T1,2022/2023,2022-09-04 07:30:00,4,Muang Thong United,Sukhothai,2,0,2,"['52', '73']",[],1.33,4.76,6.51,1.47,2.42,1.69,2.04
28,2673813,Thailand Thai League T1,2022/2023,2022-09-04 08:00:00,4,Lamphun Warrior,Chonburi,0,2,2,[],"['18', '22']",3.59,3.59,1.79,1.88,1.98,1.75,1.96
29,2673814,Thailand Thai League T1,2022/2023,2022-09-04 08:30:00,4,Buriram United,Bangkok Glass,2,2,4,"['59', '90+3']","['26', '29']",1.62,3.62,4.52,1.84,1.89,1.87,1.89
30,2673816,Thailand Thai League T1,2022/2023,2022-09-09 09:00:00,5,Bangkok Glass,Lamphun Warrior,1,0,1,['72'],[],1.29,4.2,8.5,1.85,1.85,2.0,1.72
31,2673818,Thailand Thai League T1,2022/2023,2022-09-10 08:00:00,5,Chonburi,Prachuap,1,0,1,['55'],[],1.73,3.23,3.3,1.75,2.08,1.68,2.13
32,2673819,Thailand Thai League T1,2022/2023,2022-09-10 08:30:00,5,Nakhon Ratchasima,Nong Bua Pitchaya,2,1,3,"['46', '60']",['71'],2.53,2.86,2.25,1.92,1.82,1.81,1.95
33,2673817,Thailand Thai League T1,2022/2023,2022-09-10 10:20:00,5,Port FC,Khon Kaen United,4,1,5,"['9', '16', '75', '80']",['90'],1.34,3.72,5.64,1.59,2.08,1.86,1.9
34,2673821,Thailand Thai League T1,2022/2023,2022-09-11 07:30:00,5,Chiangrai United,Lampang,5,1,6,"['26', '55', '64', '88', '90+3']",['87'],1.4,4.24,6.07,2.05,1.75,1.9,1.8
35,2673822,Thailand Thai League T1,2022/2023,2022-09-11 08:00:00,5,Ratchaburi,BEC Tero Sasana,1,1,2,['83'],['90+5'],1.75,3.28,4.2,2.1,1.73,1.89,1.87
36,2673823,Thailand Thai League T1,2022/2023,2022-09-11 08:00:00,5,Sukhothai,Bangkok United,0,0,0,[],[],7.95,4.8,1.28,1.62,2.25,1.87,1.83
37,2673820,Thailand Thai League T1,2022/2023,2022-09-11 09:00:00,5,Buriram United,Muang Thong United,1,1,2,['58'],['44'],1.39,4.32,6.16,1.7,2.1,1.85,1.91
38,2673824,Thailand Thai League T1,2022/2023,2022-09-14 08:00:00,2,Bangkok Glass,Port FC,4,2,6,"['18', '42', '67', '80']","['45+3', '90+3']",1.75,3.5,4.1,1.87,1.94,1.77,2.0
39,2673825,Thailand Thai League T1,2022/2023,2022-09-16 09:00:00,6,Khon Kaen United,Chiangrai United,0,0,0,[],[],4.4,3.25,1.75,2.1,1.7,2.0,1.77
40,2673826,Thailand Thai League T1,2022/2023,2022-09-17 08:00:00,6,Nakhon Ratchasima,Lamphun Warrior,2,2,4,"['20', '47']","['15', '49']",1.73,3.4,3.9,1.8,2.0,1.83,1.87
41,2673827,Thailand Thai League T1,2022/2023,2022-09-17 08:30:00,6,BEC Tero Sasana,Buriram United,1,4,5,['39'],"['11', '14', '42', '45+1']",6.5,4.4,1.37,1.67,2.05,1.93,1.83
42,2673828,Thailand Thai League T1,2022/2023,2022-09-17 09:00:00,6,Muang Thong United,Chonburi,1,5,6,['47'],"['32', '37', '72', '74', '90+1']",1.85,3.4,3.5,1.79,1.97,1.69,2.11
43,2673829,Thailand Thai League T1,2022/2023,2022-09-18 07:30:00,6,Prachuap,Bangkok Glass,2,2,4,"['17', '32']","['24', '34']",4.6,3.6,1.65,1.8,1.9,1.82,1.94
44,2673832,Thailand Thai League T1,2022/2023,2022-09-18 08:00:00,6,Lampang,Sukhothai,0,1,1,[],['66'],1.89,3.4,3.41,1.81,1.91,1.71,2.02
45,2673830,Thailand Thai League T1,2022/2023,2022-09-18 09:00:00,6,Nong Bua Pitchaya,Port FC,0,0,0,[],[],3.2,3.34,1.99,1.86,1.86,1.71,2.02
46,2673812,Thailand Thai League T1,2022/2023,2022-09-28 08:30:00,4,BEC Tero Sasana,Port FC,2,2,4,"['29', '90+4']","['60', '81']",3.72,3.5,1.9,1.78,1.92,1.71,2.08
47,2673834,Thailand Thai League T1,2022/2023,2022-10-01 08:00:00,7,Nakhon Ratchasima,Khon Kaen United,1,0,1,['10'],[],1.91,3.1,3.6,1.89,1.71,1.81,1.95
48,2673835,Thailand Thai League T1,2022/2023,2022-10-01 08:30:00,7,BEC Tero Sasana,Lamphun Warrior,0,0,0,[],[],2.05,3.2,3.4,1.9,1.9,1.85,1.91
49,2673833,Thailand Thai League T1,2022/2023,2022-10-01 09:00:00,7,Chiangrai United,Sukhothai,1,1,2,['61'],['20'],1.25,4.6,8.5,1.68,2.05,1.74,2.04
50,2673836,Thailand Thai League T1,2022/2023,2022-10-01 09:30:00,7,Bangkok Glass,Muang Thong United,3,0,3,"['53', '82', '86']",[],1.65,3.4,4.33,1.68,2.05,1.7,2.1
