League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,0x0,0x1,0x2,0x3,1x0,1x1,1x2,1x3,2x0,2x1,2x2,2x3,3x0,3x1,3x2,3x3,Goleada_H,Goleada_A
Malta Maltese Premier League,2022/2023,2022-08-19 13:30:00,1,Birkirkara,Sirens,2,0,2,"['60', '90+5']",[],2.05,3.5,2.9,1.9,1.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-19 15:45:00,1,Balzan,Zebbug Rangers,3,1,4,"['2', '27', '53']",['35'],2.05,3.4,3.0,1.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-20 13:30:00,1,Gzira United,Santa Lucia,3,1,4,"['14', '25', '38']",['32'],1.7,3.5,4.2,1.75,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-20 14:30:00,1,Mosta,Gudja United,1,2,3,['50'],"['14', '78']",2.15,3.2,3.0,1.85,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-20 15:45:00,1,Floriana,Pietà Hotspurs,2,0,2,"['11', '26']",[],1.4,4.2,6.0,1.73,1.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-21 13:30:00,1,Valletta,Hibernians,1,1,2,['57'],['61'],3.3,3.3,1.95,1.9,1.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-26 13:30:00,2,Gudja United,Gzira United,3,3,6,"['18', '23', '85']","['43', '65', '72']",2.9,3.25,2.15,1.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Malta Maltese Premier League,2022/2023,2022-08-26 15:45:00,2,Pietà Hotspurs,Valletta,0,6,6,[],"['30', '40', '45+4', '46', '55', '61']",3.5,3.5,1.85,1.75,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malta Maltese Premier League,2022/2023,2022-08-27 13:30:00,2,Zebbug Rangers,Birkirkara,1,2,3,['8'],"['37', '59']",5.25,4.33,1.45,1.9,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-27 13:30:00,2,Marsaxlokk,Mosta,1,4,5,['44'],"['14', '36', '40', '88']",2.55,3.25,2.45,1.7,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malta Maltese Premier League,2022/2023,2022-08-27 13:30:00,2,Sirens,Floriana,2,2,4,"['4', '29']","['73', '75']",3.25,3.5,1.95,1.8,1.72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-28 13:30:00,2,Santa Lucia,Balzan,0,2,2,[],"['14', '25']",2.63,3.4,2.25,1.75,1.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-08-29 14:30:00,2,Hibernians,Hamrun Spartans,1,4,5,['73'],"['5', '20', '90+14', '90+18']",2.38,3.3,2.55,2.0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malta Maltese Premier League,2022/2023,2022-09-03 13:30:00,3,Birkirkara,Floriana,1,0,1,['74'],[],2.39,3.02,2.95,2.05,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-03 13:30:00,3,Balzan,Gudja United,0,1,1,[],['33'],1.74,3.52,4.3,1.88,1.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-03 13:30:00,3,Zebbug Rangers,Santa Lucia,2,0,2,"['47', '90+5']",[],2.32,3.7,2.65,1.58,1.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-03 15:45:00,3,Valletta,Sirens,0,0,0,[],[],1.5,3.75,4.75,1.65,1.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-04 13:30:00,3,Gzira United,Marsaxlokk,0,0,0,[],[],1.53,4.0,4.75,1.67,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-04 14:30:00,3,Mosta,Hibernians,0,5,5,[],"['15', '42', '66', '80', '87']",3.5,3.75,1.75,1.62,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malta Maltese Premier League,2022/2023,2022-09-04 15:45:00,3,Hamrun Spartans,Pietà Hotspurs,2,0,2,"['11', '20']",[],1.14,7.0,15.0,1.48,2.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-07 14:30:00,1,Hamrun Spartans,Marsaxlokk,1,0,1,['8'],[],1.33,4.5,8.0,1.75,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-09 13:30:00,4,Gudja United,Zebbug Rangers,2,1,3,"['4', '12']",['82'],2.23,3.17,2.59,1.84,1.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-10 13:30:00,4,Floriana,Valletta,1,0,1,['86'],[],2.05,3.4,3.0,2.1,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-10 13:30:00,4,Pietà Hotspurs,Mosta,1,4,5,['63'],"['29', '62', '67', '83']",4.33,3.75,1.7,1.62,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malta Maltese Premier League,2022/2023,2022-09-10 15:45:00,4,Sirens,Hamrun Spartans,0,2,2,[],"['24', '73']",3.1,3.4,2.0,1.74,1.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-11 13:30:00,4,Marsaxlokk,Balzan,1,2,3,['23'],"['52', '63']",3.08,3.4,2.12,1.8,1.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-11 14:30:00,4,Hibernians,Gzira United,1,2,3,['33'],"['63', '72']",2.02,3.38,3.34,1.88,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-09-11 15:45:00,4,Santa Lucia,Birkirkara,0,4,4,[],"['55', '68', '71', '90+1']",3.76,3.6,1.83,1.78,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malta Maltese Premier League,2022/2023,2022-10-01 10:00:00,5,Hamrun Spartans,Floriana,2,0,2,"['3', '76']",[],1.8,3.75,3.4,2.1,1.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-01 10:00:00,5,Mosta,Sirens,1,1,2,['37'],['12'],2.4,3.4,2.5,1.8,1.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-01 12:15:00,5,Zebbug Rangers,Marsaxlokk,0,3,3,[],"['11', '42', '74']",3.1,3.25,2.05,1.9,1.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-01 12:15:00,5,Santa Lucia,Gudja United,1,3,4,['88'],"['30', '56', '66']",3.6,3.6,1.8,1.7,1.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-02 10:00:00,5,Birkirkara,Valletta,3,0,3,"['29', '73', '86']",[],1.91,3.4,3.4,2.1,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-02 11:00:00,5,Gzira United,Pietà Hotspurs,4,0,4,"['2', '52', '62', '70']",[],1.22,7.5,8.5,1.4,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Malta Maltese Premier League,2022/2023,2022-10-02 12:15:00,5,Balzan,Hibernians,0,2,2,[],"['14', '16']",3.6,3.75,1.75,1.7,1.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-07 14:30:00,6,Hibernians,Zebbug Rangers,1,0,1,['57'],[],1.11,7.5,19.0,1.48,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-08 10:00:00,6,Valletta,Hamrun Spartans,0,1,1,[],['21'],4.5,3.5,1.65,1.85,1.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta Maltese Premier League,2022/2023,2022-10-08 10:00:00,6,Marsaxlokk,Santa Lucia,2,2,4,"['28', '39']","['14', '90']",1.95,3.2,3.4,1.7,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
