League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,0x0,0x1,0x2,0x3,1x0,1x1,1x2,1x3,2x0,2x1,2x2,2x3,3x0,3x1,3x2,3x3,Goleada_H,Goleada_A
England League Cup,2022/2023,2022-08-02 15:45:00,0,Cambridge United,Millwall,1,0,1,['59'],[],3.15,3.3,2.0,1.89,1.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:30:00,0,Shrewsbury Town,Carlisle United,3,2,5,"['45+1', '75', '86']","['13', '81']",1.62,3.75,4.75,2.1,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Crawley Town,Bristol Rovers,1,0,1,['73'],[],2.8,3.5,2.2,1.92,1.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Ipswich Town,Colchester United,0,1,1,[],['29'],1.49,4.5,6.45,1.63,1.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Walsall,Swindon Town,2,0,2,"['80', '81']",[],2.47,3.57,2.74,1.81,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,AFC Wimbledon,Gillingham,0,2,2,[],"['90', '90+2']",2.25,3.25,2.9,2.0,1.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Charlton Athletic,Queens Park Rangers,1,1,2,['90'],['80'],3.0,3.5,2.1,1.95,1.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Cardiff City,Portsmouth,0,3,3,[],"['58', '68', '72']",1.73,3.6,4.2,2.03,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Northampton Town,Wycombe Wanderers,1,2,3,['76'],"['28', '34']",3.57,3.47,2.08,2.13,1.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Cheltenham Town,Exeter City,0,7,7,[],"['23', '26', '28', '35', '45+1', '50', '84']",2.2,3.25,3.0,1.95,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England League Cup,2022/2023,2022-08-09 15:45:00,0,Norwich City,Birmingham City,2,2,4,"['45', '45+2']","['55', '79']",1.58,4.23,5.55,1.7,1.91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Fleetwood Town,Wigan Athletic,1,0,1,['24'],[],3.9,3.4,1.83,1.99,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Milton Keynes Dons,Sutton United,1,0,1,['41'],[],1.62,3.6,6.45,1.67,1.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Huddersfield Town,Preston North End,1,4,5,['67'],"['6', '19', '29', '51']",1.97,3.45,3.93,2.02,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England League Cup,2022/2023,2022-08-09 15:45:00,0,Doncaster Rovers,Lincoln City,0,3,3,[],"['12', '47', '61']",2.5,3.4,2.5,1.87,1.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Rochdale,Burton Albion,2,0,2,"['86', '90+4']",[],2.71,3.57,2.5,1.76,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Bradford City,Hull City,2,1,3,"['39', '44']",['24'],2.7,3.6,2.25,2.0,1.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Forest Green Rovers,Leyton Orient,2,0,2,"['17', '50']",[],1.8,3.4,4.0,1.95,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Accrington Stanley,Tranmere Rovers,2,2,4,"['37', '39']","['62', '90+3']",2.1,3.5,3.0,1.9,1.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Mansfield Town,Derby County,1,2,3,['56'],"['30', '69']",3.15,3.8,2.13,1.77,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Grimsby Town,Crewe Alexandra,4,0,4,"['13', '34', '56', '86']",[],2.7,3.6,2.25,1.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
England League Cup,2022/2023,2022-08-09 15:45:00,0,Oxford United,Swansea City,2,2,4,"['72', '90+3']","['8', '25']",3.23,3.55,2.17,1.67,1.57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
