Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1282452,Israel Israeli Premier League,2021/2022,2021-08-28 12:45:00,1,Hapoel Haifa,Maccabi Netanya,0,0,0,[],[],2.4,3.0,2.6,1.95,1.71,1.77,1.87
2,1282449,Israel Israeli Premier League,2021/2022,2021-08-28 13:00:00,1,Maccabi Petah Tikva,Ironi Kiryat Shmona,1,1,2,['60'],['23'],2.0,3.15,3.3,2.1,1.61,2.0,1.69
3,1282451,Israel Israeli Premier League,2021/2022,2021-08-28 14:30:00,1,Hapoel Tel Aviv,Ashdod,2,1,3,"['59', '88']",['90'],2.0,3.05,3.3,2.15,1.57,2.0,1.67
4,1282456,Israel Israeli Premier League,2021/2022,2021-08-29 14:00:00,1,Bnei Sakhnin,Maccabi Tel Aviv,3,1,4,"['28', '74', '90+8']",['7'],5.75,3.65,1.5,2.1,1.62,2.25,1.53
5,1282455,Israel Israeli Premier League,2021/2022,2021-08-29 14:30:00,1,Hapoel Hadera,Maccabi Haifa,0,0,0,[],[],7.25,4.2,1.36,1.87,1.77,2.25,1.54
6,1282454,Israel Israeli Premier League,2021/2022,2021-08-29 14:45:00,1,Beitar Jerusalem,Hapoel Be'er Sheva,0,2,2,[],"['55', '72']",3.9,3.3,1.77,2.05,1.62,2.0,1.67
7,1282453,Israel Israeli Premier League,2021/2022,2021-08-30 14:00:00,1,Hapoel Nazareth Illit,Hapoel Katamon,0,0,0,[],[],2.75,2.9,2.35,2.2,1.54,1.95,1.69
8,1282463,Israel Israeli Premier League,2021/2022,2021-09-11 12:00:00,2,Ironi Kiryat Shmona,Hapoel Tel Aviv,0,2,2,[],"['63', '67']",2.9,2.9,2.3,2.15,1.57,1.95,1.71
9,1282461,Israel Israeli Premier League,2021/2022,2021-09-11 13:00:00,2,Maccabi Netanya,Hapoel Nazareth Illit,1,3,4,['83'],"['45', '47', '89']",1.77,3.4,3.8,1.87,1.77,1.83,1.8
10,1282457,Israel Israeli Premier League,2021/2022,2021-09-11 13:30:00,2,Maccabi Tel Aviv,Maccabi Petah Tikva,1,1,2,['31'],['57'],1.49,3.9,5.1,1.88,1.92,1.91,1.74
11,1282458,Israel Israeli Premier League,2021/2022,2021-09-11 14:30:00,2,Maccabi Haifa,Bnei Sakhnin,2,1,3,"['70', '90']",['86'],1.39,4.2,6.1,1.86,1.94,2.0,1.67
12,1282462,Israel Israeli Premier League,2021/2022,2021-09-12 13:00:00,2,Ashdod,Hapoel Haifa,1,3,4,['90+5'],"['33', '46', '63']",2.5,3.05,2.5,1.95,1.71,1.77,1.87
13,1282459,Israel Israeli Premier League,2021/2022,2021-09-12 14:15:00,2,Hapoel Be'er Sheva,Hapoel Hadera,2,2,4,"['46', '73']","['3', '15']",1.47,3.95,5.5,1.91,1.74,2.05,1.65
14,1282460,Israel Israeli Premier League,2021/2022,2021-09-13 14:30:00,2,Hapoel Katamon,Beitar Jerusalem,0,3,3,[],"['20', '55', '67']",2.75,2.95,2.35,2.15,1.59,1.91,1.74
15,1282469,Israel Israeli Premier League,2021/2022,2021-09-18 13:00:00,3,Bnei Sakhnin,Hapoel Be'er Sheva,0,0,0,[],[],3.7,3.45,1.77,1.87,1.77,1.83,1.8
16,1282466,Israel Israeli Premier League,2021/2022,2021-09-18 13:00:00,3,Hapoel Nazareth Illit,Ashdod,2,0,2,"['45', '74']",[],2.75,2.95,2.35,2.2,1.56,1.95,1.69
17,1282464,Israel Israeli Premier League,2021/2022,2021-09-18 14:00:00,3,Maccabi Petah Tikva,Hapoel Tel Aviv,1,1,2,['4'],['9'],2.5,2.87,2.9,2.3,1.57,1.83,1.8
18,1282470,Israel Israeli Premier League,2021/2022,2021-09-18 14:30:00,3,Maccabi Tel Aviv,Maccabi Haifa,2,1,3,"['3', '60']",['32'],2.2,3.4,2.95,1.99,1.78,1.77,1.87
19,1282468,Israel Israeli Premier League,2021/2022,2021-09-19 13:00:00,3,Hapoel Hadera,Hapoel Katamon,0,0,0,[],[],2.05,3.0,3.25,2.3,1.5,2.1,1.62
20,1282465,Israel Israeli Premier League,2021/2022,2021-09-19 13:30:00,3,Hapoel Haifa,Ironi Kiryat Shmona,1,0,1,['84'],[],1.91,3.25,3.4,2.05,1.62,1.95,1.71
21,1282467,Israel Israeli Premier League,2021/2022,2021-09-19 14:15:00,3,Beitar Jerusalem,Maccabi Netanya,1,1,2,['78'],['21'],2.45,2.9,2.6,2.15,1.59,1.91,1.74
22,1282473,Israel Israeli Premier League,2021/2022,2021-09-25 11:45:00,4,Hapoel Katamon,Bnei Sakhnin,0,0,0,[],[],2.87,3.0,2.45,2.29,1.55,2.0,1.73
23,1282476,Israel Israeli Premier League,2021/2022,2021-09-25 13:00:00,4,Ironi Kiryat Shmona,Hapoel Nazareth Illit,1,0,1,['84'],[],1.75,3.45,4.37,2.07,1.67,1.98,1.76
24,1282477,Israel Israeli Premier League,2021/2022,2021-09-25 14:00:00,4,Hapoel Tel Aviv,Hapoel Haifa,0,2,2,[],"['20', '73']",2.35,3.0,2.9,1.5,2.45,2.12,1.66
25,1282472,Israel Israeli Premier League,2021/2022,2021-09-25 14:30:00,4,Hapoel Be'er Sheva,Maccabi Tel Aviv,2,0,2,"['5', '61']",[],3.6,3.3,1.95,1.57,2.3,2.05,1.72
26,1282474,Israel Israeli Premier League,2021/2022,2021-09-26 13:00:00,4,Maccabi Netanya,Hapoel Hadera,0,2,2,[],"['46', '90+2']",2.05,3.2,3.4,2.25,1.57,2.1,1.74
27,1282475,Israel Israeli Premier League,2021/2022,2021-09-26 13:30:00,4,Ashdod,Beitar Jerusalem,2,0,2,"['38', '45+2']",[],3.1,2.95,2.3,2.35,1.53,2.1,1.76
28,1282471,Israel Israeli Premier League,2021/2022,2021-09-26 14:15:00,4,Maccabi Haifa,Maccabi Petah Tikva,2,0,2,"['21', '70']",[],1.44,4.0,7.0,1.91,1.85,2.2,1.64
29,1282479,Israel Israeli Premier League,2021/2022,2021-10-02 12:00:00,5,Hapoel Nazareth Illit,Hapoel Tel Aviv,2,2,4,"['20', '90+5']","['82', '88']",3.3,3.1,2.15,2.25,1.6,2.0,1.8
30,1282478,Israel Israeli Premier League,2021/2022,2021-10-02 13:00:00,5,Maccabi Petah Tikva,Hapoel Haifa,2,0,2,"['71', '79']",[],3.1,2.9,2.38,2.45,1.5,2.1,1.67
31,1282480,Israel Israeli Premier League,2021/2022,2021-10-02 14:30:00,5,Beitar Jerusalem,Ironi Kiryat Shmona,1,1,2,['63'],['90+3'],2.1,3.1,3.4,2.4,1.53,2.1,1.67
32,1282482,Israel Israeli Premier League,2021/2022,2021-10-02 15:00:00,5,Bnei Sakhnin,Maccabi Netanya,1,3,4,['22'],"['7', '12', '90+6']",2.5,3.0,2.8,2.4,1.53,2.05,1.8
33,1282572,Israel Israeli Premier League,2021/2022,2021-10-03 13:00:00,5,Ashdod,Hapoel Hadera,1,2,3,['37'],"['35', '64']",2.38,3.24,2.97,2.1,1.66,1.88,1.86
34,1282483,Israel Israeli Premier League,2021/2022,2021-10-03 14:15:00,5,Maccabi Tel Aviv,Hapoel Katamon,1,0,1,['85'],[],1.55,3.78,6.4,2.08,1.67,2.38,1.5
35,1282484,Israel Israeli Premier League,2021/2022,2021-10-03 14:45:00,5,Maccabi Haifa,Hapoel Be'er Sheva,1,2,3,['13'],"['86', '90+7']",1.73,3.5,4.94,2.1,1.65,2.2,1.62
36,1282486,Israel Israeli Premier League,2021/2022,2021-10-16 12:00:00,6,Hapoel Katamon,Maccabi Haifa,1,4,5,['27'],"['9', '42', '68', '85']",9.07,4.75,1.3,1.88,1.82,2.38,1.5
37,1282488,Israel Israeli Premier League,2021/2022,2021-10-16 12:45:00,6,Ashdod,Bnei Sakhnin,0,1,1,[],['53'],2.55,3.05,2.7,2.16,1.62,1.95,1.86
