Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2708102,Romania Liga I,2022/2023,2022-07-15 12:30:00,1,Hermannstadt,Mioveni,3,0,3,"['28', '62', '67']",[],2.62,2.8,2.62,2.55,1.47,2.1,1.68
2,2708098,Romania Liga I,2022/2023,2022-07-15 15:30:00,1,CS U Craiova,Sepsi,2,2,4,"['29', '59']","['73', '87']",2.25,3.0,3.4,2.34,1.53,2.05,1.72
3,2708097,Romania Liga I,2022/2023,2022-07-16 12:30:00,1,Argeș,UTA Arad,2,0,2,"['2', '54']",[],2.55,3.1,2.63,2.55,1.45,2.2,1.62
4,2708100,Romania Liga I,2022/2023,2022-07-16 15:30:00,1,CFR Cluj,Rapid Bucureşti,1,0,1,['17'],[],1.91,3.0,4.2,2.42,1.43,2.15,1.65
5,2708101,Romania Liga I,2022/2023,2022-07-17 12:30:00,1,SSC Farul,U Craiova 1948,2,1,3,"['3', '29']",['57'],1.8,3.1,4.33,2.3,1.53,2.15,1.65
6,2708099,Romania Liga I,2022/2023,2022-07-17 15:30:00,1,FCSB,Universitatea Cluj,1,1,2,['55'],['45+4'],1.3,4.3,8.6,2.06,1.76,2.75,1.4
7,2708103,Romania Liga I,2022/2023,2022-07-18 12:30:00,1,Botoşani,Chindia Târgovişte,3,2,5,"['3', '29', '31']","['13', '48']",1.95,3.1,3.8,2.6,1.38,2.25,1.57
8,2708096,Romania Liga I,2022/2023,2022-07-18 15:30:00,1,Petrolul 52,Voluntari,0,1,1,[],['90+2'],2.55,2.8,2.7,2.62,1.43,2.2,1.62
9,2708109,Romania Liga I,2022/2023,2022-07-22 14:30:00,2,Mioveni,SSC Farul,0,2,2,[],"['58', '76']",3.05,3.0,2.2,2.28,1.56,2.0,1.77
10,2708111,Romania Liga I,2022/2023,2022-07-23 14:30:00,2,Voluntari,Botoşani,0,1,1,[],['82'],2.25,2.95,3.26,2.65,1.42,1.95,1.75
11,2708105,Romania Liga I,2022/2023,2022-07-24 06:00:00,2,Sepsi,Argeș,4,0,4,"['49', '60', '63', '80']",[],1.74,2.99,4.0,1.97,1.79,2.25,1.57
12,2708108,Romania Liga I,2022/2023,2022-07-24 10:00:00,2,U Craiova 1948,CFR Cluj,3,1,4,"['32', '46', '72']",['14'],3.72,2.92,1.82,2.25,1.57,2.05,1.68
13,2708106,Romania Liga I,2022/2023,2022-07-24 12:30:00,2,Universitatea Cluj,CS U Craiova,1,1,2,['6'],['64'],3.45,3.3,1.97,2.03,1.7,1.83,1.83
