Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1212888,Argentina Prim B Nacional,2021,2021-03-12 18:00:00,1,San Martín San Juan,Atlético Rafaela,4,2,6,"['28', '35', '86', '90']","['33', '40']",2.3,2.8,3.3,2.69,1.48,2.11,1.67
2,1217842,Argentina Prim B Nacional,2021,2021-03-12 20:10:00,1,Nueva Chicago,Club Atlético Mitre,1,2,3,['31'],"['15', '55']",2.25,2.8,3.3,3.04,1.38,2.24,1.65
3,1212891,Argentina Prim B Nacional,2021,2021-03-13 17:10:00,1,San Telmo,Barracas Central,1,1,2,['12'],['67'],2.48,2.76,2.91,2.54,1.53,2.1,1.67
4,1212890,Argentina Prim B Nacional,2021,2021-03-13 17:10:00,1,Villa Dálmine,Independiente Rivadavia,0,0,0,[],[],2.34,2.88,2.98,2.46,1.47,2.1,1.67
5,1212892,Argentina Prim B Nacional,2021,2021-03-13 17:10:00,1,Defensores de Belgrano,Instituto,0,0,0,[],[],2.11,2.88,3.47,2.54,1.53,2.1,1.67
6,1212893,Argentina Prim B Nacional,2021,2021-03-13 17:30:00,1,Deportivo Santamarina,Gimnasia Jujuy,2,1,3,"['28', '86']",['67'],2.15,2.87,3.37,2.41,1.58,2.1,1.67
7,1212894,Argentina Prim B Nacional,2021,2021-03-13 17:30:00,1,Gimnasia Mendoza,Agropecuario,2,0,2,"['22', '78']",[],2.05,2.96,3.52,2.39,1.59,2.0,1.73
8,1212895,Argentina Prim B Nacional,2021,2021-03-13 19:10:00,1,Almirante Brown,Estudiantes Caseros,2,1,3,"['36', '78']",['83'],3.03,2.93,2.28,2.46,1.56,2.1,1.67
9,1212896,Argentina Prim B Nacional,2021,2021-03-13 19:30:00,1,All Boys,Deportivo Morón,1,3,4,['68'],"['33', '49', '90+2']",2.74,2.71,2.66,2.61,1.42,2.38,1.53
10,1212897,Argentina Prim B Nacional,2021,2021-03-13 21:15:00,1,Belgrano,Tigre,2,1,3,"['36', '87']",['70'],2.02,2.97,3.58,2.44,1.57,2.1,1.67
11,1212898,Argentina Prim B Nacional,2021,2021-03-14 17:10:00,1,Brown de Adrogué,Guillermo Brown,1,0,1,['48'],[],2.33,3.02,3.18,2.5,1.47,2.1,1.65
12,1212899,Argentina Prim B Nacional,2021,2021-03-14 18:00:00,1,Estudiantes Río Cuarto,Deportivo Maipú,1,1,2,['84'],['90+3'],1.81,2.99,4.5,2.43,1.5,2.2,1.6
13,1212900,Argentina Prim B Nacional,2021,2021-03-14 19:00:00,1,San Martín Tucumán,Alvarado,0,0,0,[],[],2.12,2.89,3.42,2.42,1.5,2.05,1.68
14,1212901,Argentina Prim B Nacional,2021,2021-03-14 20:00:00,1,Club Atlético Güemes,Ferro Carril Oeste,2,0,2,"['46', '64']",[],2.32,2.9,2.99,2.51,1.47,2.1,1.65
15,1212902,Argentina Prim B Nacional,2021,2021-03-15 17:10:00,1,Deportivo Riestra,Quilmes,0,1,1,[],['80'],2.83,2.59,2.7,3.1,1.36,2.25,1.58
16,1212903,Argentina Prim B Nacional,2021,2021-03-15 21:30:00,1,Almagro,Tristán Suárez,1,3,4,['90'],"['41', '42', '67']",2.49,2.52,3.22,3.13,1.31,2.4,1.5
17,1212904,Argentina Prim B Nacional,2021,2021-03-16 21:10:00,1,Chacarita Juniors,Atlanta,0,1,1,[],['9'],3.03,2.69,2.44,2.9,1.36,2.3,1.55
18,1212905,Argentina Prim B Nacional,2021,2021-03-19 17:10:00,2,Atlético Rafaela,Villa Dálmine,0,0,0,[],[],1.83,3.59,4.47,2.22,1.68,2.02,1.79
19,1212906,Argentina Prim B Nacional,2021,2021-03-20 15:30:00,2,Barracas Central,Defensores de Belgrano,1,1,2,['77'],['90+2'],3.0,2.8,2.4,3.53,1.26,2.65,1.42
20,1212907,Argentina Prim B Nacional,2021,2021-03-20 16:00:00,2,Tristán Suárez,Club Atlético Güemes,1,2,3,['90+2'],"['3', '15']",2.4,2.88,3.2,3.19,1.35,2.45,1.5
21,1212908,Argentina Prim B Nacional,2021,2021-03-20 16:00:00,2,Estudiantes Caseros,San Martín Tucumán,1,1,2,['36'],['90+2'],2.4,2.88,3.1,2.69,1.41,2.15,1.62
22,1212909,Argentina Prim B Nacional,2021,2021-03-20 16:30:00,2,Instituto,Deportivo Santamarina,0,0,0,[],[],1.78,3.58,4.85,2.43,1.57,2.18,1.68
23,1212911,Argentina Prim B Nacional,2021,2021-03-20 17:00:00,2,Alvarado,Belgrano,0,1,1,[],['76'],3.75,2.9,2.1,2.57,1.45,2.15,1.62
24,1212910,Argentina Prim B Nacional,2021,2021-03-20 17:00:00,2,Gimnasia Jujuy,Almagro,1,2,3,['88'],"['50', '58']",2.45,2.8,3.2,2.76,1.39,2.2,1.6
